,NtotDose,PtotDose,KtotDose,pspe_knn,pspe_rf,pspe_nn,pspe_gp
111,111.0,0.04348870876571277,-0.7372605537895305,1.0793696313157894,1.0768993059285088,1.0838523517916367,1.0806215532756482
112,112.0,0.04348870876571277,-0.7372605537895305,1.0793696313157894,1.0768993059285088,1.0838471595648438,1.080618586795549
113,113.0,0.04348870876571277,-0.7372605537895305,1.0793696313157894,1.0768993059285088,1.08384186211005,1.080615463455858
114,114.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.0838364640149825,1.080612183946159
115,115.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.0838309697012014,1.0806087489747256
116,116.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.083825383421682,1.080605159268197
117,117.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.083819709258826,1.0806014155712584
118,118.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.0838139511229004,1.0805975186463235
119,119.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.0838081127509058,1.0805934692732178
120,120.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.0838021977058656,1.0805892682488696
121,121.0,0.04348870876571277,-0.7372605537895305,1.0795201775789474,1.0768993059285088,1.0837962093765334,1.0805849163869998
122,122.0,0.04348870876571277,-0.7372605537895305,1.0789549627894737,1.0768993059285088,1.0837901509775147,1.0805804145178168
123,123.0,0.04348870876571277,-0.7372605537895305,1.0789549627894737,1.0768993059285088,1.0837840255497886,1.080575763487716
124,124.0,0.04348870876571277,-0.7372605537895305,1.0789549627894737,1.0768993059285088,1.0837778359616295,1.0805709641589794
125,125.0,0.04348870876571277,-0.7372605537895305,1.0789549627894737,1.0768993059285088,1.08377158490991,1.0805660174094818
126,126.0,0.04348870876571277,-0.7372605537895305,1.078401856736842,1.0770780627167578,1.0837652749217823,1.0805609241323986
127,127.0,0.04348870876571277,-0.7372605537895305,1.078401856736842,1.0770780627167578,1.083758908356719,1.0805556852359177
128,128.0,0.04348870876571277,-0.7372605537895305,1.078401856736842,1.0770780627167578,1.0837524874089057,1.0805503016429538
129,129.0,0.04348870876571277,-0.7372605537895305,1.0787246421052632,1.0770780627167578,1.0837460141099697,1.0805447742908674
130,130.0,0.04348870876571277,-0.7372605537895305,1.0787246421052632,1.0770780627167578,1.0837394903320294,1.080539104131186
131,131.0,0.04348870876571277,-0.7372605537895305,1.0787246421052632,1.0770780627167578,1.0837329177910509,1.0805332921293298
132,132.0,0.04348870876571277,-0.7372605537895305,1.0787246421052632,1.0770780627167578,1.0837262980504954,1.0805273392643389
133,133.0,0.04348870876571277,-0.7372605537895305,1.0787246421052632,1.0770780627167578,1.0837196325252418,1.0805212465286058
134,134.0,0.04348870876571277,-0.7372605537895305,1.0787246421052632,1.0770780627167578,1.0837129224857665,1.0805150149276086
135,135.0,0.04348870876571277,-0.7372605537895305,1.0787246421052632,1.0770780627167578,1.0837061690625633,1.0805086454796502
136,136.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836993732507898,1.0805021392155973
137,137.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.083692535915116,1.0804954971786251
138,138.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.083685657794763,1.0804887204239628
