,NtotDose,PtotDose,KtotDose,ilr_knn,ilr_rf,ilr_nn,ilr_gp
52,52.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-3.02967510644513,-2.5286709859964267
53,53.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-3.021883254800973,-2.5208256983164397
54,54.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-3.0141118425857454,-2.5130323530789673
55,55.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-3.0063605747373616,-2.5052905167383748
56,56.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-2.9986291511655137,-2.497599699788844
57,57.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-2.990917266858122,-2.489959357362744
58,58.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-2.9832246119894785,-2.482368889883462
59,59.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-2.975550872030039,-2.4748276437814027
60,60.0,-0.17139528383314787,-0.8358808329727005,-2.8078603897266063,-2.9487467651441195,-2.967895727857809,-2.467334912263648
61,61.0,-0.17139528383314787,-0.8358808329727005,-2.932544607820696,-2.4986856932865726,-2.960258855871259,-2.459889936144059
62,62.0,-0.17139528383314787,-0.8358808329727005,-2.932544607820696,-2.4986856932865726,-2.952639928103752,-2.4524919047268914
63,63.0,-0.17139528383314787,-0.8358808329727005,-2.932544607820696,-2.4986856932865726,-2.945038612339391,-2.445139956746739
64,64.0,-0.17139528383314787,-0.8358808329727005,-2.932544607820696,-2.4986856932865726,-2.937454572230263,-2.4378331813619023
65,65.0,-0.17139528383314787,-0.8358808329727005,-2.8285184927139495,-2.4986856932865726,-2.929887467415009,-2.430570619201073
66,66.0,-0.17139528383314787,-0.8358808329727005,-2.8285184927139495,-2.4986856932865726,-2.922336953638661,-2.4233512634618126
67,67.0,-0.17139528383314787,-0.8358808329727005,-2.8285184927139495,-2.4986856932865726,-2.914802682873698,-2.4161740610588023
68,68.0,-0.17139528383314787,-0.8358808329727005,-2.820909535894075,-2.4986856932865726,-2.9072843034422604,-2.409037913821426
69,69.0,-0.17139528383314787,-0.8358808329727005,-2.820909535894075,-2.4986856932865726,-2.8997814601394554,-2.4019416797387074
70,70.0,-0.17139528383314787,-0.8358808329727005,-2.820909535894075,-2.4986856932865726,-2.8922937943576956,-2.3948841742518567
71,71.0,-0.17139528383314787,-0.8358808329727005,-2.820909535894075,-2.280085583097928,-2.884820944212018,-2.3878641715881486
72,72.0,-0.17139528383314787,-0.8358808329727005,-2.82851849271395,-2.280085583097928,-2.877362544666301,-2.380880406140685
73,73.0,-0.17139528383314787,-0.8358808329727005,-2.8121066148752427,-2.280085583097928,-2.8699182276603334,-2.373931573888072
74,74.0,-0.17139528383314787,-0.8358808329727005,-2.8121066148752427,-2.280085583097928,-2.8624876222376585,-2.3670163338534342
75,75.0,-0.17139528383314787,-0.8358808329727005,-2.8121066148752427,-2.280085583097928,-2.855070354674125,-2.3601333096009594
76,76.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.8476660486070955,-2.353281090768798
77,77.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.840274325165211,-2.3464582346354232
78,78.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.8328948030986743,-2.3396632677177327
79,79.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.8255270989099697,-2.3328946873989986
80,80.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.8181708269849297,-2.3261509635849857
81,81.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.810825599724109,-2.3194305403868594
82,82.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.8034910276743665,-2.3127318378246846
83,83.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.796166719660597,-2.3060532535559637
84,84.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.788852282917525,-2.29939316462219
85,85.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.781547323221497,-2.2927499292126865
86,86.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.7742514450221885,-2.286121888443739
87,87.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.7669642515741546,-2.2795073681499733
88,88.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.7596853450681467,-2.2729046806886934
89,89.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.752414326762107,-2.266312126749421
90,90.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.7451507971117888,-2.259727997174664
91,91.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.737894355900888,-2.2531505747788025
92,92.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.730644602370652,-2.2465781361746693
93,93.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.723401135348837,-2.240008953597058
94,94.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.7161635533779895,-2.2334412967242705
95,95.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.708931454842924,-2.226873434496321
96,96.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.701704438097358,-2.2203036369253515
97,97.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.6944821015895917,-2.213730176898918
98,98.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.687264043987192,-2.2071513319718767
99,99.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.6800498643005666,-2.200565386145498
100,100.0,-0.17139528383314787,-0.8358808329727005,-2.8043505725523197,-2.064532699102369,-2.6728391620053777,-2.1939706316322405
101,101.0,-0.17139528383314787,-0.8358808329727005,-2.596206387880067,-2.064532699102369,-2.6656315371636943,-2.1873653706051464
102,102.0,-0.17139528383314787,-0.8358808329727005,-2.596206387880067,-2.064532699102369,-2.6584265905438462,-2.1807479169258475
103,103.0,-0.17139528383314787,-0.8358808329727005,-2.596206387880067,-2.151903105525769,-2.6512239237388484,-2.174116597855949
104,104.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.151903105525769,-2.6440231392833633,-2.167469755743207
105,105.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.151903105525769,-2.6368238407691225,-2.1608057496854496
106,106.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.151903105525769,-2.6296256329587084,-2.1541229571691884
107,107.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.151903105525769,-2.6224281218976486,-2.1474197756790763
108,108.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.615230915024739,-2.1406946242807803
109,109.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.608033621280531,-2.1339459451706926
110,110.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.600835851213902,-2.127172205197055
111,111.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.5936372170866537,-2.120371897344266
112,112.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.586437332976067,-2.113543542184041
113,113.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.5792358148753296,-2.106685689290683
114,114.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.572032280791806,-2.09979691861771
115,115.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.5648263508430498,-2.092875841837212
116,116.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.557617647350523,-2.085921103637633
117,117.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.550405794930943,-2.078931382981859
118,118.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.543190420585206,-2.0719053943243066
119,119.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.535971153784839,-2.0648418887824462
120,120.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.5287476265558997,-2.05773965526591
121,121.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.5215194735602937,-2.0505975215628007
122,122.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.514286332174441,-2.0434143553774273
123,123.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.507047842565254,-2.0361890653234136
124,124.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.499803647763364,-2.0289206018706945
125,125.0,-0.17139528383314787,-0.8358808329727005,-2.5181629702753296,-2.198879348898217,-2.4925533937335578,-2.0216079582444424
126,126.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.485296729442382,-2.0142501712763474
127,127.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.478033306922863,-2.006846322206888
128,128.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.4707627813363082,-1.9993955374411345
129,129.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.463484811031143,-1.9918969892532212
130,130.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.4561990575987642,-1.984349896442302
131,131.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.448905185926343,-1.976753524940662
132,132.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.4416028642465832,-1.9691071883700892
133,133.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.4342917641843798,-1.9614102485490044
134,134.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.4269715608003413,-1.9536621159527199
135,135.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.419641932631196,-1.9458622501195224
136,136.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.4123025617270004,-1.9380101600110362
137,137.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.4049531336851695,-1.9301054043220605
138,138.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.3975933376812946,-1.9221475917409196
139,139.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.390222866496746,-1.9141363811610215
140,140.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.3828414165430276,-1.9060714818440545
141,141.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.375448687882882,-1.8979526535364197
142,142.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2532788217449715,-2.368044384248151,-1.8897797065349073
143,143.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2132644395468835,-2.3606282130543645,-1.8815525017082015
144,144.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2132644395468835,-2.353199885412075,-1.8732709504688319
145,145.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2132644395468835,-2.345759116134915,-1.8649350147022876
146,146.0,-0.17139528383314787,-0.8358808329727005,-2.4924572530727547,-2.2132644395468835,-2.3383056237444073,-1.856544706646704
147,147.0,-0.17139528383314787,-0.8358808329727005,-2.540789308104254,-2.2132644395468835,-2.3308391304715133,-1.8481000887310597
148,148.0,-0.17139528383314787,-0.8358808329727005,-2.540789308104254,-2.2132644395468835,-2.323359362254931,-1.839601273366682
149,149.0,-0.17139528383314787,-0.8358808329727005,-2.540789308104254,-2.2132644395468835,-2.3158660487361704,-1.8310484226963974
150,150.0,-0.17139528383314787,-0.8358808329727005,-2.540789308104254,-2.2132644395468835,-2.3083589232513924,-1.822441748300892
151,151.0,-0.17139528383314787,-0.8358808329727005,-2.540789308104254,-2.2132644395468835,-2.300837722820057,-1.8137815108624085
152,152.0,-0.17139528383314787,-0.8358808329727005,-2.540789308104254,-2.2132644395468835,-2.2933021881303826,-1.8050680197880826
153,153.0,-0.17139528383314787,-0.8358808329727005,-2.540789308104254,-2.2132644395468835,-2.2857520635216444,-1.7963016327929848
154,154.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-2.2132644395468835,-2.2781870969633418,-1.7874827554432424
155,155.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-2.2132644395468835,-2.2706070400312637,-1.7786118406614113
156,156.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-2.2132644395468835,-2.2630116478804725,-1.769689388192877
157,157.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-2.2132644395468835,-2.2554006792152683,-1.7607159440391327
158,158.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.5796125391393123,-2.247773896256146,-1.7516920998512546
159,159.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.5796125391393123,-2.2401310647037946,-1.742618492292682
160,160.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.232471953700198,-1.7334958023660374
161,161.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.224796335786872,-1.7243247547094145
162,162.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.2171039868602866,-1.7151061168603485
163,163.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.209394686124546,-1.7058406984899799
164,164.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.201668216041366,-1.6965293506091759
165,165.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.1939243622774285,-1.687172964745014
166,166.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.186162913649159,-1.677772472092685
167,167.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.1783836620650194,-1.66832884264022
168,168.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.170586402465365,-1.65884308426901
169,169.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.1627709327599574,-1.6493162418335994
170,170.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.154937053763212,-1.639749396215356
171,171.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.147084569127252,-1.6301436633596182
172,172.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.4588192884256312,-2.139213285272862,-1.620500193289767
173,173.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.2502915071366492,-2.131323011318437,-1.6108201691052173
174,174.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.2502915071366492,-2.123413559007008,-1.6011048059619601
175,175.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.1154847426314407,-1.5913553500350714
176,176.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.107536378957927,-1.5815730774697458
177,177.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.099568287147841,-1.5717592933149669
178,178.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.0915802886780916,-1.5619153304486904
179,179.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.0835722072600684,-1.5520425484879508
180,180.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.075543868757301,-1.542142332692206
181,181.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-0.9986386084422183,-2.0674951011019322,-1.532216092854524
182,182.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-0.9986386084422183,-2.0594257342101487,-1.5222652621883137
183,183.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-0.9986386084422183,-2.0513355998966682,-1.5122912962042774
184,184.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-0.9986386084422183,-2.0432245317884212,-1.5022956715840792
185,185.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-0.9986386084422183,-2.0350923652375457,-1.4922798850482544
186,186.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.026938937233834,-1.4822454522222468
187,187.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.0187640863167555,-1.4721939064971723
188,188.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.0105676524872016,-1.4621267978941934
189,189.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-0.9986386084422183,-2.0023494771190773,-1.452045691923216
190,190.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.994109402870881,-1.4419521684477996
191,191.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.9858472735974284,-1.4318478205477805
192,192.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.9775629342618517,-1.4217342533871147
193,193.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-1.0289806833253174,-1.9692562308480115,-1.411613083084758
194,194.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-1.0289806833253174,-1.9609270102734837,-1.401485935591372
195,195.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-1.0289806833253174,-1.9525751203032675,-1.3913544455694626
196,196.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.9442004094643497,-1.3812202552841357
197,197.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.935802726961291,-1.371085013497431
198,198.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.9273819225929727,-1.3609503743725584
199,199.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.918937846670664,-1.3508179963894082
200,200.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.9104703499375564,-1.340689541267451
201,201.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.9019792834899174,-1.3305666729005536
202,202.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.8934644987000073,-1.320451056304066
203,203.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.8849258471409271,-1.31034435657383
204,204.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.8763631805135237,-1.3002482378589
205,205.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.8677763505755225,-1.2901643623468007
206,206.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.8591652090730173,-1.2800943892659826
207,207.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.850529607674468,-1.2700399739005692
208,208.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.841869397907364,-1.260002766623117
209,209.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.833184431097658,-1.249984411943242
210,210.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991916,-1.0289806833253174,-1.8244745583121553,-1.2399865475734084
211,211.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-1.0289806833253174,-1.81573963030395,-1.2300108035108046
212,212.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-1.0289806833253174,-1.8069794974610738,-1.2200588011411468
213,213.0,-0.17139528383314787,-0.8358808329727005,-1.9853597025991914,-1.0289806833253174,-1.7981940097584659,-1.2101321523569213
