,NtotDose,PtotDose,KtotDose,yield_knn,yield_rf,yield_nn,yield_gp,cost,gp_revenue,gp_benefit
45,45.0,-0.19842677557931385,-0.926924156250261,26.492903607129133,23.482683227399775,17.747371519246613,27.668971023610872,54.0,6917.242755902718,6863.242755902718
46,46.0,-0.19842677557931385,-0.926924156250261,26.49785027689107,23.482683227399775,17.828043825858465,27.743668431536584,55.199999999999996,6935.917107884146,6880.717107884147
47,47.0,-0.19842677557931385,-0.926924156250261,26.502821063616867,23.482683227399775,17.90891514226887,27.818771811284336,56.4,6954.692952821084,6898.292952821084
48,48.0,-0.19842677557931385,-0.926924156250261,26.507815009153855,25.09718948472987,17.989966378310047,27.894269443468687,57.599999999999994,6973.567360867171,6915.967360867171
49,49.0,-0.19842677557931385,-0.926924156250261,26.512831136927367,25.09718948472987,18.07117816009633,27.97014957622153,58.8,6992.537394055383,6933.7373940553825
50,50.0,-0.19842677557931385,-0.926924156250261,26.51786845241368,25.09718948472987,18.152530857909348,28.046400428569427,60.0,7011.600107142357,6951.600107142357
51,51.0,-0.19842677557931385,-0.926924156250261,26.52292594363971,25.09718948472987,18.234004614186766,28.12301019379482,61.199999999999996,7030.752548448705,6969.552548448705
52,52.0,-0.19842677557931385,-0.926924156250261,26.528002581709273,25.09718948472987,18.315579371607832,28.199967042775853,62.4,7049.991760693963,6987.591760693964
53,53.0,-0.19842677557931385,-0.926924156250261,26.53309732135561,25.09718948472987,18.397234901270398,28.277259127306305,63.599999999999994,7069.314781826576,7005.714781826576
54,54.0,-0.19842677557931385,-0.926924156250261,26.538209101519776,25.09718948472987,18.47895083095586,28.354874583392164,64.8,7088.718645848041,7023.918645848041
55,55.0,-0.19842677557931385,-0.926924156250261,26.543336845954485,25.09718948472987,18.560706673480095,28.4328015345241,66.0,7108.200383631025,7042.200383631025
56,56.0,-0.19842677557931385,-0.926924156250261,26.5484794638529,26.67343134208411,18.642481855129112,28.511028094924985,67.2,7127.757023731247,7060.557023731247
57,57.0,-0.19842677557931385,-0.926924156250261,26.553635850501788,26.67343134208411,18.72425574417938,28.589542372770403,68.39999999999999,7147.385593192601,7078.985593192601
58,58.0,-0.19842677557931385,-0.926924156250261,26.55880488795849,26.67343134208411,18.806007679503306,28.668332473379916,69.6,7167.083118344979,7097.483118344979
59,59.0,-0.19842677557931385,-0.926924156250261,26.5639854457509,26.67343134208411,18.887716999260725,28.747386502380703,70.8,7186.846625595175,7116.046625595175
60,60.0,-0.19842677557931385,-0.926924156250261,26.569176381599817,26.67343134208411,18.969363069677293,28.82669256883839,72.0,7206.673142209597,7134.673142209597
61,61.0,-0.19842677557931385,-0.926924156250261,26.574376542162742,26.67343134208411,19.05092531391058,28.90623878835755,73.2,7226.559697089387,7153.359697089387
