PoidsSpec,NoEssai,NoBloc,NoTraitement,ID,ID_bl,DensitePlants,PrecCropFiveClasses,Cultivar,Maturity5,growing.season,temp_moy_5years,prec_tot_5years,sdi_5years,gdd_5years,NtotDose,PtotDose,KtotDose,soilTextIlr1,soilTextIlr2,soilTextIlr3,soilTypeIlr1_3,soilTypeIlr2_3,soil_pH,soil_P1_Fv.AlP,soil_P1_Al.P,soil_K2_FvMgCa.K,soil_K2_Fv.MgCa,soil_K2_Mg.Ca,soil_P,soil_K,soil_Al,ISP1,test_type
1.0711,70,2,8,70-2-8,70-2,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,105,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.0652,70,2,9,70-2-9,70-2,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,140,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.0758,70,3,1,70-3-1,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,0,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0756,70,3,2,70-3-2,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,70,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0717,70,3,3,70-3-3,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,105,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0669,70,3,4,70-3-4,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,140,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0685,70,3,5,70-3-5,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,140,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0654,70,3,6,70-3-6,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,175,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0645,70,3,7,70-3-7,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,210,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0671,70,3,8,70-3-8,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,105,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.0695,70,3,9,70-3-9,70-3,43716,Legume,Kennebec,mid-season,127,16.6336782599104,418.82,-0.7146593322713776,2076.64,140,150,200,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.03,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.07947,71,1,1,71-1-1,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.14,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.081,71,1,2,71-1-2,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.46,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.08364,71,1,3,71-1-3,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.01,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.0798,71,1,4,71-1-4,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.19,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.07691,71,1,5,71-1-5,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.07,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.07467,71,1,6,71-1-6,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.73,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.0753,71,1,7,71-1-7,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.66,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.07673,71,1,8,71-1-8,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.81,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.07993,71,1,9,71-1-9,71-1,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.82,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
1.07726,71,2,1,71-2-1,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.13,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.08284,71,2,2,71-2-2,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.12,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.08262,71,2,3,71-2-3,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.07,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.07965,71,2,4,71-2-4,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.89,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.07262,71,2,5,71-2-5,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.94,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.07686,71,2,6,71-2-6,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.81,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.07209,71,2,7,71-2-7,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.83,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.08403,71,2,8,71-2-8,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.05,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.07772,71,2,9,71-2-9,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.92,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
1.08104,71,3,1,71-3-1,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.87,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.08344,71,3,2,71-3-2,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.04,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.08125,71,3,3,71-3-3,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.01,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.07711,71,3,4,71-3-4,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.11,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.08268,71,3,5,71-3-5,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.04,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.07747,71,3,6,71-3-6,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.42,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.07511,71,3,7,71-3-7,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.12,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.08103,71,3,8,71-3-8,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.85,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
1.07626,71,3,9,71-3-9,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.73,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
