NoEssai,NoBloc,NoTraitement,ID,ID_bl,NtotDose,PtotDose,KtotDose,test_type,RendVendable
8804,4,5,8804-4-5,8804-4,200,190,143,N,38.99453552
8804,5,5,8804-5-5,8804-5,200,190,143,N,40.36502732
8804,6,5,8804-6-5,8804-6,200,190,143,N,38.30163934
8901,1,1,8901-1-1,8901-1,0,190,143,N,19.82076503
8901,1,2,8901-1-2,8901-1,50,190,143,N,28.48743169
8901,2,2,8901-2-2,8901-2,50,190,143,N,30.83060109
8901,3,2,8901-3-2,8901-3,50,190,143,N,27.64153005
8901,4,2,8901-4-2,8901-4,50,190,143,N,25.08415301
8901,5,2,8901-5-2,8901-5,50,190,143,N,20.52240437
8901,1,3,8901-1-3,8901-1,100,190,143,N,25.37704918
8901,2,3,8901-2-3,8901-2,100,190,143,N,25.98469945
8901,3,3,8901-3-3,8901-3,100,190,143,N,35.84262295
8901,4,3,8901-4-3,8901-4,100,190,143,N,31.33989071
8901,5,3,8901-5-3,8901-5,100,190,143,N,24.72131148
8901,1,4,8901-1-4,8901-1,150,190,143,N,32.66666667
8901,2,4,8901-2-4,8901-2,150,190,143,N,36.72349727
8901,3,4,8901-3-4,8901-3,150,190,143,N,35.80983607
8901,4,4,8901-4-4,8901-4,150,190,143,N,36.3431694
8901,5,4,8901-5-4,8901-5,150,190,143,N,38.69945355
8901,6,4,8901-6-4,8901-6,150,190,143,N,32.29071038
8901,1,5,8901-1-5,8901-1,200,190,143,N,43.25901639
8901,2,5,8901-2-5,8901-2,200,190,143,N,32.88961749
8901,3,5,8901-3-5,8901-3,200,190,143,N,36.15081967
8901,4,5,8901-4-5,8901-4,200,190,143,N,43.5715847
8901,5,5,8901-5-5,8901-5,200,190,143,N,40.98797814
8901,6,5,8901-6-5,8901-6,200,190,143,N,33.0010929
8902,1,1,8902-1-1,8902-1,0,190,143,N,20.52021858
8902,1,2,8902-1-2,8902-1,50,190,143,N,29.31584699
8902,2,2,8902-2-2,8902-2,50,190,143,N,35.4863388
8902,3,2,8902-3-2,8902-3,50,190,143,N,35.24590164
8902,4,2,8902-4-2,8902-4,50,190,143,N,30.30819672
8902,5,2,8902-5-2,8902-5,50,190,143,N,30.25136612
8902,1,3,8902-1-3,8902-1,100,190,143,N,34.56830601
8902,2,3,8902-2-3,8902-2,100,190,143,N,40.12677596
8902,3,3,8902-3-3,8902-3,100,190,143,N,36.90491803
8902,4,3,8902-4-3,8902-4,100,190,143,N,36.20765027
8902,5,3,8902-5-3,8902-5,100,190,143,N,31.06885246
8902,1,4,8902-1-4,8902-1,150,190,143,N,37.0557377
8902,2,4,8902-2-4,8902-2,150,190,143,N,37.65464481
8902,3,4,8902-3-4,8902-3,150,190,143,N,44.51147541
8902,4,4,8902-4-4,8902-4,150,190,143,N,38.2557377
8902,5,4,8902-5-4,8902-5,150,190,143,N,37.11038251
8902,6,4,8902-6-4,8902-6,150,190,143,N,31.76393443
8902,1,5,8902-1-5,8902-1,200,190,143,N,49.0557377
8902,2,5,8902-2-5,8902-2,200,190,143,N,40.2579235
8902,3,5,8902-3-5,8902-3,200,190,143,N,43.59344262
8902,4,5,8902-4-5,8902-4,200,190,143,N,37.66120219
8902,5,5,8902-5-5,8902-5,200,190,143,N,37.6568306
8902,6,5,8902-6-5,8902-6,200,190,143,N,33.69617486
8903,1,1,8903-1-1,8903-1,0,190,143,N,20.55737705
8903,1,2,8903-1-2,8903-1,50,190,143,N,26.06775956
8903,2,2,8903-2-2,8903-2,50,190,143,N,30.77814208
8903,3,2,8903-3-2,8903-3,50,190,143,N,29.21311475
8903,4,2,8903-4-2,8903-4,50,190,143,N,27.82076503
8903,5,2,8903-5-2,8903-5,50,190,143,N,25.48852459
8903,1,3,8903-1-3,8903-1,100,190,143,N,41.98469945
8903,2,3,8903-2-3,8903-2,100,190,143,N,23.42295082
8903,3,3,8903-3-3,8903-3,100,190,143,N,22.66885246
8903,4,3,8903-4-3,8903-4,100,190,143,N,40.33224044
8903,5,3,8903-5-3,8903-5,100,190,143,N,27.32677596
8903,1,4,8903-1-4,8903-1,150,190,143,N,20.69071038
8903,2,4,8903-2-4,8903-2,150,190,143,N,29.95409836
8903,3,4,8903-3-4,8903-3,150,190,143,N,40.87868852
8903,4,4,8903-4-4,8903-4,150,190,143,N,41.46448087
8903,5,4,8903-5-4,8903-5,150,190,143,N,28.54863388
8903,6,4,8903-6-4,8903-6,150,190,143,N,38.67540984
8903,1,5,8903-1-5,8903-1,200,190,143,N,26.85245902
8903,2,5,8903-2-5,8903-2,200,190,143,N,38.70163934
8903,3,5,8903-3-5,8903-3,200,190,143,N,32.90273224
8903,4,5,8903-4-5,8903-4,200,190,143,N,34.27540984
8903,5,5,8903-5-5,8903-5,200,190,143,N,41.58032787
8903,6,5,8903-6-5,8903-6,200,190,143,N,29.3726776
8904,1,1,8904-1-1,8904-1,0,190,143,N,12.87650273
8904,1,2,8904-1-2,8904-1,50,190,143,N,20.81530055
8904,2,2,8904-2-2,8904-2,50,190,143,N,27.18251366
8904,3,2,8904-3-2,8904-3,50,190,143,N,23.07978142
8904,4,2,8904-4-2,8904-4,50,190,143,N,24.7147541
8904,5,2,8904-5-2,8904-5,50,190,143,N,21.17377049
8904,1,3,8904-1-3,8904-1,100,190,143,N,26.6010929
8904,2,3,8904-2-3,8904-2,100,190,143,N,24.34535519
8904,3,3,8904-3-3,8904-3,100,190,143,N,22.61420765
8904,4,3,8904-4-3,8904-4,100,190,143,N,27.84699454
8904,5,3,8904-5-3,8904-5,100,190,143,N,27.36393443
8904,2,4,8904-2-4,8904-2,150,190,143,N,34.38469945
8904,3,4,8904-3-4,8904-3,150,190,143,N,32.34972678
8904,4,4,8904-4-4,8904-4,150,190,143,N,36.46120219
8904,5,4,8904-5-4,8904-5,150,190,143,N,31.01857923
8904,6,4,8904-6-4,8904-6,150,190,143,N,18.27978142
8904,1,5,8904-1-5,8904-1,200,190,143,N,26.56612022
8904,2,5,8904-2-5,8904-2,200,190,143,N,43.4579235
8904,3,5,8904-3-5,8904-3,200,190,143,N,38.2863388
8904,4,5,8904-4-5,8904-4,200,190,143,N,37.62622951
8904,5,5,8904-5-5,8904-5,200,190,143,N,25.27868852
8904,6,5,8904-6-5,8904-6,200,190,143,N,17.7136612
9001,1,1,9001-1-1,9001-1,0,190,143,N,14.23169399
9001,2,2,9001-2-2,9001-2,50,190,143,N,21.00546448
9001,3,2,9001-3-2,9001-3,50,190,143,N,23.56502732
9001,4,2,9001-4-2,9001-4,50,190,143,N,15.8863388
9001,5,2,9001-5-2,9001-5,50,190,143,N,23.18688525
9001,1,3,9001-1-3,9001-1,100,190,143,N,27.00546448
9001,2,3,9001-2-3,9001-2,100,190,143,N,31.96502732
9001,3,3,9001-3-3,9001-3,100,190,143,N,35.28961749
9001,5,3,9001-5-3,9001-5,100,190,143,N,26.1704918
9001,1,4,9001-1-4,9001-1,150,190,143,N,31.11038251
9001,2,4,9001-2-4,9001-2,150,190,143,N,35.18251366
9001,3,4,9001-3-4,9001-3,150,190,143,N,37.52786885
9001,4,4,9001-4-4,9001-4,150,190,143,N,22.54644809
9001,5,4,9001-5-4,9001-5,150,190,143,N,38.70819672
9001,6,4,9001-6-4,9001-6,150,190,143,N,29.61748634
9001,3,5,9001-3-5,9001-3,200,190,143,N,38.69071038
9001,4,5,9001-4-5,9001-4,200,190,143,N,41.00546448
9001,5,5,9001-5-5,9001-5,200,190,143,N,35.05136612
9001,6,5,9001-6-5,9001-6,200,190,143,N,36.68415301
9002,1,1,9002-1-1,9002-1,0,190,143,N,11.49071038
9002,1,2,9002-1-2,9002-1,50,190,143,N,15.90163934
9002,2,2,9002-2-2,9002-2,50,190,143,N,22.31693989
9002,3,2,9002-3-2,9002-3,50,190,143,N,28.07431694
9002,4,2,9002-4-2,9002-4,50,190,143,N,25.64371585
9002,5,2,9002-5-2,9002-5,50,190,143,N,17.35081967
9002,1,3,9002-1-3,9002-1,100,190,143,N,24.49617486
9002,2,3,9002-2-3,9002-2,100,190,143,N,25.95846995
9002,3,3,9002-3-3,9002-3,100,190,143,N,32.73442623
9002,4,3,9002-4-3,9002-4,100,190,143,N,22.09836066
9002,5,3,9002-5-3,9002-5,100,190,143,N,28.29726776
9002,1,4,9002-1-4,9002-1,150,190,143,N,36.68196721
9002,2,4,9002-2-4,9002-2,150,190,143,N,36.1704918
9002,3,4,9002-3-4,9002-3,150,190,143,N,34.0284153
9002,4,4,9002-4-4,9002-4,150,190,143,N,25.96065574
9002,5,4,9002-5-4,9002-5,150,190,143,N,30.0284153
9002,6,4,9002-6-4,9002-6,150,190,143,N,23.0010929
9002,1,5,9002-1-5,9002-1,200,190,143,N,34.93852459
9002,2,5,9002-2-5,9002-2,200,190,143,N,31.04043716
9002,3,5,9002-3-5,9002-3,200,190,143,N,36.29289617
9002,4,5,9002-4-5,9002-4,200,190,143,N,26.8568306
9002,5,5,9002-5-5,9002-5,200,190,143,N,31.04480874
9002,6,5,9002-6-5,9002-6,200,190,143,N,27.07103825
9003,1,1,9003-1-1,9003-1,0,190,143,N,10.60765027
9003,1,2,9003-1-2,9003-1,50,190,143,N,22.26010929
9003,2,2,9003-2-2,9003-2,50,190,143,N,28.61857923
9003,3,2,9003-3-2,9003-3,50,190,143,N,24.46775956
9003,4,2,9003-4-2,9003-4,50,190,143,N,25.67213115
9003,5,2,9003-5-2,9003-5,50,190,143,N,17.65245902
9003,1,3,9003-1-3,9003-1,100,190,143,N,23.93661202
9003,2,3,9003-2-3,9003-2,100,190,143,N,26.17923497
9003,3,3,9003-3-3,9003-3,100,190,143,N,14.27759563
9003,4,3,9003-4-3,9003-4,100,190,143,N,21.80327869
9003,5,3,9003-5-3,9003-5,100,190,143,N,16.06994536
9003,1,4,9003-1-4,9003-1,150,190,143,N,21.7726776
9003,2,4,9003-2-4,9003-2,150,190,143,N,25.25245902
9003,3,4,9003-3-4,9003-3,150,190,143,N,26.53989071
9003,4,4,9003-4-4,9003-4,150,190,143,N,26.88961749
9003,5,4,9003-5-4,9003-5,150,190,143,N,24.23606557
9003,6,4,9003-6-4,9003-6,150,190,143,N,26.90928962
9003,1,5,9003-1-5,9003-1,200,190,143,N,35.72677596
9003,2,5,9003-2-5,9003-2,200,190,143,N,29.98469945
9003,3,5,9003-3-5,9003-3,200,190,143,N,30.95519126
9003,4,5,9003-4-5,9003-4,200,190,143,N,26.25355191
9003,5,5,9003-5-5,9003-5,200,190,143,N,31.98032787
9003,6,5,9003-6-5,9003-6,200,190,143,N,17.68306011
9004,1,1,9004-1-1,9004-1,0,190,143,N,12.31693989
9004,1,2,9004-1-2,9004-1,50,190,143,N,20.12459016
9004,2,2,9004-2-2,9004-2,50,190,143,N,17.64590164
9004,3,2,9004-3-2,9004-3,50,190,143,N,19.91256831
9004,4,2,9004-4-2,9004-4,50,190,143,N,18.0284153
9004,5,2,9004-5-2,9004-5,50,190,143,N,20.47868852
9004,1,3,9004-1-3,9004-1,100,190,143,N,21.55409836
9004,2,3,9004-2-3,9004-2,100,190,143,N,31.98251366
9004,3,3,9004-3-3,9004-3,100,190,143,N,34.37377049
9004,4,3,9004-4-3,9004-4,100,190,143,N,21.66557377
9004,5,3,9004-5-3,9004-5,100,190,143,N,23.86885246
9004,1,4,9004-1-4,9004-1,150,190,143,N,34.21639344
9004,2,4,9004-2-4,9004-2,150,190,143,N,24.90273224
9004,3,4,9004-3-4,9004-3,150,190,143,N,31.8010929
9004,4,4,9004-4-4,9004-4,150,190,143,N,27.7420765
9004,5,4,9004-5-4,9004-5,150,190,143,N,28.87213115
9004,6,4,9004-6-4,9004-6,150,190,143,N,27.2852459
9004,1,5,9004-1-5,9004-1,200,190,143,N,31.79453552
9004,2,5,9004-2-5,9004-2,200,190,143,N,36.67540984
9004,3,5,9004-3-5,9004-3,200,190,143,N,30.09398907
9004,4,5,9004-4-5,9004-4,200,190,143,N,32.27322404
9004,5,5,9004-5-5,9004-5,200,190,143,N,37.10601093
9004,6,5,9004-6-5,9004-6,200,190,143,N,23.4273224
9101,1,1,9101-1-1,9101-1,0,190,143,N,26.29508197
9101,1,2,9101-1-2,9101-1,50,190,143,N,32.96174863
9101,2,2,9101-2-2,9101-2,50,190,143,N,31.44918033
9101,3,2,9101-3-2,9101-3,50,190,143,N,32.72131148
9101,4,2,9101-4-2,9101-4,50,190,143,N,36.33661202
9101,5,2,9101-5-2,9101-5,50,190,143,N,30.15081967
9101,1,3,9101-1-3,9101-1,100,190,143,N,36.3431694
9101,2,3,9101-2-3,9101-2,100,190,143,N,33.72896175
9101,3,3,9101-3-3,9101-3,100,190,143,N,41.53005464
9101,4,3,9101-4-3,9101-4,100,190,143,N,31.77923497
9101,5,3,9101-5-3,9101-5,100,190,143,N,35.87978142
9101,1,4,9101-1-4,9101-1,150,190,143,N,27.53661202
9101,2,4,9101-2-4,9101-2,150,190,143,N,34.95300546
9101,3,4,9101-3-4,9101-3,150,190,143,N,38.00218579
9101,4,4,9101-4-4,9101-4,150,190,143,N,39.02295082
9101,5,4,9101-5-4,9101-5,150,190,143,N,39.95846995
9101,6,4,9101-6-4,9101-6,150,190,143,N,33.52349727
9101,1,5,9101-1-5,9101-1,200,190,143,N,32.07868852
9101,2,5,9101-2-5,9101-2,200,190,143,N,40.27103825
9101,3,5,9101-3-5,9101-3,200,190,143,N,41.92349727
9101,4,5,9101-4-5,9101-4,200,190,143,N,38.80437158
9101,5,5,9101-5-5,9101-5,200,190,143,N,36.45245902
9101,6,5,9101-6-5,9101-6,200,190,143,N,36.16174863
9102,1,1,9102-1-1,9102-1,0,190,143,N,30.7715847
9102,1,2,9102-1-2,9102-1,50,190,143,N,39.03387978
9102,2,2,9102-2-2,9102-2,50,190,143,N,36.46557377
9102,3,2,9102-3-2,9102-3,50,190,143,N,37.09726776
9102,4,2,9102-4-2,9102-4,50,190,143,N,33.25464481
9102,5,2,9102-5-2,9102-5,50,190,143,N,34.34972678
9102,1,3,9102-1-3,9102-1,100,190,143,N,39.12568306
9102,2,3,9102-2-3,9102-2,100,190,143,N,38.98142077
9102,3,3,9102-3-3,9102-3,100,190,143,N,44.4568306
9102,4,3,9102-4-3,9102-4,100,190,143,N,41.59125683
9102,5,3,9102-5-3,9102-5,100,190,143,N,40.09180328
9102,1,4,9102-1-4,9102-1,150,190,143,N,35.92131148
9102,2,4,9102-2-4,9102-2,150,190,143,N,40.60765027
9102,3,4,9102-3-4,9102-3,150,190,143,N,33.03169399
9102,4,4,9102-4-4,9102-4,150,190,143,N,31.92568306
9102,5,4,9102-5-4,9102-5,150,190,143,N,36.76502732
9102,6,4,9102-6-4,9102-6,150,190,143,N,42.08306011
9102,1,5,9102-1-5,9102-1,200,190,143,N,37.82076503
9102,2,5,9102-2-5,9102-2,200,190,143,N,34.72786885
9102,3,5,9102-3-5,9102-3,200,190,143,N,40.66666667
9102,4,5,9102-4-5,9102-4,200,190,143,N,34.14863388
9102,5,5,9102-5-5,9102-5,200,190,143,N,40.06994536
9102,6,5,9102-6-5,9102-6,200,190,143,N,47.43387978
9103,1,1,9103-1-1,9103-1,0,190,143,N,28.12240437
9103,1,2,9103-1-2,9103-1,50,190,143,N,31.29398907
9103,2,2,9103-2-2,9103-2,50,190,143,N,33.48196721
9103,3,2,9103-3-2,9103-3,50,190,143,N,35.60874317
9103,4,2,9103-4-2,9103-4,50,190,143,N,36.67759563
9103,5,2,9103-5-2,9103-5,50,190,143,N,31.97595628
9103,1,3,9103-1-3,9103-1,100,190,143,N,37.1715847
9103,2,3,9103-2-3,9103-2,100,190,143,N,34.51803279
9103,3,3,9103-3-3,9103-3,100,190,143,N,32.29071038
9103,4,3,9103-4-3,9103-4,100,190,143,N,38.32131148
9103,5,3,9103-5-3,9103-5,100,190,143,N,38.08087432
9103,1,4,9103-1-4,9103-1,150,190,143,N,26.34098361
9103,2,4,9103-2-4,9103-2,150,190,143,N,37.09071038
9103,3,4,9103-3-4,9103-3,150,190,143,N,42.06338798
9103,4,4,9103-4-4,9103-4,150,190,143,N,41.14098361
9103,5,4,9103-5-4,9103-5,150,190,143,N,33.97377049
9103,6,4,9103-6-4,9103-6,150,190,143,N,45.0295082
9103,1,5,9103-1-5,9103-1,200,190,143,N,36.31038251
9103,2,5,9103-2-5,9103-2,200,190,143,N,38.72568306
9103,3,5,9103-3-5,9103-3,200,190,143,N,43.96939891
9103,4,5,9103-4-5,9103-4,200,190,143,N,41.11912568
9103,5,5,9103-5-5,9103-5,200,190,143,N,47.34644809
9103,6,5,9103-6-5,9103-6,200,190,143,N,35.01639344
9104,1,1,9104-1-1,9104-1,0,190,143,N,22.87650273
9104,1,2,9104-1-2,9104-1,50,190,143,N,34.88087432
9104,2,2,9104-2-2,9104-2,50,190,143,N,34.17704918
9104,3,2,9104-3-2,9104-3,50,190,143,N,31.81420765
9104,4,2,9104-4-2,9104-4,50,190,143,N,27.86448087
9104,5,2,9104-5-2,9104-5,50,190,143,N,28.43278689
9104,1,3,9104-1-3,9104-1,100,190,143,N,31.58251366
9104,2,3,9104-2-3,9104-2,100,190,143,N,37.20655738
9104,3,3,9104-3-3,9104-3,100,190,143,N,32.88306011
9104,4,3,9104-4-3,9104-4,100,190,143,N,36.16612022
9104,5,3,9104-5-3,9104-5,100,190,143,N,39.06229508
9104,1,4,9104-1-4,9104-1,150,190,143,N,36.93333333
9104,2,4,9104-2-4,9104-2,150,190,143,N,39.43169399
9104,3,4,9104-3-4,9104-3,150,190,143,N,36.99234973
9104,4,4,9104-4-4,9104-4,150,190,143,N,37.95846995
9104,5,4,9104-5-4,9104-5,150,190,143,N,44.01311475
9104,6,4,9104-6-4,9104-6,150,190,143,N,40.68415301
9104,1,5,9104-1-5,9104-1,200,190,143,N,31.73114754
9104,2,5,9104-2-5,9104-2,200,190,143,N,38.39125683
9104,3,5,9104-3-5,9104-3,200,190,143,N,37.24808743
9104,4,5,9104-4-5,9104-4,200,190,143,N,34.61420765
9104,5,5,9104-5-5,9104-5,200,190,143,N,34.07431694
9104,6,5,9104-6-5,9104-6,200,190,143,N,29.6568306
9201,1,1,9201-1-1,9201-1,0,190,143,N,26.51803279
9201,1,2,9201-1-2,9201-1,50,190,143,N,31.50601093
9201,2,2,9201-2-2,9201-2,50,190,143,N,48.86775956
9201,3,2,9201-3-2,9201-3,50,190,143,N,38.48306011
9201,4,2,9201-4-2,9201-4,50,190,143,N,30.48961749
9201,5,2,9201-5-2,9201-5,50,190,143,N,26.35191257
9201,1,3,9201-1-3,9201-1,100,190,143,N,37.29617486
9201,2,3,9201-2-3,9201-2,100,190,143,N,41.7442623
9201,3,3,9201-3-3,9201-3,100,190,143,N,35.89289617
9201,4,3,9201-4-3,9201-4,100,190,143,N,29.53879781
9201,5,3,9201-5-3,9201-5,100,190,143,N,44.09398907
9201,1,4,9201-1-4,9201-1,150,190,143,N,39.49945355
9201,2,4,9201-2-4,9201-2,150,190,143,N,21.7136612
9201,3,4,9201-3-4,9201-3,150,190,143,N,41.0273224
9201,4,4,9201-4-4,9201-4,150,190,143,N,40.13770492
9201,5,4,9201-5-4,9201-5,150,190,143,N,38.26229508
9201,6,4,9201-6-4,9201-6,150,190,143,N,41.20874317
9201,1,5,9201-1-5,9201-1,200,190,143,N,27.81420765
9201,2,5,9201-2-5,9201-2,200,190,143,N,39.51693989
9201,3,5,9201-3-5,9201-3,200,190,143,N,39.35519126
9201,4,5,9201-4-5,9201-4,200,190,143,N,39.60218579
9201,5,5,9201-5-5,9201-5,200,190,143,N,30.49617486
9201,6,5,9201-6-5,9201-6,200,190,143,N,34.79344262
9202,1,1,9202-1-1,9202-1,0,190,143,N,16.97923497
9202,1,2,9202-1-2,9202-1,50,190,143,N,27.04918033
9202,2,2,9202-2-2,9202-2,50,190,143,N,34.20327869
9202,3,2,9202-3-2,9202-3,50,190,143,N,35.35519126
9202,4,2,9202-4-2,9202-4,50,190,143,N,36.58579235
9202,5,2,9202-5-2,9202-5,50,190,143,N,33.11038251
9202,1,3,9202-1-3,9202-1,100,190,143,N,39.76174863
9202,2,3,9202-2-3,9202-2,100,190,143,N,39.50601093
9202,3,3,9202-3-3,9202-3,100,190,143,N,41.36393443
9202,4,3,9202-4-3,9202-4,100,190,143,N,36.79125683
9202,5,3,9202-5-3,9202-5,100,190,143,N,36.5136612
9202,1,4,9202-1-4,9202-1,150,190,143,N,40.25355191
9202,2,4,9202-2-4,9202-2,150,190,143,N,44.3715847
9202,3,4,9202-3-4,9202-3,150,190,143,N,39.27213115
9202,4,4,9202-4-4,9202-4,150,190,143,N,40.33224044
9202,5,4,9202-5-4,9202-5,150,190,143,N,44.23169399
9202,6,4,9202-6-4,9202-6,150,190,143,N,36.0568306
9202,1,5,9202-1-5,9202-1,200,190,143,N,38.30163934
9202,2,5,9202-2-5,9202-2,200,190,143,N,35.34863388
9202,3,5,9202-3-5,9202-3,200,190,143,N,38.3431694
9202,4,5,9202-4-5,9202-4,200,190,143,N,41.29398907
9202,5,5,9202-5-5,9202-5,200,190,143,N,46.18579235
9202,6,5,9202-6-5,9202-6,200,190,143,N,45.28961749
9203,1,1,9203-1-1,9203-1,0,190,143,N,13.96721311
9203,1,2,9203-1-2,9203-1,50,190,143,N,33.32896175
9203,2,2,9203-2-2,9203-2,50,190,143,N,35.980327870000004
9203,3,2,9203-3-2,9203-3,50,190,143,N,37.70054645
9203,4,2,9203-4-2,9203-4,50,190,143,N,33.56284153
9203,5,2,9203-5-2,9203-5,50,190,143,N,32.46338798
9203,1,3,9203-1-3,9203-1,100,190,143,N,37.01420765
9203,2,3,9203-2-3,9203-2,100,190,143,N,40.53114754
9203,3,3,9203-3-3,9203-3,100,190,143,N,25.07540984
9203,4,3,9203-4-3,9203-4,100,190,143,N,38.59234973
9203,5,3,9203-5-3,9203-5,100,190,143,N,24.56830601
9203,1,4,9203-1-4,9203-1,150,190,143,N,37.5431694
9203,2,4,9203-2-4,9203-2,150,190,143,N,37.38360656
9203,3,4,9203-3-4,9203-3,150,190,143,N,43.9147541
9203,4,4,9203-4-4,9203-4,150,190,143,N,26.65355191
9203,5,4,9203-5-4,9203-5,150,190,143,N,46.19016393
9203,6,4,9203-6-4,9203-6,150,190,143,N,39.97814208
9203,1,5,9203-1-5,9203-1,200,190,143,N,35.57377049
9203,2,5,9203-2-5,9203-2,200,190,143,N,29.63934426
9203,3,5,9203-3-5,9203-3,200,190,143,N,30.47650273
9203,4,5,9203-4-5,9203-4,200,190,143,N,39.37923497
9203,5,5,9203-5-5,9203-5,200,190,143,N,46.5442623
9203,6,5,9203-6-5,9203-6,200,190,143,N,26.51584699
9204,1,1,9204-1-1,9204-1,0,190,143,N,19.01420765
9204,1,2,9204-1-2,9204-1,50,190,143,N,25.67213115
9204,2,2,9204-2-2,9204-2,50,190,143,N,29.30928962
9204,3,2,9204-3-2,9204-3,50,190,143,N,27.20218579
9204,4,2,9204-4-2,9204-4,50,190,143,N,31.98251366
9204,5,2,9204-5-2,9204-5,50,190,143,N,34.56830601
9204,1,3,9204-1-3,9204-1,100,190,143,N,34.02185792
9204,2,3,9204-2-3,9204-2,100,190,143,N,37.33114754
9204,3,3,9204-3-3,9204-3,100,190,143,N,45.41639344
9204,4,3,9204-4-3,9204-4,100,190,143,N,38.32568306
9204,5,3,9204-5-3,9204-5,100,190,143,N,40.83497268
9204,1,4,9204-1-4,9204-1,150,190,143,N,29.01202186
9204,2,4,9204-2-4,9204-2,150,190,143,N,34.78688525
9204,3,4,9204-3-4,9204-3,150,190,143,N,36.34535519
9204,4,4,9204-4-4,9204-4,150,190,143,N,41.03169399
9204,5,4,9204-5-4,9204-5,150,190,143,N,45.56721311
9204,6,4,9204-6-4,9204-6,150,190,143,N,46.60546448
9204,1,5,9204-1-5,9204-1,200,190,143,N,32.496174860000004
9204,2,5,9204-2-5,9204-2,200,190,143,N,35.67431694
9204,3,5,9204-3-5,9204-3,200,190,143,N,30.23606557
9204,4,5,9204-4-5,9204-4,200,190,143,N,36.89398907
9204,5,5,9204-5-5,9204-5,200,190,143,N,42.08306011
9204,6,5,9204-6-5,9204-6,200,190,143,N,38.53551913
135,1,1,135-1-1,135-1,0,130,160,N,18.7
135,1,2,135-1-2,135-1,90,130,160,N,48.8
135,1,3,135-1-3,135-1,120,130,160,N,46
135,1,4,135-1-4,135-1,150,130,160,N,41.1
135,1,5,135-1-5,135-1,180,130,160,N,49.6
135,2,1,135-2-1,135-2,0,130,160,N,29.6
135,2,2,135-2-2,135-2,90,130,160,N,48.5
135,2,3,135-2-3,135-2,120,130,160,N,39.5
135,2,4,135-2-4,135-2,150,130,160,N,41.4
135,3,1,135-3-1,135-3,0,130,160,N,16.4
135,3,2,135-3-2,135-3,90,130,160,N,30.8
135,3,3,135-3-3,135-3,120,130,160,N,38.8
135,3,4,135-3-4,135-3,150,130,160,N,45.2
135,3,5,135-3-5,135-3,180,130,160,N,28.9
135,4,1,135-4-1,135-4,0,130,160,N,22.6
135,4,2,135-4-2,135-4,90,130,160,N,42.4
135,4,3,135-4-3,135-4,120,130,160,N,48.9
135,4,4,135-4-4,135-4,150,130,160,N,44.9
135,4,5,135-4-5,135-4,180,130,160,N,52.3
135,5,1,135-5-1,135-5,0,130,160,N,25.6
135,5,2,135-5-2,135-5,90,130,160,N,46
135,5,3,135-5-3,135-5,120,130,160,N,34.6
135,5,4,135-5-4,135-5,150,130,160,N,47.5
135,5,5,135-5-5,135-5,180,130,160,N,39.9
136,1,1,136-1-1,136-1,0,110,270,N,51.7
136,1,2,136-1-2,136-1,90,110,270,N,73.5
136,1,3,136-1-3,136-1,120,110,270,N,51.1
136,1,4,136-1-4,136-1,150,110,270,N,49.3
136,1,5,136-1-5,136-1,180,110,270,N,53.4
136,1,6,136-1-6,136-1,120,110,270,N,38
136,2,1,136-2-1,136-2,0,110,270,N,33
136,2,2,136-2-2,136-2,90,110,270,N,41
136,2,3,136-2-3,136-2,120,110,270,N,43.2
136,2,4,136-2-4,136-2,150,110,270,N,47.3
136,2,5,136-2-5,136-2,180,110,270,N,46.2
136,2,6,136-2-6,136-2,120,110,270,N,43.4
136,3,1,136-3-1,136-3,0,110,270,N,51.1
136,3,2,136-3-2,136-3,90,110,270,N,50.3
136,3,3,136-3-3,136-3,120,110,270,N,53.6
136,3,4,136-3-4,136-3,150,110,270,N,46.5
136,3,5,136-3-5,136-3,180,110,270,N,42.7
136,3,6,136-3-6,136-3,120,110,270,N,44
137,1,1,137-1-1,137-1,0,110,270,N,38
137,1,2,137-1-2,137-1,90,110,270,N,46
137,1,3,137-1-3,137-1,120,110,270,N,44.8
137,1,4,137-1-4,137-1,150,110,270,N,45
137,1,5,137-1-5,137-1,180,110,270,N,50.1
137,1,6,137-1-6,137-1,120,110,270,N,47.5
137,2,1,137-2-1,137-2,0,110,270,N,28.6
137,2,2,137-2-2,137-2,90,110,270,N,51
137,2,3,137-2-3,137-2,120,110,270,N,46.2
137,2,4,137-2-4,137-2,150,110,270,N,49.8
137,2,5,137-2-5,137-2,180,110,270,N,83.2
137,2,6,137-2-6,137-2,120,110,270,N,53.1
137,3,1,137-3-1,137-3,0,110,270,N,47.9
137,3,2,137-3-2,137-3,90,110,270,N,49.1
137,3,3,137-3-3,137-3,120,110,270,N,45.5
137,3,4,137-3-4,137-3,150,110,270,N,44.7
137,3,5,137-3-5,137-3,180,110,270,N,43.5
137,3,6,137-3-6,137-3,120,110,270,N,49.7
138,1,1,138-1-1,138-1,0,110,270,N,32.7
138,1,2,138-1-2,138-1,90,110,270,N,40.5
138,1,3,138-1-3,138-1,120,110,270,N,45.8
138,1,4,138-1-4,138-1,150,110,270,N,56.8
138,1,5,138-1-5,138-1,180,110,270,N,47.8
138,2,1,138-2-1,138-2,0,110,270,N,38.6
138,2,2,138-2-2,138-2,90,110,270,N,54.2
