NoEssai,NoBloc,NoTraitement,ID,ID_bl,NtotDose,PtotDose,KtotDose,test_type,RendVendable
47,2,16,47-2-16,47-2,225,200,200,NPK,32.38857143
47,2,6,47-2-6,47-2,150,0,200,NPK,32.24583333
47,2,17,47-2-17,47-2,150,0,200,NPK,24.13571429
47,2,7,47-2-7,47-2,150,100,200,NPK,31.85222222
47,2,18,47-2-18,47-2,150,100,200,NPK,23.35714286
47,2,8,47-2-8,47-2,150,300,200,NPK,18.58190476
47,2,19,47-2-19,47-2,150,300,200,NPK,15.75462185
47,2,9,47-2-9,47-2,150,200,0,NPK,16.35
47,2,20,47-2-20,47-2,150,200,0,NPK,15.57142857
47,2,10,47-2-10,47-2,150,200,100,NPK,23.217
47,2,21,47-2-21,47-2,150,200,100,NPK,23.17394958
47,2,11,47-2-11,47-2,150,200,300,NPK,33.91111111
47,2,22,47-2-22,47-2,150,200,300,NPK,34.68968254
47,3,1,47-3-1,47-3,0,0,0,NPK,12.97619048
47,3,12,47-3-12,47-3,0,0,0,NPK,9.829464286
47,3,2,47-3-2,47-3,150,200,200,NPK,31.283
47,3,13,47-3-13,47-3,150,200,200,NPK,36.03673469
47,3,3,47-3-3,47-3,0,200,200,NPK,18.71166667
47,3,14,47-3-14,47-3,0,200,200,NPK,20.72197802
47,3,4,47-3-4,47-3,75,200,200,NPK,25.16909091
47,3,15,47-3-15,47-3,75,200,200,NPK,24.33035714
47,3,5,47-3-5,47-3,225,200,200,NPK,33.899
47,3,16,47-3-16,47-3,225,200,200,NPK,27.61333333
47,3,6,47-3-6,47-3,150,0,200,NPK,26.91826087
47,3,17,47-3-17,47-3,150,0,200,NPK,20.4375
47,3,7,47-3-7,47-3,150,100,200,NPK,22.83809524
47,3,18,47-3-18,47-3,150,100,200,NPK,19.90918367
47,3,8,47-3-8,47-3,150,300,200,NPK,42.44588235
47,3,19,47-3-19,47-3,150,300,200,NPK,28.86703297
47,3,9,47-3-9,47-3,150,200,0,NPK,18.86538462
47,3,20,47-3-20,47-3,150,200,0,NPK,18.96883117
47,3,10,47-3-10,47-3,150,200,100,NPK,25.30695652
47,3,21,47-3-21,47-3,150,200,100,NPK,27.40571429
47,3,11,47-3-11,47-3,150,200,300,NPK,24.73826087
47,3,22,47-3-22,47-3,150,200,300,NPK,29.58571429
49,1,1,49-1-1,49-1,0,0,0,NPK,16.63259259
49,1,2,49-1-2,49-1,150,200,200,NPK,22.43583333
49,1,3,49-1-3,49-1,0,200,200,NPK,25.64095238
49,1,4,49-1-4,49-1,75,200,200,NPK,25.25166667
49,1,5,49-1-5,49-1,225,200,200,NPK,27.43166667
49,1,6,49-1-6,49-1,150,0,200,NPK,23.435
49,1,7,49-1-7,49-1,150,100,200,NPK,24.34333333
49,1,8,49-1-8,49-1,150,300,200,NPK,25.8112
49,1,9,49-1-9,49-1,150,200,0,NPK,20.492
49,1,10,49-1-10,49-1,150,200,100,NPK,25.2008
49,1,11,49-1-11,49-1,150,200,300,NPK,24.43416667
49,2,1,49-2-1,49-2,0,0,0,NPK,18.78153846
49,2,2,49-2-2,49-2,150,200,200,NPK,28.97583333
49,2,3,49-2-3,49-2,0,200,200,NPK,20.52833333
49,2,4,49-2-4,49-2,75,200,200,NPK,29.3826087
49,2,5,49-2-5,49-2,225,200,200,NPK,28.34
49,2,6,49-2-6,49-2,150,0,200,NPK,26.61416667
49,2,7,49-2-7,49-2,150,100,200,NPK,26.9775
49,2,8,49-2-8,49-2,150,300,200,NPK,27.25
49,2,9,49-2-9,49-2,150,200,0,NPK,25.1136
49,2,10,49-2-10,49-2,150,200,100,NPK,26.4216
49,2,11,49-2-11,49-2,150,200,300,NPK,26.24384615
49,3,1,49-3-1,49-3,0,0,0,NPK,23.544
49,3,2,49-3-2,49-3,150,200,200,NPK,30.33833333
49,3,3,49-3-3,49-3,0,200,200,NPK,22.672
49,3,4,49-3-4,49-3,75,200,200,NPK,26.52333333
49,3,5,49-3-5,49-3,225,200,200,NPK,26.3344
49,3,6,49-3-6,49-3,150,0,200,NPK,27.97666667
49,3,7,49-3-7,49-3,150,100,200,NPK,33.0488
49,3,8,49-3-8,49-3,150,300,200,NPK,29.59769231
49,3,9,49-3-9,49-3,150,200,0,NPK,25.615
49,3,10,49-3-10,49-3,150,200,100,NPK,32.4275
49,3,11,49-3-11,49-3,150,200,300,NPK,30.18461538
58,1,1,58-1-1,58-1,80,180,215,N,24.56883
58,1,2,58-1-2,58-1,110,180,215,N,28.51992
58,1,3,58-1-3,58-1,140,180,215,N,25.41825
58,1,4,58-1-4,58-1,170,180,215,N,29.16342
58,1,5,58-1-5,58-1,180,180,215,N,27.70911
58,2,1,58-2-1,58-2,80,180,215,N,22.54824
58,2,2,58-2-2,58-2,110,180,215,N,27.59328
58,2,3,58-2-3,58-2,140,180,215,N,28.15956
58,2,4,58-2-4,58-2,170,180,215,N,27.99225
58,2,5,58-2-5,58-2,180,180,215,N,25.30242
61,1,1,61-1-1,61-1,80,180,150,N,39.225186
61,1,2,61-1-2,61-1,110,180,150,N,40.558518
61,1,3,61-1-3,61-1,140,180,150,N,44.900856
61,1,4,61-1-4,61-1,170,180,150,N,41.207166
61,1,5,61-1-5,61-1,180,180,150,N,41.873832
61,2,1,61-2-1,61-2,80,180,150,N,38.954916
61,2,2,61-2-2,61-2,110,180,150,N,38.936898
61,2,3,61-2-3,61-2,140,180,150,N,40.216176
61,2,4,61-2-4,61-2,170,180,150,N,40.45041
61,2,5,61-2-5,61-2,180,180,150,N,39.873834
62,1,1,62-1-1,62-1,80,180,215,N,24.49161
62,1,2,62-1-2,62-1,110,180,215,N,27.36162
62,1,3,62-1-3,62-1,140,180,215,N,28.45557
62,1,4,62-1-4,62-1,170,180,215,N,31.10679
62,1,5,62-1-5,62-1,180,180,215,N,26.57655
62,2,1,62-2-1,62-2,80,180,215,N,26.04888
62,2,2,62-2-2,62-2,110,180,215,N,25.53408
62,2,3,62-2-3,62-2,140,180,215,N,28.48131
62,2,4,62-2-4,62-2,170,180,215,N,25.80435
62,2,5,62-2-5,62-2,180,180,215,N,26.94978
63,1,1,63-1-1,63-1,80,180,215,N,34.7972625
63,1,2,63-1-2,63-1,110,180,215,N,40.99095
63,1,3,63-1-3,63-1,140,180,215,N,44.59455
63,1,4,63-1-4,63-1,170,180,215,N,47.0044575
63,1,5,63-1-5,63-1,180,180,215,N,41.0134725
63,2,1,63-2-1,63-2,80,180,215,N,41.98194
63,2,2,63-2-2,63-2,110,180,215,N,40.243203
63,2,3,63-2-3,63-2,140,180,215,N,39.1035645
63,2,4,63-2-4,63-2,170,180,215,N,39.6170775
63,2,5,63-2-5,63-2,180,180,215,N,48.675627
65,1,1,65-1-1,65-1,80,180,150,N,40.8332925
65,1,2,65-1-2,65-1,110,180,150,N,43.6260825
65,1,3,65-1-3,65-1,140,180,150,N,49.2567075
65,1,4,65-1-4,65-1,170,180,150,N,44.6170725
65,1,5,65-1-5,65-1,180,180,150,N,44.59455
65,2,1,65-2-1,65-2,80,180,150,N,44.0765325
65,2,2,65-2-2,65-2,110,180,150,N,48.873825
65,2,3,65-2-3,65-2,140,180,150,N,47.56752
65,2,4,65-2-4,65-2,170,180,150,N,52.3197675
65,2,5,65-2-5,65-2,180,180,150,N,58.5585
66,1,1,66-1-1,66-1,80,180,215,N,43.87383
66,1,2,66-1-2,66-1,110,180,215,N,44.756712
66,1,3,66-1-3,66-1,140,180,215,N,52.666614
66,1,4,66-1-4,66-1,170,180,215,N,55.351296
66,1,5,66-1-5,66-1,180,180,215,N,48.756708
66,2,1,66-2-1,66-2,80,180,215,N,43.999956
66,2,2,66-2-2,66-2,110,180,215,N,46.450404
66,2,3,66-2-3,66-2,140,180,215,N,45.063018
66,2,4,66-2-4,66-2,170,180,215,N,47.044998
66,2,5,66-2-5,66-2,180,180,215,N,48.126078
71,1,1,71-1-1,71-1,0,215,120,N,28.82513661
71,1,2,71-1-2,71-1,70,215,120,N,36.2568306
71,1,3,71-1-3,71-1,105,215,120,N,36.06557377
71,1,4,71-1-4,71-1,140,215,120,N,37.59562842
71,1,5,71-1-5,71-1,140,215,120,N,40.32786885
71,1,6,71-1-6,71-1,175,215,120,N,39.31693989
71,1,7,71-1-7,71-1,210,215,120,N,42.5136612
71,1,8,71-1-8,71-1,105,215,120,N,34.9726776
71,1,9,71-1-9,71-1,140,215,120,N,39.3989071
71,2,1,71-2-1,71-2,0,215,120,N,27.4863388
71,2,2,71-2-2,71-2,70,215,120,N,36.74863388
71,2,3,71-2-3,71-2,105,215,120,N,38.98907104
71,2,4,71-2-4,71-2,140,215,120,N,38.1420765
71,2,5,71-2-5,71-2,140,215,120,N,39.04371585
71,2,6,71-2-6,71-2,175,215,120,N,42.13114754
71,2,7,71-2-7,71-2,210,215,120,N,42.95081967
71,2,8,71-2-8,71-2,105,215,120,N,40
71,2,9,71-2-9,71-2,140,215,120,N,39.28961749
71,3,1,71-3-1,71-3,0,215,120,N,26.39344262
71,3,2,71-3-2,71-3,70,215,120,N,37.43169399
71,3,3,71-3-3,71-3,105,215,120,N,36.74863388
71,3,4,71-3-4,71-3,140,215,120,N,37.84153005
71,3,5,71-3-5,71-3,140,215,120,N,37.56830601
71,3,6,71-3-6,71-3,175,215,120,N,42.34972678
71,3,7,71-3-7,71-3,210,215,120,N,30.81967213
71,3,8,71-3-8,71-3,105,215,120,N,38.36065574
71,3,9,71-3-9,71-3,140,215,120,N,44.26229508
72,1,1,72-1-1,72-1,0,215,120,N,29.42622951
72,1,2,72-1-2,72-1,70,215,120,N,40.92896175
72,1,3,72-1-3,72-1,105,215,120,N,45.68306011
72,1,4,72-1-4,72-1,140,215,120,N,42.78688525
72,1,5,72-1-5,72-1,140,215,120,N,40.32786885
72,1,6,72-1-6,72-1,175,215,120,N,46.06557377
72,1,7,72-1-7,72-1,210,215,120,N,47.54098361
72,1,8,72-1-8,72-1,105,215,120,N,24.31693989
72,1,9,72-1-9,72-1,140,215,120,N,46.31147541
72,2,1,72-2-1,72-2,0,215,120,N,24.75409836
72,2,2,72-2-2,72-2,70,215,120,N,43.36065574
72,2,3,72-2-3,72-2,105,215,120,N,40.68306011
72,2,4,72-2-4,72-2,140,215,120,N,39.67213115
72,2,5,72-2-5,72-2,140,215,120,N,44.07103825
72,2,6,72-2-6,72-2,175,215,120,N,33.08743169
72,2,7,72-2-7,72-2,210,215,120,N,42.97814208
72,2,8,72-2-8,72-2,105,215,120,N,30.05464481
72,2,9,72-2-9,72-2,140,215,120,N,49.72677596
72,3,1,72-3-1,72-3,0,215,120,N,31.63934426
72,3,2,72-3-2,72-3,70,215,120,N,41.2568306
72,3,3,72-3-3,72-3,105,215,120,N,41.66666667
72,3,4,72-3-4,72-3,140,215,120,N,43.06010929
72,3,5,72-3-5,72-3,140,215,120,N,43.08743169
72,3,6,72-3-6,72-3,175,215,120,N,41.28415301
72,3,7,72-3-7,72-3,210,215,120,N,43.98907104
72,3,8,72-3-8,72-3,105,215,120,N,27.4863388
72,3,9,72-3-9,72-3,140,215,120,N,51.93989071
73,1,1,73-1-1,73-1,0,215,120,N,21.12021858
73,1,2,73-1-2,73-1,70,215,120,N,23.63387978
73,1,3,73-1-3,73-1,105,215,120,N,23.68852459
73,1,4,73-1-4,73-1,140,215,120,N,26.74863388
73,1,5,73-1-5,73-1,140,215,120,N,25.95628415
73,1,6,73-1-6,73-1,175,215,120,N,29.72677596
73,1,7,73-1-7,73-1,210,215,120,N,26.44808743
73,1,8,73-1-8,73-1,105,129,120,N,20.6557377
73,1,9,73-1-9,73-1,105,215,120,N,26.8852459
73,2,1,73-2-1,73-2,0,215,120,N,18.55191257
73,2,2,73-2-2,73-2,70,215,120,N,24.53551913
73,2,3,73-2-3,73-2,105,215,120,N,24.04371585
73,2,4,73-2-4,73-2,140,215,120,N,26.50273224
73,2,5,73-2-5,73-2,140,215,120,N,21.2295082
73,2,6,73-2-6,73-2,175,215,120,N,23.57923497
73,2,7,73-2-7,73-2,210,215,120,N,25.79234973
73,2,8,73-2-8,73-2,105,129,120,N,21.83060109
73,2,9,73-2-9,73-2,105,215,120,N,24.94535519
73,3,1,73-3-1,73-3,0,215,120,N,20.10928962
73,3,2,73-3-2,73-3,70,215,120,N,19.23497268
73,3,3,73-3-3,73-3,105,215,120,N,26.91256831
73,3,4,73-3-4,73-3,140,215,120,N,33.66120219
73,3,5,73-3-5,73-3,140,215,120,N,23.06010929
73,3,6,73-3-6,73-3,175,215,120,N,23.66120219
73,3,7,73-3-7,73-3,210,215,120,N,26.80327869
73,3,8,73-3-8,73-3,105,129,120,N,25.71038251
73,3,9,73-3-9,73-3,105,215,120,N,29.18032787
74,1,1,74-1-1,74-1,0,215,120,N,27.95081967
74,1,2,74-1-2,74-1,70,215,120,N,36.17486339
74,1,3,74-1-3,74-1,105,215,120,N,37.81420765
74,1,4,74-1-4,74-1,140,215,120,N,34.28961749
74,1,5,74-1-5,74-1,140,215,120,N,37.78688525
74,1,6,74-1-6,74-1,175,215,120,N,32.62295082
74,1,7,74-1-7,74-1,210,215,120,N,33.68852459
74,1,8,74-1-8,74-1,105,129,120,N,37.24043716
74,1,9,74-1-9,74-1,105,215,120,N,39.3442623
74,2,1,74-2-1,74-2,0,215,120,N,28.57923497
74,2,2,74-2-2,74-2,70,215,120,N,32.89617486
74,2,3,74-2-3,74-2,105,215,120,N,36.20218579
74,2,4,74-2-4,74-2,140,215,120,N,28.98907104
74,2,5,74-2-5,74-2,140,215,120,N,29.69945355
74,2,6,74-2-6,74-2,175,215,120,N,33.7704918
74,2,7,74-2-7,74-2,210,215,120,N,40.27322404
74,2,8,74-2-8,74-2,105,129,120,N,37.18579235
74,2,9,74-2-9,74-2,105,215,120,N,35.0273224
74,3,1,74-3-1,74-3,0,215,120,N,29.3442623
74,3,2,74-3-2,74-3,70,215,120,N,38.96174863
74,3,3,74-3-3,74-3,105,215,120,N,33.1147541
74,3,4,74-3-4,74-3,140,215,120,N,37.24043716
74,3,5,74-3-5,74-3,140,215,120,N,36.58469945
74,3,6,74-3-6,74-3,175,215,120,N,34.80874317
74,3,7,74-3-7,74-3,210,215,120,N,32.21311475
74,3,8,74-3-8,74-3,105,129,120,N,36.74863388
74,3,9,74-3-9,74-3,105,215,120,N,34.18032787
75,1,1,75-1-1,75-1,0,215,120,N,17.97814208
75,1,2,75-1-2,75-1,70,215,120,N,22.75956284
75,1,3,75-1-3,75-1,105,215,120,N,25.16393443
75,1,4,75-1-4,75-1,140,215,120,N,21.53005464
75,1,5,75-1-5,75-1,140,215,120,N,23.7431694
75,1,6,75-1-6,75-1,175,215,120,N,22.732240440000002
75,1,7,75-1-7,75-1,210,215,120,N,25.27322404
75,1,8,75-1-8,75-1,105,129,120,N,32.45901639
75,1,9,75-1-9,75-1,105,215,120,N,23.66120219
75,2,1,75-2-1,75-2,0,215,120,N,20.71038251
75,2,2,75-2-2,75-2,70,215,120,N,22.32240437
75,2,3,75-2-3,75-2,105,215,120,N,28.19672131
75,2,4,75-2-4,75-2,140,215,120,N,22.95081967
75,2,5,75-2-5,75-2,140,215,120,N,19.89071038
75,2,6,75-2-6,75-2,175,215,120,N,25.95628415
75,2,7,75-2-7,75-2,210,215,120,N,24.64480874
75,2,8,75-2-8,75-2,105,129,120,N,23.60655738
75,2,9,75-2-9,75-2,105,215,120,N,26.28415301
75,3,1,75-3-1,75-3,0,215,120,N,15.51912568
75,3,2,75-3-2,75-3,70,215,120,N,26.50273224
75,3,3,75-3-3,75-3,105,215,120,N,24.83606557
75,3,4,75-3-4,75-3,140,215,120,N,24.75409836
75,3,5,75-3-5,75-3,140,215,120,N,24.09836066
75,3,6,75-3-6,75-3,175,215,120,N,23.90710383
75,3,7,75-3-7,75-3,210,215,120,N,21.93989071
75,3,8,75-3-8,75-3,105,129,120,N,24.04371585
75,3,9,75-3-9,75-3,105,215,120,N,24.23497268
8701,1,1,8701-1-1,8701-1,0,190,143,N,22.37595628
8701,1,2,8701-1-2,8701-1,50,190,143,N,25.90601093
8701,2,2,8701-2-2,8701-2,50,190,143,N,29.96939891
8701,3,2,8701-3-2,8701-3,50,190,143,N,32.93333333
8701,4,2,8701-4-2,8701-4,50,190,143,N,30.18579235
8701,5,2,8701-5-2,8701-5,50,190,143,N,26.25136612
8701,1,3,8701-1-3,8701-1,100,190,143,N,34.86338798
8701,2,3,8701-2-3,8701-2,100,190,143,N,26.31912568
8701,3,3,8701-3-3,8701-3,100,190,143,N,35.26338798
8701,4,3,8701-4-3,8701-4,100,190,143,N,27.04918033
8701,5,3,8701-5-3,8701-5,100,190,143,N,36.33224044
8701,1,4,8701-1-4,8701-1,150,190,143,N,30.68196721
8701,2,4,8701-2-4,8701-2,150,190,143,N,30.50054645
8701,3,4,8701-3-4,8701-3,150,190,143,N,34.46994536
8701,4,4,8701-4-4,8701-4,150,190,143,N,32.82622951
8701,5,4,8701-5-4,8701-5,150,190,143,N,32.1726776
8701,6,4,8701-6-4,8701-6,150,190,143,N,28.51803279
8701,1,5,8701-1-5,8701-1,200,190,143,N,36.25136612
8701,2,5,8701-2-5,8701-2,200,190,143,N,32.2273224
8701,3,5,8701-3-5,8701-3,200,190,143,N,29.85355191
8701,4,5,8701-4-5,8701-4,200,190,143,N,40.57923497
8701,5,5,8701-5-5,8701-5,200,190,143,N,23.62404372
8701,6,5,8701-6-5,8701-6,200,190,143,N,35.02295082
8702,1,1,8702-1-1,8702-1,0,190,143,N,23.09508197
8702,1,2,8702-1-2,8702-1,50,190,143,N,37.97814208
8702,2,2,8702-2-2,8702-2,50,190,143,N,31.69617486
8702,3,2,8702-3-2,8702-3,50,190,143,N,33.16502732
8702,4,2,8702-4-2,8702-4,50,190,143,N,32.09180328
8702,5,2,8702-5-2,8702-5,50,190,143,N,31.90382514
8702,1,3,8702-1-3,8702-1,100,190,143,N,36.17486339
8702,2,3,8702-2-3,8702-2,100,190,143,N,34.96393443
8702,3,3,8702-3-3,8702-3,100,190,143,N,40.06338798
8702,4,3,8702-4-3,8702-4,100,190,143,N,38.23169399
8702,5,3,8702-5-3,8702-5,100,190,143,N,39.73770492
8702,1,4,8702-1-4,8702-1,150,190,143,N,37.53661202
8702,2,4,8702-2-4,8702-2,150,190,143,N,37.23497268
8702,3,4,8702-3-4,8702-3,150,190,143,N,37.63278689
8702,4,4,8702-4-4,8702-4,150,190,143,N,37.97377049
8702,5,4,8702-5-4,8702-5,150,190,143,N,39.19562842
8702,6,4,8702-6-4,8702-6,150,190,143,N,41.43606557
8702,1,5,8702-1-5,8702-1,200,190,143,N,42.27759563
8702,2,5,8702-2-5,8702-2,200,190,143,N,38.84371585
8702,3,5,8702-3-5,8702-3,200,190,143,N,39.32459016
8702,4,5,8702-4-5,8702-4,200,190,143,N,34.41748634
8702,5,5,8702-5-5,8702-5,200,190,143,N,40.33879781
8702,6,5,8702-6-5,8702-6,200,190,143,N,39.09071038
8703,1,1,8703-1-1,8703-1,0,190,143,N,26.15300546
8703,1,2,8703-1-2,8703-1,50,190,143,N,34.59453552
8703,2,2,8703-2-2,8703-2,50,190,143,N,37.14754098
8703,3,2,8703-3-2,8703-3,50,190,143,N,35.1147541
8703,4,2,8703-4-2,8703-4,50,190,143,N,36.57486339
8703,5,2,8703-5-2,8703-5,50,190,143,N,30.61202186
8703,1,3,8703-1-3,8703-1,100,190,143,N,36.04590164
8703,2,3,8703-2-3,8703-2,100,190,143,N,33.17595628
8703,3,3,8703-3-3,8703-3,100,190,143,N,34.76284153
8703,4,3,8703-4-3,8703-4,100,190,143,N,37.15846995
8703,5,3,8703-5-3,8703-5,100,190,143,N,36.36721311
8703,1,4,8703-1-4,8703-1,150,190,143,N,20.35846995
8703,2,4,8703-2-4,8703-2,150,190,143,N,37.78360656
8703,3,4,8703-3-4,8703-3,150,190,143,N,39.93661202
8703,4,4,8703-4-4,8703-4,150,190,143,N,42.71693989
8703,5,4,8703-5-4,8703-5,150,190,143,N,34.49836066
8703,6,4,8703-6-4,8703-6,150,190,143,N,35.4273224
8703,1,5,8703-1-5,8703-1,200,190,143,N,38.84371585
8703,2,5,8703-2-5,8703-2,200,190,143,N,34.67103825
8703,3,5,8703-3-5,8703-3,200,190,143,N,38.01311475
8703,4,5,8703-4-5,8703-4,200,190,143,N,40.71038251
8703,5,5,8703-5-5,8703-5,200,190,143,N,42.58579235
8703,6,5,8703-6-5,8703-6,200,190,143,N,31.31584699
8704,1,1,8704-1-1,8704-1,0,190,143,N,21.4273224
8704,1,2,8704-1-2,8704-1,50,190,143,N,27.99125683
8704,2,2,8704-2-2,8704-2,50,190,143,N,34.33879781
8704,3,2,8704-3-2,8704-3,50,190,143,N,26.4284153
8704,4,2,8704-4-2,8704-4,50,190,143,N,34.00437158
8704,5,2,8704-5-2,8704-5,50,190,143,N,20.89398907
8704,1,3,8704-1-3,8704-1,100,190,143,N,35.85355191
8704,2,3,8704-2-3,8704-2,100,190,143,N,32.08306011
8704,3,3,8704-3-3,8704-3,100,190,143,N,34.3431694
8704,4,3,8704-4-3,8704-4,100,190,143,N,39.73989071
8704,5,3,8704-5-3,8704-5,100,190,143,N,36.56612022
8704,1,4,8704-1-4,8704-1,150,190,143,N,30.5989071
8704,2,4,8704-2-4,8704-2,150,190,143,N,37.19344262
8704,3,4,8704-3-4,8704-3,150,190,143,N,33.80327869
8704,4,4,8704-4-4,8704-4,150,190,143,N,34.19234973
8704,5,4,8704-5-4,8704-5,150,190,143,N,31.93224044
8704,6,4,8704-6-4,8704-6,150,190,143,N,29.25901639
8704,1,5,8704-1-5,8704-1,200,190,143,N,29.83606557
8704,2,5,8704-2-5,8704-2,200,190,143,N,39.12568306
8704,3,5,8704-3-5,8704-3,200,190,143,N,41.83825137
8704,4,5,8704-4-5,8704-4,200,190,143,N,49.74863388
8704,5,5,8704-5-5,8704-5,200,190,143,N,37.48852459
8704,6,5,8704-6-5,8704-6,200,190,143,N,26.51584699
8801,1,1,8801-1-1,8801-1,0,190,143,N,31.03606557
8801,1,2,8801-1-2,8801-1,50,190,143,N,26.84153005
8801,2,2,8801-2-2,8801-2,50,190,143,N,32.55081967
8801,3,2,8801-3-2,8801-3,50,190,143,N,34.95737705
8801,4,2,8801-4-2,8801-4,50,190,143,N,21.33551913
8801,5,2,8801-5-2,8801-5,50,190,143,N,17.11693989
8801,1,3,8801-1-3,8801-1,100,190,143,N,30.51803279
8801,2,3,8801-2-3,8801-2,100,190,143,N,36.35191257
8801,3,3,8801-3-3,8801-3,100,190,143,N,37.8579235
8801,4,3,8801-4-3,8801-4,100,190,143,N,23.92568306
8801,5,3,8801-5-3,8801-5,100,190,143,N,40.66666667
8801,1,4,8801-1-4,8801-1,150,190,143,N,40.10273224
8801,2,4,8801-2-4,8801-2,150,190,143,N,31.0273224
8801,3,4,8801-3-4,8801-3,150,190,143,N,28.16612022
8801,4,4,8801-4-4,8801-4,150,190,143,N,33.7989071
8801,5,4,8801-5-4,8801-5,150,190,143,N,44.1989071
8801,6,4,8801-6-4,8801-6,150,190,143,N,37.26120219
8801,1,5,8801-1-5,8801-1,200,190,143,N,40.22076503
8801,2,5,8801-2-5,8801-2,200,190,143,N,38.36284153
8801,3,5,8801-3-5,8801-3,200,190,143,N,36.46775956
8801,4,5,8801-4-5,8801-4,200,190,143,N,43.8295082
8801,5,5,8801-5-5,8801-5,200,190,143,N,34.25136612
8801,6,5,8801-6-5,8801-6,200,190,143,N,42.59016393
8802,1,1,8802-1-1,8802-1,0,190,143,N,13.73114754
8802,1,2,8802-1-2,8802-1,50,190,143,N,20.85027322
8802,2,2,8802-2-2,8802-2,50,190,143,N,36.44808743
8802,3,2,8802-3-2,8802-3,50,190,143,N,36.44371585
8802,4,2,8802-4-2,8802-4,50,190,143,N,29.65464481
8802,5,2,8802-5-2,8802-5,50,190,143,N,24.13114754
8802,1,3,8802-1-3,8802-1,100,190,143,N,31.28743169
8802,2,3,8802-2-3,8802-2,100,190,143,N,36.46338798
8802,3,3,8802-3-3,8802-3,100,190,143,N,39.29398907
8802,4,3,8802-4-3,8802-4,100,190,143,N,31.30054645
8802,5,3,8802-5-3,8802-5,100,190,143,N,37.08196721
8802,1,4,8802-1-4,8802-1,150,190,143,N,30.88306011
8802,2,4,8802-2-4,8802-2,150,190,143,N,41.45355191
8802,3,4,8802-3-4,8802-3,150,190,143,N,38.43934426
8802,4,4,8802-4-4,8802-4,150,190,143,N,27.90601093
8802,5,4,8802-5-4,8802-5,150,190,143,N,36.53989071
8802,6,4,8802-6-4,8802-6,150,190,143,N,30.50273224
8802,1,5,8802-1-5,8802-1,200,190,143,N,34.64918033
8802,2,5,8802-2-5,8802-2,200,190,143,N,28.4852459
8802,3,5,8802-3-5,8802-3,200,190,143,N,30.22076503
8802,4,5,8802-4-5,8802-4,200,190,143,N,30.44153005
8802,5,5,8802-5-5,8802-5,200,190,143,N,28.93989071
8802,6,5,8802-6-5,8802-6,200,190,143,N,36.59016393
8803,1,1,8803-1-1,8803-1,0,190,143,N,4.295081967
8803,1,2,8803-1-2,8803-1,50,190,143,N,28.19234973
8803,2,2,8803-2-2,8803-2,50,190,143,N,30.08306011
8803,3,2,8803-3-2,8803-3,50,190,143,N,28.46338798
8803,4,2,8803-4-2,8803-4,50,190,143,N,28.88961749
8803,5,2,8803-5-2,8803-5,50,190,143,N,23.07322404
8803,1,3,8803-1-3,8803-1,100,190,143,N,30.30819672
8803,2,3,8803-2-3,8803-2,100,190,143,N,28.82185792
8803,3,3,8803-3-3,8803-3,100,190,143,N,21.09071038
8803,4,3,8803-4-3,8803-4,100,190,143,N,28.09398907
8803,5,3,8803-5-3,8803-5,100,190,143,N,15.49945355
8803,1,4,8803-1-4,8803-1,150,190,143,N,22.63825137
8803,2,4,8803-2-4,8803-2,150,190,143,N,29.86448087
8803,3,4,8803-3-4,8803-3,150,190,143,N,34.16393443
8803,4,4,8803-4-4,8803-4,150,190,143,N,28.26010929
8803,5,4,8803-5-4,8803-5,150,190,143,N,35.0295082
8803,6,4,8803-6-4,8803-6,150,190,143,N,30.31038251
8803,1,5,8803-1-5,8803-1,200,190,143,N,41.66120219
8803,2,5,8803-2-5,8803-2,200,190,143,N,26.01967213
8803,3,5,8803-3-5,8803-3,200,190,143,N,23.52786885
8803,4,5,8803-4-5,8803-4,200,190,143,N,31.10601093
8803,5,5,8803-5-5,8803-5,200,190,143,N,37.05355191
8803,6,5,8803-6-5,8803-6,200,190,143,N,24.42622951
8804,1,1,8804-1-1,8804-1,0,190,143,N,26.56174863
8804,1,2,8804-1-2,8804-1,50,190,143,N,26.67978142
8804,2,2,8804-2-2,8804-2,50,190,143,N,28.93770492
8804,3,2,8804-3-2,8804-3,50,190,143,N,26.92240437
8804,4,2,8804-4-2,8804-4,50,190,143,N,21.72240437
8804,5,2,8804-5-2,8804-5,50,190,143,N,27.95846995
8804,1,3,8804-1-3,8804-1,100,190,143,N,33.00983607
8804,2,3,8804-2-3,8804-2,100,190,143,N,31.93442623
8804,3,3,8804-3-3,8804-3,100,190,143,N,31.39016393
8804,4,3,8804-4-3,8804-4,100,190,143,N,27.18469945
8804,5,3,8804-5-3,8804-5,100,190,143,N,26.35846995
8804,1,4,8804-1-4,8804-1,150,190,143,N,34.66448087
8804,2,4,8804-2-4,8804-2,150,190,143,N,33.05136612
8804,3,4,8804-3-4,8804-3,150,190,143,N,30.23387978
8804,4,4,8804-4-4,8804-4,150,190,143,N,36.95956284
8804,5,4,8804-5-4,8804-5,150,190,143,N,37.0273224
8804,6,4,8804-6-4,8804-6,150,190,143,N,37.64371585
8804,1,5,8804-1-5,8804-1,200,190,143,N,32.4284153
8804,2,5,8804-2-5,8804-2,200,190,143,N,31.93661202
8804,3,5,8804-3-5,8804-3,200,190,143,N,31.99344262
