,NtotDose,PtotDose,KtotDose,P,ilr_knn,ilr_rf,ilr_nn,ilr_gp
0,0.41124939744000033,0.0,0.6395381279882549,0.0,0.2634402575235135,0.9290983691180879,0.6258058232887276,0.9268199146983968
1,0.41124939744000033,1.0,0.6395381279882549,0.436,0.2645352680160773,0.9290983691180879,0.6273553397000755,0.9268227116423882
2,0.41124939744000033,2.0,0.6395381279882549,0.872,0.2656363474188951,0.9290983691180879,0.628906110006969,0.926820866036508
3,0.41124939744000033,3.0,0.6395381279882549,1.308,0.2667434290634454,0.9290983691180879,0.6304580023005416,0.9268143471775382
4,0.41124939744000033,4.0,0.6395381279882549,1.744,0.292507704669981,0.9290983691180879,0.6320108836283957,0.926803126206447
5,0.41124939744000033,5.0,0.6395381279882549,2.18,0.2936795184923665,0.9290983691180879,0.6335646200287921,0.9267871761321987
6,0.41124939744000033,6.0,0.6395381279882549,2.616,0.2948574808759368,0.9290983691180879,0.6351190765658108,0.9267664718545436
7,0.41124939744000033,7.0,0.6395381279882549,3.052,0.29604151748666274,0.9290983691180879,0.6366741173654891,0.9267409901857899
8,0.41124939744000033,8.0,0.6395381279882549,3.488,0.2972315524221216,0.9290983691180879,0.6382296056529296,0.9267107098715393
9,0.41124939744000033,9.0,0.6395381279882549,3.924,0.2984275082203022,0.9290983691180879,0.6397854037903682,0.9266756116103756
10,0.41124939744000033,10.0,0.6395381279882549,4.36,0.28822004285211844,0.9290983691180879,0.6413413733161998,0.926635678072495
11,0.41124939744000033,11.0,0.6395381279882549,4.796,0.2894680037775117,0.9290983691180879,0.6428973749849606,0.926590893917273
12,0.41124939744000033,12.0,0.6395381279882549,5.232,0.2907217877398781,0.9290983691180879,0.6444532688082479,0.9265412458097452
13,0.41124939744000033,13.0,0.6395381279882549,5.668,0.2919813079779465,0.9290983691180879,0.6460089140965793,0.9264867224360156
14,0.41124939744000033,14.0,0.6395381279882549,6.104,0.2932464761668172,0.9290983691180879,0.6475641695021774,0.9264273145175604
15,0.41124939744000033,15.0,0.6395381279882549,6.54,0.2945172024312931,0.9290983691180879,0.6491188930626692,0.9263630148244355
16,0.41124939744000033,16.0,0.6395381279882549,6.976,0.29579339535991067,0.9290983691180879,0.650672942245694,0.9262938181873761
17,0.41124939744000033,17.0,0.6395381279882549,7.412,0.2970749620196722,0.9301330651273957,0.6522261739944039,0.9262197215087815
18,0.41124939744000033,18.0,0.6395381279882549,7.848,0.29836180797147005,0.9301330651273957,0.6537784447738451,0.9261407237725827
19,0.41124939744000033,19.0,0.6395381279882549,8.284,0.29965383728620565,0.9301330651273957,0.655329610618203,0.9260568260529811
20,0.41124939744000033,20.0,0.6395381279882549,8.72,0.30095095256159643,0.9301330651273957,0.6568795271789105,0.9259680315220626
21,0.41124939744000033,21.0,0.6395381279882549,9.156,0.3022530549396665,0.9301330651273957,0.6584280497735823,0.9258743454562773
22,0.41124939744000033,22.0,0.6395381279882549,9.592,0.3035600441249179,0.9301330651273957,0.6599750334357777,0.9257757752417817
23,0.41124939744000033,23.0,0.6395381279882549,10.028,0.30487181840317423,0.9301330651273957,0.6615203329655602,0.925672330378648
24,0.41124939744000033,24.0,0.6395381279882549,10.464,0.30618827466109744,0.9301330651273957,0.663063802980848,0.9255640224839233
25,0.41124939744000033,25.0,0.6395381279882549,10.9,0.3075093084063626,0.9301330651273957,0.664605297969526,0.9254508652935527
26,0.41124939744000033,26.0,0.6395381279882549,11.336,0.3088348137884923,0.9301330651273957,0.6661446723423003,0.9253328746631573
27,0.41124939744000033,27.0,0.6395381279882549,11.772,0.31016468362034133,0.9301330651273957,0.6676817804862796,0.9252100685676656
28,0.41124939744000033,28.0,0.6395381279882549,12.208,0.3109945089693996,0.9301330651273957,0.6692164768192516,0.9250824670998025
29,0.41124939744000033,29.0,0.6395381279882549,12.644,0.312441367150175,0.9301330651273957,0.6707486158446383,0.9249500924674297
30,0.41124939744000033,30.0,0.6395381279882549,13.08,0.3138922144732864,0.9301330651273957,0.6722780522070966,0.9248129689897457
31,0.41124939744000033,31.0,0.6395381279882549,13.516,0.20455551089985669,0.9269721508098073,0.6738046407487495,0.9246711230923415
32,0.41124939744000033,32.0,0.6395381279882549,13.952,0.2059893306464221,0.9269721508098073,0.6753282365660044,0.9245245833011118
33,0.41124939744000033,33.0,0.6395381279882549,14.388,0.20742640875942864,0.9269721508098073,0.6768486950669519,0.9243733802350329
34,0.41124939744000033,34.0,0.6395381279882549,14.824,0.20886661824331243,0.9269721508098073,0.6783658720292873,0.924217546597796
35,0.41124939744000033,35.0,0.6395381279882549,15.26,0.21030983105270507,0.9269721508098073,0.6798796236587488,0.924057117168312
36,0.41124939744000033,36.0,0.6395381279882549,15.696,0.21175591812417882,0.9269721508098073,0.6813898066480302,0.9238921287900801
37,0.41124939744000033,37.0,0.6395381279882549,16.132,0.21320474940853096,0.9269721508098073,0.6828962782361263,0.9237226203594345
38,0.41124939744000033,38.0,0.6395381279882549,16.568,0.21465619390358714,0.9269721508098073,0.6843988962680971,0.9235486328126618
39,0.41124939744000033,39.0,0.6395381279882549,17.004,0.4218117921421506,0.9269721508098073,0.6858975192551887,0.9233702091120028
40,0.41124939744000033,40.0,0.6395381279882549,17.44,0.4230656403609393,0.9269721508098073,0.6873920064352977,0.9231873942305385
41,0.41124939744000033,41.0,0.6395381279882549,17.876,0.42432127825279703,0.9269721508098073,0.6888822178337237,0.9230002351359683
42,0.41124939744000033,42.0,0.6395381279882549,18.312,0.42557858674198623,0.9269721508098073,0.6903680143241824,0.9228087807732828
