,NtotDose,PtotDose,KtotDose,P,yield_knn,yield_rf,yield_nn,yield_gp,cost,gp_revenue,gp_benefit
0,0.49275591500460486,0.0,0.5859255507375557,0.0,25.533287964418818,23.785508997044225,13.776612159884053,29.12142667308592,0.0,7280.35666827148,7280.35666827148
1,0.49275591500460486,1.0,0.5859255507375557,0.436,25.534600466170918,23.785508997044225,13.767710128630942,29.115188928723185,1.1,7278.7972321807965,7277.697232180796
2,0.49275591500460486,2.0,0.5859255507375557,0.872,26.674981541961355,23.785508997044225,13.758983070683996,29.109051406818516,2.2,7277.262851704629,7275.062851704629
3,0.49275591500460486,3.0,0.5859255507375557,1.308,26.675492012055727,23.785508997044225,13.75043478744692,29.103012566255327,3.3000000000000003,7275.753141563831,7272.453141563831
4,0.49275591500460486,4.0,0.5859255507375557,1.744,26.676003626975053,23.785508997044225,13.742069098946828,29.09707086507867,4.4,7274.267716269667,7269.867716269668
5,0.49275591500460486,5.0,0.5859255507375557,2.18,26.67651630688406,23.785508997044225,13.73388984496584,29.091224762010544,5.5,7272.806190502636,7267.306190502636
6,0.49275591500460486,6.0,0.5859255507375557,2.616,26.67702997159467,23.785508997044225,13.725900886169683,29.085472717966127,6.6000000000000005,7271.368179491532,7264.768179491532
7,0.49275591500460486,7.0,0.5859255507375557,3.052,26.797965071026397,23.785508997044225,13.718106105227157,29.079813197569823,7.700000000000001,7269.953299392456,7262.253299392456
8,0.49275591500460486,8.0,0.5859255507375557,3.488,26.798926280664546,23.785508997044225,13.710509407913921,29.074244670669763,8.8,7268.561167667441,7259.7611676674405
9,0.49275591500460486,9.0,0.5859255507375557,3.924,26.799890432953305,23.785508997044225,13.703114724194155,29.068765613849482,9.9,7267.1914034623705,7257.291403462371
10,0.49275591500460486,10.0,0.5859255507375557,4.36,26.800857425975863,23.785508997044225,13.69592600927285,29.063374511936033,11.0,7265.843627984008,7254.843627984008
11,0.49275591500460486,11.0,0.5859255507375557,4.796,27.3537590951301,23.785508997044225,13.688947244611867,29.058069859502652,12.100000000000001,7264.517464875663,7252.4174648756625
12,0.49275591500460486,12.0,0.5859255507375557,5.232,28.50549783552362,23.785508997044225,13.682182438902291,29.05285016236547,13.200000000000001,7263.2125405913675,7250.012540591368
13,0.49275591500460486,13.0,0.5859255507375557,5.668,28.50510269748221,23.785508997044225,13.6756356289855,29.04771393907272,14.3,7261.92848476818,7247.62848476818
14,0.49275591500460486,14.0,0.5859255507375557,6.104,28.504706211906853,23.785508997044225,13.669310880715383,29.042659722385096,15.400000000000002,7260.664930596274,7245.264930596274
15,0.49275591500460486,15.0,0.5859255507375557,6.54,28.50430835035479,23.785508997044225,13.663212289753552,29.03768606074646,16.5,7259.421515186615,7242.921515186615
16,0.49275591500460486,16.0,0.5859255507375557,6.976,28.50390908507874,23.785508997044225,13.657343982289646,29.03279151974349,17.6,7258.197879935873,7240.597879935873
17,0.49275591500460486,17.0,0.5859255507375557,7.412,28.503508389063263,23.785508997044225,13.651710115678508,29.027974683553275,18.700000000000003,7256.993670888319,7238.293670888319
18,0.49275591500460486,18.0,0.5859255507375557,7.848,28.64126328901187,23.785508997044225,13.64631487898571,29.023234156377075,19.8,7255.808539094269,7236.008539094269
19,0.49275591500460486,19.0,0.5859255507375557,8.284,28.64216454133365,23.785508997044225,13.641162493433118,29.01856856386016,20.900000000000002,7254.64214096504,7233.742140965041
20,0.49275591500460486,20.0,0.5859255507375557,8.72,28.330004980810635,23.785508997044225,13.636257212735828,29.013976554495464,22.0,7253.494138623866,7231.494138623866
21,0.49275591500460486,21.0,0.5859255507375557,9.156,28.330794623729663,23.785508997044225,13.631603323321826,29.00945680101063,23.1,7252.364200252658,7229.264200252657
22,0.49275591500460486,22.0,0.5859255507375557,9.592,28.378900016927624,23.785508997044225,13.627205144425659,29.005008001737124,24.200000000000003,7251.252000434281,7227.052000434282
23,0.49275591500460486,23.0,0.5859255507375557,10.028,28.379814134830745,23.785508997044225,13.623067028047231,29.00062888195979,25.3,7250.157220489948,7224.857220489947
24,0.49275591500460486,24.0,0.5859255507375557,10.464,28.773991560482727,23.785508997044225,13.619193358767102,28.996318195246875,26.400000000000002,7249.079548811719,7222.6795488117195
25,0.49275591500460486,25.0,0.5859255507375557,10.9,28.776356134176254,23.785508997044225,13.615588553409307,28.992074724758147,27.500000000000004,7248.018681189536,7220.518681189536
26,0.49275591500460486,26.0,0.5859255507375557,11.336,28.81069325610735,23.785508997044225,13.612257060542913,28.98789728453086,28.6,7246.974321132715,7218.374321132715
27,0.49275591500460486,27.0,0.5859255507375557,11.772,28.81430427935705,23.785508997044225,13.60920335981378,28.983784720742,29.700000000000003,7245.9461801855,7216.246180185501
28,0.49275591500460486,28.0,0.5859255507375557,12.208,28.817924684796328,23.785508997044225,13.606431961097442,28.979735912946314,30.800000000000004,7244.933978236579,7214.1339782365785
29,0.49275591500460486,29.0,0.5859255507375557,12.644,28.821554157612532,23.785508997044225,13.603947403464911,28.975749775288456,31.900000000000002,7243.937443822114,7212.037443822114
30,0.49275591500460486,30.0,0.5859255507375557,13.08,27.322313193166885,23.785508997044225,13.60175425395262,28.97182525768863,33.0,7242.956314422157,7209.956314422157
31,0.49275591500460486,31.0,0.5859255507375557,13.516,27.326126890153226,23.785508997044225,13.599857106128383,28.967961347000468,34.1,7241.990336750117,7207.890336750117
32,0.49275591500460486,32.0,0.5859255507375557,13.952,27.329949169797096,23.785508997044225,13.598260578445053,28.964157068140583,35.2,7241.039267035146,7205.839267035146
