NtotDose,PtotDose,KtotDose,Prediction,benefit
56.290392531082034,120.00134862020093,120.00703190236763,24.020156737570552,5697.482901160988
197.28330365614966,120.00134862020093,120.00703190236763,34.003731005951835,8024.184974906228
14.669033174868673,120.00134862020093,120.00703190236763,18.371441825862178,4335.24980446135
176.67656322009861,120.00134862020093,120.00703190236763,33.12200695974869,7828.482051878702
64.48155554244295,120.00134862020093,120.00703190236763,24.936484651783275,5916.735484100535
58.189045754261315,120.00134862020093,120.00703190236763,24.237660710320338,5749.5805104806195
25.090754323173314,120.00134862020093,120.00703190236763,19.957637457327696,4719.292646949764
110.24582129903138,120.00134862020093,120.00703190236763,29.127528678248463,6909.579371808926
241.24931951519102,120.00134862020093,120.00703190236763,35.481038011322006,8340.752507217921
226.57531552249566,120.00134862020093,120.00703190236763,35.04172076408889,8248.532000200878
139.05078527750447,120.00134862020093,120.00703190236763,31.10862588971852,7370.2877179022735
230.87430786108598,120.00134862020093,120.00703190236763,35.175537131213424,8276.827301175701
216.85224625980482,120.00134862020093,120.00703190236763,34.722448239572394,8180.381552186982
175.96125084673986,120.00134862020093,120.00703190236763,33.08885134440506,7821.051522890824
52.55329224746674,120.00134862020093,120.00703190236763,23.582769597434478,5592.620636467308
55.256226973142475,120.00134862020093,120.00703190236763,23.900359153136957,5668.774503722117
1.637032546568662,120.00134862020093,120.00703190236763,16.202786377983,3808.7243432455152
156.56485763611272,120.00134862020093,120.00703190236763,32.11753937626396,7601.4992027083035
88.50476087536663,120.00134862020093,120.00703190236763,27.31724605896657,6483.097989496851
125.87678019190207,120.00134862020093,120.00703190236763,30.256153620439047,7172.978456685128
184.93591155856848,120.00134862020093,120.00703190236763,33.49206500165947,7911.085344350233
215.60906909871846,120.00134862020093,120.00703190236763,34.6798993585155,8171.23614451606
96.76783444592729,120.00134862020093,120.00703190236763,28.040720707404105,6654.050963321562
48.534992965869606,120.00134862020093,120.00703190236763,23.098405345263885,5476.351532562576
237.6656787819229,120.00134862020093,120.00703190236763,35.37822604577093,8319.349884710073
50.89315789518878,120.00134862020093,120.00703190236763,23.384448863638966,5545.032614241163
18.229560344479978,120.00134862020093,120.00703190236763,18.92754096750145,4470.001957267635
185.7589719002135,120.00134862020093,120.00703190236763,33.52768544911996,7919.002783805381
60.00732531538233,120.00134862020093,120.00703190236763,24.443036391453074,5798.7424952904585
86.65735420072451,120.00134862020093,120.00703190236763,27.149188308515008,6443.300439893531
96.2255482445471,120.00134862020093,120.00703190236763,27.994620798404345,6643.176729513278
174.8506540316157,120.00134862020093,120.00703190236763,33.03701537205685,7809.425245981922
98.41968881664798,120.00134862020093,120.00703190236763,28.17998042908504,6686.883668496931
15.299061895348132,120.00134862020093,120.00703190236763,18.47094128197619,4359.368634025279
94.10160325933248,120.00134862020093,120.00703190236763,27.812223493831006,6600.126137352201
88.19127205060795,120.00134862020093,120.00703190236763,27.28889405885492,6476.386176058649
35.36878782324493,120.00134862020093,120.00703190236763,21.403643163104107,5068.460433193781
238.82895382121205,120.00134862020093,120.00703190236763,35.41190690502602,8326.3741694767
9.212760487571359,120.00134862020093,120.00703190236763,17.489521401435834,4121.317225579522
62.07520153839141,120.00134862020093,120.00703190236763,24.673181541379098,5853.797331304353
161.143027653452,120.00134862020093,120.00703190236763,32.35987004323231,7656.588065429584
239.84995862701908,120.00134862020093,120.00703190236763,35.44122422000623,8332.478292454782
75.39176102727652,120.00134862020093,120.00703190236763,26.07169313576488,6187.445358514136
221.8874691752717,120.00134862020093,120.00703190236763,34.890730931770086,8216.409957737844
158.2432589493692,120.00134862020093,120.00703190236763,32.20736037545657,7621.940370930547
243.24681580765173,120.00134862020093,120.00703190236763,35.537141149811646,8352.381296289377
68.7458596075885,120.00134862020093,120.00703190236763,25.391421506861132,6025.352532991825
223.79731602268293,120.00134862020093,120.00703190236763,34.95289470621235,8229.659085131516
193.90588690293953,120.00134862020093,120.00703190236763,33.86850870346975,7994.4322993895585
244.55001985188574,120.00134862020093,120.00703190236763,35.57328755435433,8359.854052571967
195.60451671713963,120.00134862020093,120.00703190236763,33.936950827721994,8009.504474675579
194.41079761600122,120.00134862020093,120.00703190236763,33.888945187952864,7998.935527654663
229.6047299169004,120.00134862020093,120.00703190236763,35.1364723109616,8268.584589645769
234.65594690060243,120.00134862020093,120.00703190236763,35.289689617649394,8300.827455937275
238.60710149165243,120.00134862020093,120.00703190236763,35.40550646173639,8325.040281449763
28.162105998490006,120.00134862020093,120.00703190236763,20.401634329608328,4826.606243009543
179.57749433116987,120.00134862020093,120.00703190236763,33.254636508736205,7858.158321792296
99.39785144524649,120.00134862020093,120.00703190236763,28.26162428382431,6706.120837027431
23.815657186787575,120.00134862020093,120.00703190236763,19.770242871827758,4673.974117138443
214.44855339359492,120.00134862020093,120.00703190236763,34.6398152725994,8162.607741883185
9.284284024033695,120.00134862020093,120.00703190236763,17.50132015018134,4124.181084522143
82.2374033741653,120.00134862020093,120.00703190236763,26.737402528667833,6345.657935923608
106.1446174280718,120.00134862020093,120.00703190236763,28.808525195355525,6834.749945730843
