NtotDose,PtotDose,KtotDose,Prediction,benefit,K
149.99826238600605,50.009805279851236,56.290392531082034,33.52272795739272,8095.011935399161,46.72102580079809
149.99826238600605,50.009805279851236,197.28330365614966,33.53699517709641,7971.685120312524,163.7451420346042
149.99826238600605,50.009805279851236,14.669033174868673,33.478225486281204,8121.345541041876,12.175297535140999
149.99826238600605,50.009805279851236,176.67656322009861,33.536872508144704,7990.200519467044,146.64154747268185
149.99826238600605,50.009805279851236,64.48155554244295,33.52621298570708,8088.511145767528,53.51969110022765
149.99826238600605,50.009805279851236,58.189045754261315,33.52362384743336,8093.527120008463,48.29690797603689
149.99826238600605,50.009805279851236,25.090754323173314,33.495735527433695,8116.343502296524,20.82532608823385
149.99826238600605,50.009805279851236,110.24582129903138,33.534801317179266,8049.470389454644,91.50403167819604
149.99826238600605,50.009805279851236,241.24931951519102,33.537089299747684,7932.139236702205,200.23693519760855
149.99826238600605,50.009805279851236,226.57531552249566,33.53707164609676,7945.3414268829,188.0575118836714
149.99826238600605,50.009805279851236,139.05078527750447,33.536243635712935,8023.906501507436,115.41215178032871
149.99826238600605,50.009805279851236,230.87430786108598,33.53707775352671,7941.473860635657,191.62567552470136
149.99826238600605,50.009805279851236,216.85224625980482,33.53705406823884,7954.0877947548415,179.987364395638
149.99826238600605,50.009805279851236,175.96125084673986,33.53686652093356,7990.84280380028,146.04783820279408
149.99826238600605,50.009805279851236,52.55329224746674,33.52078709580935,8097.890110258573,43.6192325653974
149.99826238600605,50.009805279851236,55.256226973142475,33.52221520281172,8095.814495756058,45.862668387708254
149.99826238600605,50.009805279851236,1.637032546568662,33.44556183852932,8124.9084296693745,1.3587370136519894
149.99826238600605,50.009805279851236,156.56485763611272,33.536634202501325,8008.241478081785,129.94883183797356
149.99826238600605,50.009805279851236,88.50476087536663,33.53228254738361,8068.407651387028,73.4589515265543
149.99826238600605,50.009805279851236,125.87678019190207,33.53575283622736,8035.640406213084,104.47772755927872
149.99826238600605,50.009805279851236,184.93591155856848,33.53693208720975,7982.782000728683,153.49680659361184
149.99826238600605,50.009805279851236,215.60906909871846,33.53705137425143,7955.205980702967,178.95552735193633
149.99826238600605,50.009805279851236,96.76783444592729,33.533462318127,8061.265827859372,80.31730259011965
149.99826238600605,50.009805279851236,48.534992965869606,33.5184071477377,8100.911592594099,40.28404416167177
149.99826238600605,50.009805279851236,237.6656787819229,33.5370857607597,7935.36362861515,197.262513388996
149.99826238600605,50.009805279851236,50.89315789518878,33.51984292032298,8099.148187304032,42.241321053006686
149.99826238600605,50.009805279851236,18.229560344479978,33.484913849259115,8119.813157333703,15.130535085918382
149.99826238600605,50.009805279851236,185.7589719002135,33.53693716181939,7982.042515073612,154.1799466771772
149.99826238600605,50.009805279851236,60.00732531538233,33.524429477093456,8092.092075818477,49.806080011767335
149.99826238600605,50.009805279851236,86.65735420072451,33.531970508107285,8069.992307575125,71.92560398660135
149.99826238600605,50.009805279851236,96.2255482445471,33.53339459929419,8061.736955732411,79.86720504297409
149.99826238600605,50.009805279851236,174.8506540316157,33.5368569330026,7991.839943951152,145.12604284624103
149.99826238600605,50.009805279851236,98.41968881664798,33.53366109742456,8059.828853750114,81.68834171781782
149.99826238600605,50.009805279851236,15.299061895348132,33.479468446154286,8121.089255161714,12.69822137313895
149.99826238600605,50.009805279851236,94.10160325933248,33.53311706629337,8063.5791229689,78.10433070524596
149.99826238600605,50.009805279851236,88.19127205060795,33.53223096252955,8068.676895115797,73.1987558020046
149.99826238600605,50.009805279851236,35.36878782324493,33.50789752739043,8110.133772135645,29.35609389329329
149.99826238600605,50.009805279851236,238.82895382121205,33.53708695693276,7934.316980123056,198.228031671606
149.99826238600605,50.009805279851236,9.212760487571359,33.4662759669424,8123.2688066257415,7.646591204684228
149.99826238600605,50.009805279851236,62.07520153839141,33.52528739789471,8090.4454674180815,51.52241727686487
149.99826238600605,50.009805279851236,161.143027653452,33.536703490943175,8004.138447176643,133.74871295236517
149.99826238600605,50.009805279851236,239.84995862701908,33.53708796868327,7933.398328735455,199.07546566042583
149.99826238600605,50.009805279851236,75.39176102727652,33.529580658370115,8079.5338789969355,62.57516165263951
149.99826238600605,50.009805279851236,221.8874691752717,33.537063890561946,7949.558549711699,184.1665994154755
149.99826238600605,50.009805279851236,158.2432589493692,33.536660859326716,8006.737581106203,131.34190492797643
149.99826238600605,50.009805279851236,243.24681580765173,33.53709109374875,7930.341938539257,201.89485712035093
149.99826238600605,50.009805279851236,68.7458596075885,33.52767893357277,8085.03975907532,57.059063474298455
149.99826238600605,50.009805279851236,223.79731602268293,33.537067199445865,7947.840514770009,185.75177229882684
149.99826238600605,50.009805279851236,193.90588690293953,33.53698045066506,7974.721113782576,160.9418861294398
149.99826238600605,50.009805279851236,244.55001985188574,33.53709220045866,7929.169331576924,202.97651647706516
149.99826238600605,50.009805279851236,195.60451671713963,33.53698806755754,7973.194251172916,162.3517488752259
149.99826238600605,50.009805279851236,194.41079761600122,33.53698276068487,7974.267271645773,161.360962021281
149.99826238600605,50.009805279851236,229.6047299169004,33.53707604143082,7942.616052761452,190.57192583102733
149.99826238600605,50.009805279851236,234.65594690060243,33.537082438140885,7938.071556653635,194.76443592750002
149.99826238600605,50.009805279851236,238.60710149165243,33.5370867324273,7934.516591093294,198.04389423807152
149.99826238600605,50.009805279851236,28.162105998490006,33.49982264145831,8114.601064294893,23.374547978746705
149.99826238600605,50.009805279851236,179.57749433116987,33.536895355841686,7987.595393391324,149.049320294871
149.99826238600605,50.009805279851236,99.39785144524649,33.53377367113619,8058.976650812281,82.50021669955458
149.99826238600605,50.009805279851236,23.815657186787575,33.493909845976056,8117.034669354862,19.766995465033688
149.99826238600605,50.009805279851236,214.44855339359492,33.53704875497009,7956.249790017242,177.99229931668378
149.99826238600605,50.009805279851236,9.284284024033695,33.46644731390925,8123.247272184639,7.705955739947967
149.99826238600605,50.009805279851236,82.2374033741653,33.53113974310197,8073.762572067699,68.2570448005572
149.99826238600605,50.009805279851236,106.1446174280718,33.534456401887105,8053.075244115467,88.10003246529959
149.99826238600605,50.009805279851236,47.933471971191466,33.518022188299085,8101.356721629656,39.78478173608892
149.99826238600605,50.009805279851236,153.88248697854578,33.53658832666422,8010.64414271432,127.722464192193
149.99826238600605,50.009805279851236,85.73203906416893,33.53180672492113,8070.784145401487,71.15759242326021
149.99826238600605,50.009805279851236,166.07949847821146,33.536767097440595,7999.711525058714,137.8459837369155
149.99826238600605,50.009805279851236,145.61035425867885,33.536417524622536,8018.046361651779,120.85659403470345
149.99826238600605,50.009805279851236,52.250053675379604,33.5206185715864,8098.120893917714,43.36754455056507
149.99826238600605,50.009805279851236,227.25385683588684,33.537072670127635,7944.730995708567,188.62070117378607
149.99826238600605,50.009805279851236,177.78459313558415,33.5368815008298,7989.20554071438,147.56121230253484
149.99826238600605,50.009805279851236,153.00927788484842,33.53657247073203,8011.426066915601,126.99770064442419
149.99826238600605,50.009805279851236,18.087244243361056,33.48466169561199,8119.878203412929,15.012412721989676
149.99826238600605,50.009805279851236,94.8516841745004,33.533217365768614,8062.9291250140595,78.72689786483534
149.99826238600605,50.009805279851236,65.59399521211162,33.526616044910305,8087.610714865632,54.443016026052646
149.99826238600605,50.009805279851236,161.26880672527477,33.53670524707836,8004.025685045799,133.85310958197806
149.99826238600605,50.009805279851236,219.0080220461823,33.537058479271664,7952.148699305308,181.7766582983313
149.99826238600605,50.009805279851236,182.4052250594832,33.53691556812727,7985.055488807238,151.39633679937106
149.99826238600605,50.009805279851236,189.28252556361258,33.5369573565303,7978.87636545428,157.10449621779844
149.99826238600605,50.009805279851236,28.149858000688255,33.49980717235521,8114.60822021714,23.36438214057125
149.99826238600605,50.009805279851236,230.44213221874088,33.53707717895718,7941.862675071385,191.26696974155493
149.99826238600605,50.009805279851236,108.76409389311448,33.534682191098305,8050.77416259973,90.27419793128502
149.99826238600605,50.009805279851236,58.05799626978114,33.52356384429502,8093.630063759909,48.18813690391835
149.99826238600605,50.009805279851236,125.35155727528036,33.535728364630614,8036.106988938858,104.0417925384827
149.99826238600605,50.009805279851236,125.57852466125041,33.535738993089865,8035.905375406297,104.23017546883784
149.99826238600605,50.009805279851236,9.861861530225724,33.46781590002433,8123.069598957834,8.185345070087351
149.99826238600605,50.009805279851236,19.822219153866172,33.48765435097025,8119.06488983304,16.452441897708923
149.99826238600605,50.009805279851236,170.00975838163868,33.53681066168074,7996.185182205667,141.1080994567601
149.99826238600605,50.009805279851236,59.23769733635709,33.524094519890006,8092.701001698737,49.16728878917638
149.99826238600605,50.009805279851236,166.87851696042344,33.53677642956296,7998.994741455315,138.50916907715145
149.99826238600605,50.009805279851236,197.6035582483746,33.536996488049915,7971.3972189178985,164.01095334615093
149.99826238600605,50.009805279851236,65.724344458431,33.52666228707971,8087.504961086295,54.551205900497735
149.99826238600605,50.009805279851236,217.8002840373665,33.53705604777873,7953.235055640009,180.7742357510142
149.99826238600605,50.009805279851236,89.73413507919759,33.532479639808685,8067.350487709849,74.479332115734
149.99826238600605,50.009805279851236,145.56347584584728,33.53641641392986,8018.0882745501585,120.81768495205324
149.99826238600605,50.009805279851236,136.71722792787477,33.53617185283545,8025.9887574027325,113.47529918013606
149.99826238600605,50.009805279851236,62.08924506790936,33.52529302135061,8090.434234105491,51.53407340636477
149.99826238600605,50.009805279851236,151.42365772044286,33.53654245236095,8012.8456204707945,125.68163590796757
149.99826238600605,50.009805279851236,19.96098452946171,33.487886200513145,8118.997963380727,16.56761715945322
149.99826238600605,50.009805279851236,223.81315409438685,33.53706722600118,7947.826267144303,185.76491789834108
149.99826238600605,50.009805279851236,133.8202740298584,33.53607447469571,8028.57167137601,111.07082744478248
149.99826238600605,50.009805279851236,141.1553006619215,33.5363036843678,8022.0274498251765,117.15889954939485
149.99826238600605,50.009805279851236,122.80570430448279,33.53560337896439,8038.36701019602,101.92873457272071
149.99826238600605,50.009805279851236,139.9007021682337,33.5362684028014,8023.147768077895,116.11758279963396
149.99826238600605,50.009805279851236,228.6527858232148,33.537074708526866,7943.47246921978,189.78181223326828
149.99826238600605,50.009805279851236,213.06793962139636,33.53704550186476,7957.49152913589,176.84638988575898
149.99826238600605,50.009805279851236,157.79798902804032,33.53665393439849,8007.136592803341,130.97233089327347
149.99826238600605,50.009805279851236,207.17277930816635,33.537029765786244,7962.793239398168,171.95340682577807
149.99826238600605,50.009805279851236,123.99131996789947,33.535662926861484,8037.314843073218,102.91279557335656
149.99826238600605,50.009805279851236,205.57273575104773,33.53702492437227,7964.2320682460795,170.62537067336962
149.99826238600605,50.009805279851236,149.77462688693777,33.536509475966085,8014.321504122234,124.31294031615835
149.99826238600605,50.009805279851236,66.79325341247022,33.52703388768566,8086.635843179149,55.438400332350284
149.99826238600605,50.009805279851236,81.03771560126916,33.53089196038138,8074.78034538316,67.2613039490534
149.99826238600605,50.009805279851236,81.89298893557861,33.53106963495364,8074.055018025345,67.97118081653025
149.99826238600605,50.009805279851236,114.14037318900228,33.5350873639053,8046.036804435178,94.73650974687189
149.99826238600605,50.009805279851236,9.622085490263999,33.4672509912893,8123.144170210044,7.986330956919119
149.99826238600605,50.009805279851236,64.03275777120143,33.526046030377884,8088.8733249293455,53.14718895009719
149.99826238600605,50.009805279851236,237.20520542701706,33.53708527409398,7935.777932968136,196.88032050442416
149.99826238600605,50.009805279851236,221.5864495956339,33.53706334923588,7949.829332001855,183.91675316437613
149.99826238600605,50.009805279851236,213.0687227472663,33.53704550375346,7957.490824794782,176.84703988023102
149.99826238600605,50.009805279851236,175.02677504671738,33.53685847763548,7991.68182119578,145.27222328877542
149.99826238600605,50.009805279851236,220.41655221255496,33.53706119222106,7950.881700392922,182.94573833642062
149.99826238600605,50.009805279851236,6.239683541934937,33.458773541163055,8124.068969431979,5.178937339805998
149.99826238600605,50.009805279851236,74.94504225905985,33.52946580655195,8079.907212933789,62.20438507501967
149.99826238600605,50.009805279851236,49.82080007903278,33.519204206905506,8099.953630984204,41.351264065597206
149.99826238600605,50.009805279851236,143.6908371397294,33.53637057224154,8019.762188963585,119.26339482597541
149.99826238600605,50.009805279851236,84.76704079657793,33.531630362552306,8071.608553250113,70.35664386115968
149.99826238600605,50.009805279851236,69.27258340874687,33.52784575688261,8084.607413481737,57.4962442292599
149.99826238600605,50.009805279851236,38.37433748412877,33.51072469712247,8108.135569873857,31.85070011182688
149.99826238600605,50.009805279851236,212.16230088612065,33.53704328383361,7958.306049489851,176.09470973548014
