,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type
3222,345-2-8,345,2,345-2,8,K
3223,345-3-1,345,3,345-3,1,K
3224,345-3-2,345,3,345-3,2,K
3225,345-3-3,345,3,345-3,3,K
3226,345-3-4,345,3,345-3,4,K
3227,345-3-5,345,3,345-3,5,K
3228,345-3-6,345,3,345-3,6,K
3229,345-3-7,345,3,345-3,7,K
3230,345-3-8,345,3,345-3,8,K
3231,350-1-1,350,1,350-1,1,K
3232,350-1-2,350,1,350-1,2,K
3233,350-1-3,350,1,350-1,3,K
3234,350-1-4,350,1,350-1,4,K
3235,350-1-5,350,1,350-1,5,K
3236,350-1-6,350,1,350-1,6,K
3237,350-1-7,350,1,350-1,7,K
3238,350-1-8,350,1,350-1,8,K
3239,350-2-1,350,2,350-2,1,K
3240,350-2-2,350,2,350-2,2,K
3241,350-2-3,350,2,350-2,3,K
3242,350-2-4,350,2,350-2,4,K
3243,350-2-5,350,2,350-2,5,K
3244,350-2-6,350,2,350-2,6,K
3245,350-2-7,350,2,350-2,7,K
3246,350-2-8,350,2,350-2,8,K
3247,350-3-1,350,3,350-3,1,K
3248,350-3-2,350,3,350-3,2,K
3249,350-3-3,350,3,350-3,3,K
3250,350-3-4,350,3,350-3,4,K
3251,350-3-5,350,3,350-3,5,K
3252,350-3-6,350,3,350-3,6,K
3253,350-3-7,350,3,350-3,7,K
3254,350-3-8,350,3,350-3,8,K
3255,351-1-1,351,1,351-1,1,K
3256,351-1-2,351,1,351-1,2,K
3257,351-1-3,351,1,351-1,3,K
3258,351-1-4,351,1,351-1,4,K
3259,351-1-5,351,1,351-1,5,K
3260,351-1-6,351,1,351-1,6,K
3261,351-1-7,351,1,351-1,7,K
3262,351-1-8,351,1,351-1,8,K
3263,351-2-1,351,2,351-2,1,K
3264,351-2-2,351,2,351-2,2,K
3265,351-2-3,351,2,351-2,3,K
3266,351-2-4,351,2,351-2,4,K
3267,351-2-5,351,2,351-2,5,K
3268,351-2-6,351,2,351-2,6,K
3269,351-2-7,351,2,351-2,7,K
3270,351-2-8,351,2,351-2,8,K
3271,351-3-1,351,3,351-3,1,K
3272,351-3-2,351,3,351-3,2,K
3273,351-3-3,351,3,351-3,3,K
3274,351-3-4,351,3,351-3,4,K
3275,351-3-5,351,3,351-3,5,K
3276,351-3-6,351,3,351-3,6,K
3277,351-3-7,351,3,351-3,7,K
3278,351-3-8,351,3,351-3,8,K
3303,353-1-1,353,1,353-1,1,N
3304,353-1-2,353,1,353-1,2,N
3305,353-1-3,353,1,353-1,3,N
3306,353-1-4,353,1,353-1,4,N
3307,353-1-5,353,1,353-1,5,N
3308,353-2-1,353,2,353-2,1,N
3309,353-2-2,353,2,353-2,2,N
3310,353-2-3,353,2,353-2,3,N
3311,353-2-4,353,2,353-2,4,N
3312,353-2-5,353,2,353-2,5,N
3313,353-3-1,353,3,353-3,1,N
3314,353-3-2,353,3,353-3,2,N
3315,353-3-3,353,3,353-3,3,N
3316,353-3-4,353,3,353-3,4,N
3317,353-3-5,353,3,353-3,5,N
3318,353-4-1,353,4,353-4,1,N
3319,353-4-2,353,4,353-4,2,N
3320,353-4-3,353,4,353-4,3,N
3321,353-4-4,353,4,353-4,4,N
3322,353-4-5,353,4,353-4,5,N
3371,356-1-1,356,1,356-1,1,N
3372,356-1-2,356,1,356-1,2,N
3373,356-1-3,356,1,356-1,3,N
3374,356-1-4,356,1,356-1,4,N
3375,356-1-5,356,1,356-1,5,N
3376,356-1-6,356,1,356-1,6,N
3377,356-2-1,356,2,356-2,1,N
3378,356-2-2,356,2,356-2,2,N
3379,356-2-3,356,2,356-2,3,N
3380,356-2-4,356,2,356-2,4,N
3381,356-2-5,356,2,356-2,5,N
3382,356-2-6,356,2,356-2,6,N
3383,356-3-1,356,3,356-3,1,N
3384,356-3-2,356,3,356-3,2,N
3385,356-3-3,356,3,356-3,3,N
3386,356-3-4,356,3,356-3,4,N
3387,356-3-5,356,3,356-3,5,N
3388,356-3-6,356,3,356-3,6,N
3389,356-4-1,356,4,356-4,1,N
3390,356-4-2,356,4,356-4,2,N
3391,356-4-3,356,4,356-4,3,N
3392,356-4-4,356,4,356-4,4,N
3393,356-4-5,356,4,356-4,5,N
3394,356-4-6,356,4,356-4,6,N
3395,357-1-2,357,1,357-1,2,N
3396,357-1-3,357,1,357-1,3,N
3397,357-1-4,357,1,357-1,4,N
3398,357-1-5,357,1,357-1,5,N
3399,357-1-6,357,1,357-1,6,N
3400,357-2-1,357,2,357-2,1,N
3401,357-2-2,357,2,357-2,2,N
3402,357-2-3,357,2,357-2,3,N
3403,357-2-4,357,2,357-2,4,N
3404,357-2-5,357,2,357-2,5,N
3405,357-2-6,357,2,357-2,6,N
3406,357-3-1,357,3,357-3,1,N
3407,357-3-2,357,3,357-3,2,N
3408,357-3-3,357,3,357-3,3,N
3409,357-3-4,357,3,357-3,4,N
3410,357-3-5,357,3,357-3,5,N
3411,357-3-6,357,3,357-3,6,N
3412,357-4-1,357,4,357-4,1,N
3413,357-4-2,357,4,357-4,2,N
3414,357-4-3,357,4,357-4,3,N
3415,357-4-4,357,4,357-4,4,N
3416,357-4-5,357,4,357-4,5,N
3417,357-4-6,357,4,357-4,6,N
3418,358-1-1,358,1,358-1,1,N
3419,358-1-2,358,1,358-1,2,N
3420,358-1-3,358,1,358-1,3,N
3421,358-1-4,358,1,358-1,4,N
3422,358-1-5,358,1,358-1,5,N
3423,358-1-6,358,1,358-1,6,N
3424,358-2-1,358,2,358-2,1,N
3425,358-2-2,358,2,358-2,2,N
3426,358-2-3,358,2,358-2,3,N
3427,358-2-4,358,2,358-2,4,N
3428,358-2-5,358,2,358-2,5,N
3429,358-2-6,358,2,358-2,6,N
3430,358-3-1,358,3,358-3,1,N
3431,358-3-2,358,3,358-3,2,N
3432,358-3-3,358,3,358-3,3,N
3433,358-3-4,358,3,358-3,4,N
3434,358-3-5,358,3,358-3,5,N
3435,358-3-6,358,3,358-3,6,N
3436,358-4-1,358,4,358-4,1,N
3437,358-4-2,358,4,358-4,2,N
3442,391-1-1,391,1,391-1,1,N
3443,391-1-2,391,1,391-1,2,N
3444,391-1-3,391,1,391-1,3,N
3445,391-1-4,391,1,391-1,4,N
3446,391-1-5,391,1,391-1,5,N
3447,391-2-1,391,2,391-2,1,N
3448,391-2-2,391,2,391-2,2,N
3449,391-2-3,391,2,391-2,3,N
3450,391-2-4,391,2,391-2,4,N
3451,391-2-5,391,2,391-2,5,N
3452,391-3-1,391,3,391-3,1,N
3453,391-3-2,391,3,391-3,2,N
3454,391-3-3,391,3,391-3,3,N
3455,391-3-4,391,3,391-3,4,N
3456,391-3-5,391,3,391-3,5,N
3457,392-1-1,392,1,392-1,1,N
3458,392-1-2,392,1,392-1,2,N
3459,392-1-3,392,1,392-1,3,N
3460,392-1-4,392,1,392-1,4,N
3461,392-1-5,392,1,392-1,5,N
3462,392-2-1,392,2,392-2,1,N
3463,392-2-2,392,2,392-2,2,N
3464,392-2-3,392,2,392-2,3,N
3465,392-2-4,392,2,392-2,4,N
3466,392-2-5,392,2,392-2,5,N
3467,392-3-1,392,3,392-3,1,N
3468,392-3-2,392,3,392-3,2,N
3469,392-3-3,392,3,392-3,3,N
3470,392-3-4,392,3,392-3,4,N
3471,392-3-5,392,3,392-3,5,N
3472,393-1-1,393,1,393-1,1,K
3473,393-1-2,393,1,393-1,2,K
3474,393-1-3,393,1,393-1,3,K
3475,393-1-4,393,1,393-1,4,K
3476,393-1-5,393,1,393-1,5,K
3477,393-1-6,393,1,393-1,6,K
3478,393-1-7,393,1,393-1,7,K
3479,393-1-8,393,1,393-1,8,K
3480,393-2-1,393,2,393-2,1,K
3481,393-2-2,393,2,393-2,2,K
3482,393-2-3,393,2,393-2,3,K
3483,393-2-4,393,2,393-2,4,K
3484,393-2-5,393,2,393-2,5,K
3485,393-2-6,393,2,393-2,6,K
3486,393-2-7,393,2,393-2,7,K
3487,393-2-8,393,2,393-2,8,K
3488,393-3-1,393,3,393-3,1,K
3489,393-3-2,393,3,393-3,2,K
3490,393-3-3,393,3,393-3,3,K
3491,393-3-4,393,3,393-3,4,K
3492,393-3-5,393,3,393-3,5,K
3493,393-3-6,393,3,393-3,6,K
3494,393-3-7,393,3,393-3,7,K
3495,393-3-8,393,3,393-3,8,K
3496,394-1-1,394,1,394-1,1,K
3497,394-1-2,394,1,394-1,2,K
3498,394-1-3,394,1,394-1,3,K
3499,394-1-4,394,1,394-1,4,K
3500,394-1-5,394,1,394-1,5,K
3501,394-1-6,394,1,394-1,6,K
3502,394-1-7,394,1,394-1,7,K
3503,394-1-8,394,1,394-1,8,K
3504,394-2-1,394,2,394-2,1,K
3505,394-2-2,394,2,394-2,2,K
3506,394-2-3,394,2,394-2,3,K
3507,394-2-4,394,2,394-2,4,K
3508,394-2-5,394,2,394-2,5,K
3509,394-2-6,394,2,394-2,6,K
3510,394-2-7,394,2,394-2,7,K
3511,394-2-8,394,2,394-2,8,K
3512,394-3-1,394,3,394-3,1,K
3513,394-3-2,394,3,394-3,2,K
3514,394-3-3,394,3,394-3,3,K
3515,394-3-4,394,3,394-3,4,K
3516,394-3-5,394,3,394-3,5,K
3517,394-3-6,394,3,394-3,6,K
3518,394-3-7,394,3,394-3,7,K
3519,394-3-8,394,3,394-3,8,K
3520,395-1-1,395,1,395-1,1,N
3521,395-1-2,395,1,395-1,2,N
3522,395-1-3,395,1,395-1,3,N
3523,395-1-4,395,1,395-1,4,N
3524,395-1-5,395,1,395-1,5,N
3525,395-2-1,395,2,395-2,1,N
3526,395-2-2,395,2,395-2,2,N
3527,395-2-3,395,2,395-2,3,N
3528,395-2-4,395,2,395-2,4,N
3529,395-2-5,395,2,395-2,5,N
3530,395-3-1,395,3,395-3,1,N
3531,395-3-2,395,3,395-3,2,N
3532,395-3-3,395,3,395-3,3,N
3533,395-3-4,395,3,395-3,4,N
3534,395-3-5,395,3,395-3,5,N
3535,396-1-1,396,1,396-1,1,N
3536,396-1-2,396,1,396-1,2,N
3537,396-1-3,396,1,396-1,3,N
3538,396-1-4,396,1,396-1,4,N
3539,396-1-5,396,1,396-1,5,N
3540,396-2-1,396,2,396-2,1,N
3541,396-2-2,396,2,396-2,2,N
3542,396-2-3,396,2,396-2,3,N
3543,396-2-4,396,2,396-2,4,N
3544,396-2-5,396,2,396-2,5,N
3545,396-3-1,396,3,396-3,1,N
3546,396-3-2,396,3,396-3,2,N
3547,396-3-3,396,3,396-3,3,N
3548,396-3-4,396,3,396-3,4,N
3549,396-3-5,396,3,396-3,5,N
3550,397-1-1,397,1,397-1,1,K
3551,397-1-2,397,1,397-1,2,K
3552,397-1-3,397,1,397-1,3,K
3553,397-1-4,397,1,397-1,4,K
3554,397-1-5,397,1,397-1,5,K
3555,397-1-6,397,1,397-1,6,K
3556,397-1-7,397,1,397-1,7,K
3557,397-1-8,397,1,397-1,8,K
3558,397-2-1,397,2,397-2,1,K
3559,397-2-2,397,2,397-2,2,K
3560,397-2-3,397,2,397-2,3,K
3561,397-2-4,397,2,397-2,4,K
3562,397-2-5,397,2,397-2,5,K
3563,397-2-6,397,2,397-2,6,K
3564,397-2-7,397,2,397-2,7,K
3565,397-2-8,397,2,397-2,8,K
3566,397-3-1,397,3,397-3,1,K
3567,397-3-2,397,3,397-3,2,K
3568,397-3-3,397,3,397-3,3,K
3569,397-3-4,397,3,397-3,4,K
3570,397-3-5,397,3,397-3,5,K
3571,397-3-6,397,3,397-3,6,K
3572,397-3-7,397,3,397-3,7,K
3573,397-3-8,397,3,397-3,8,K
3574,398-1-1,398,1,398-1,1,K
3575,398-1-2,398,1,398-1,2,K
3576,398-1-3,398,1,398-1,3,K
3577,398-1-4,398,1,398-1,4,K
3578,398-1-5,398,1,398-1,5,K
3579,398-1-6,398,1,398-1,6,K
3580,398-1-7,398,1,398-1,7,K
3581,398-1-8,398,1,398-1,8,K
3582,398-2-1,398,2,398-2,1,K
3583,398-2-2,398,2,398-2,2,K
3584,398-2-3,398,2,398-2,3,K
3585,398-2-4,398,2,398-2,4,K
3586,398-2-5,398,2,398-2,5,K
3587,398-2-6,398,2,398-2,6,K
3588,398-2-7,398,2,398-2,7,K
3589,398-2-8,398,2,398-2,8,K
3590,398-3-1,398,3,398-3,1,K
3591,398-3-2,398,3,398-3,2,K
3592,398-3-3,398,3,398-3,3,K
3593,398-3-4,398,3,398-3,4,K
3594,398-3-5,398,3,398-3,5,K
3595,398-3-6,398,3,398-3,6,K
3596,398-3-7,398,3,398-3,7,K
3597,398-3-8,398,3,398-3,8,K
3770,408-1-1,408,1,408-1,1,P
3771,408-1-2,408,1,408-1,2,P
3772,408-1-3,408,1,408-1,3,P
3773,408-1-4,408,1,408-1,4,P
3774,408-1-5,408,1,408-1,5,P
3775,408-1-6,408,1,408-1,6,P
3776,408-1-7,408,1,408-1,7,P
3777,408-1-8,408,1,408-1,8,P
3778,408-1-9,408,1,408-1,9,P
3779,408-1-10,408,1,408-1,10,P
3780,408-2-1,408,2,408-2,1,P
3781,408-2-2,408,2,408-2,2,P
3782,408-2-3,408,2,408-2,3,P
3783,408-2-4,408,2,408-2,4,P
3784,408-2-5,408,2,408-2,5,P
3785,408-2-6,408,2,408-2,6,P
3786,408-2-7,408,2,408-2,7,P
3787,408-2-8,408,2,408-2,8,P
3788,408-2-9,408,2,408-2,9,P
3789,408-2-10,408,2,408-2,10,P
3790,408-3-1,408,3,408-3,1,P
3791,408-3-2,408,3,408-3,2,P
3792,408-3-3,408,3,408-3,3,P
3793,408-3-4,408,3,408-3,4,P
3794,408-3-5,408,3,408-3,5,P
3795,408-3-6,408,3,408-3,6,P
3796,408-3-7,408,3,408-3,7,P
3797,408-3-8,408,3,408-3,8,P
3798,408-3-9,408,3,408-3,9,P
3799,408-3-10,408,3,408-3,10,P
3800,409-1-1,409,1,409-1,1,P
3801,409-1-2,409,1,409-1,2,P
3802,409-1-3,409,1,409-1,3,P
3803,409-1-4,409,1,409-1,4,P
3804,409-1-5,409,1,409-1,5,P
3805,409-1-6,409,1,409-1,6,P
3806,409-1-7,409,1,409-1,7,P
3807,409-1-8,409,1,409-1,8,P
3808,409-1-9,409,1,409-1,9,P
3809,409-1-10,409,1,409-1,10,P
3810,409-2-1,409,2,409-2,1,P
3811,409-2-2,409,2,409-2,2,P
3812,409-2-3,409,2,409-2,3,P
3813,409-2-4,409,2,409-2,4,P
3814,409-2-5,409,2,409-2,5,P
3815,409-2-6,409,2,409-2,6,P
3816,409-2-7,409,2,409-2,7,P
3817,409-2-8,409,2,409-2,8,P
3818,409-2-9,409,2,409-2,9,P
3819,409-2-10,409,2,409-2,10,P
3820,409-3-1,409,3,409-3,1,P
3821,409-3-2,409,3,409-3,2,P
3822,409-3-3,409,3,409-3,3,P
3823,409-3-4,409,3,409-3,4,P
3824,409-3-5,409,3,409-3,5,P
3825,409-3-6,409,3,409-3,6,P
3826,409-3-7,409,3,409-3,7,P
3827,409-3-8,409,3,409-3,8,P
3828,409-3-9,409,3,409-3,9,P
3829,409-3-10,409,3,409-3,10,P
3830,410-1-1,410,1,410-1,1,P
3831,410-1-2,410,1,410-1,2,P
3832,410-1-3,410,1,410-1,3,P
3833,410-1-4,410,1,410-1,4,P
3834,410-1-5,410,1,410-1,5,P
3835,410-1-6,410,1,410-1,6,P
3836,410-1-7,410,1,410-1,7,P
3837,410-1-8,410,1,410-1,8,P
3838,410-1-9,410,1,410-1,9,P
3839,410-1-10,410,1,410-1,10,P
3840,410-2-1,410,2,410-2,1,P
3841,410-2-2,410,2,410-2,2,P
3842,410-2-3,410,2,410-2,3,P
3843,410-2-4,410,2,410-2,4,P
3844,410-2-5,410,2,410-2,5,P
3845,410-2-6,410,2,410-2,6,P
3846,410-2-7,410,2,410-2,7,P
3847,410-2-8,410,2,410-2,8,P
3848,410-2-9,410,2,410-2,9,P
3849,410-2-10,410,2,410-2,10,P
3850,410-3-1,410,3,410-3,1,P
3851,410-3-2,410,3,410-3,2,P
3852,410-3-3,410,3,410-3,3,P
3853,410-3-4,410,3,410-3,4,P
3854,410-3-5,410,3,410-3,5,P
3855,410-3-6,410,3,410-3,6,P
3856,410-3-7,410,3,410-3,7,P
3857,410-3-8,410,3,410-3,8,P
3858,410-3-9,410,3,410-3,9,P
3859,410-3-10,410,3,410-3,10,P
3860,412-1-1,412,1,412-1,1,P
3861,412-1-2,412,1,412-1,2,P
3862,412-1-3,412,1,412-1,3,P
3863,412-1-4,412,1,412-1,4,P
3864,412-1-5,412,1,412-1,5,P
3865,412-1-6,412,1,412-1,6,P
3866,412-1-7,412,1,412-1,7,P
3867,412-1-9,412,1,412-1,9,P
3868,412-2-1,412,2,412-2,1,P
3869,412-2-2,412,2,412-2,2,P
3870,412-2-3,412,2,412-2,3,P
3871,412-2-4,412,2,412-2,4,P
3872,412-2-5,412,2,412-2,5,P
3873,412-2-6,412,2,412-2,6,P
3874,412-2-7,412,2,412-2,7,P
3875,412-2-8,412,2,412-2,8,P
3876,412-2-9,412,2,412-2,9,P
3877,412-3-1,412,3,412-3,1,P
3878,412-3-2,412,3,412-3,2,P
3879,412-3-3,412,3,412-3,3,P
3880,412-3-4,412,3,412-3,4,P
3881,412-3-5,412,3,412-3,5,P
3882,412-3-6,412,3,412-3,6,P
3883,412-3-7,412,3,412-3,7,P
3884,412-3-8,412,3,412-3,8,P
3885,412-3-9,412,3,412-3,9,P
3886,413-1-1,413,1,413-1,1,P
3887,413-1-2,413,1,413-1,2,P
3888,413-1-3,413,1,413-1,3,P
3889,413-1-4,413,1,413-1,4,P
3890,413-1-5,413,1,413-1,5,P
3891,413-1-6,413,1,413-1,6,P
3892,413-1-7,413,1,413-1,7,P
3893,413-1-8,413,1,413-1,8,P
3894,413-1-9,413,1,413-1,9,P
3895,413-2-1,413,2,413-2,1,P
3896,413-2-2,413,2,413-2,2,P
3897,413-2-3,413,2,413-2,3,P
3898,413-2-4,413,2,413-2,4,P
3899,413-2-5,413,2,413-2,5,P
3900,413-2-6,413,2,413-2,6,P
3901,413-2-7,413,2,413-2,7,P
3902,413-2-8,413,2,413-2,8,P
3903,413-2-9,413,2,413-2,9,P
3904,413-3-1,413,3,413-3,1,P
3905,413-3-2,413,3,413-3,2,P
3906,413-3-3,413,3,413-3,3,P
3907,413-3-4,413,3,413-3,4,P
3908,413-3-5,413,3,413-3,5,P
3910,413-3-7,413,3,413-3,7,P
3911,413-3-8,413,3,413-3,8,P
3912,413-3-9,413,3,413-3,9,P
3913,414-1-1,414,1,414-1,1,P
3914,414-1-2,414,1,414-1,2,P
3915,414-1-3,414,1,414-1,3,P
3916,414-1-4,414,1,414-1,4,P
3917,414-1-5,414,1,414-1,5,P
3918,414-1-6,414,1,414-1,6,P
3919,414-1-7,414,1,414-1,7,P
3920,414-1-8,414,1,414-1,8,P
3921,414-1-9,414,1,414-1,9,P
3922,414-2-1,414,2,414-2,1,P
3923,414-2-2,414,2,414-2,2,P
3924,414-2-3,414,2,414-2,3,P
3925,414-2-4,414,2,414-2,4,P
3926,414-2-5,414,2,414-2,5,P
3927,414-2-6,414,2,414-2,6,P
3928,414-2-7,414,2,414-2,7,P
3929,414-2-8,414,2,414-2,8,P
3930,414-2-9,414,2,414-2,9,P
3931,414-3-1,414,3,414-3,1,P
3932,414-3-2,414,3,414-3,2,P
3933,414-3-3,414,3,414-3,3,P
3934,414-3-4,414,3,414-3,4,P
3935,414-3-5,414,3,414-3,5,P
3936,414-3-6,414,3,414-3,6,P
3937,414-3-7,414,3,414-3,7,P
3938,414-3-8,414,3,414-3,8,P
3939,414-3-9,414,3,414-3,9,P
3941,15002-1-2,15002,1,15002-1,2,N
3946,15002-2-3,15002,2,15002-2,3,N
4004,15009-1-1,15009,1,15009-1,1,N
4005,15009-1-2,15009,1,15009-1,2,N
4006,15009-1-3,15009,1,15009-1,3,N
4007,15009-1-4,15009,1,15009-1,4,N
4008,15009-1-5,15009,1,15009-1,5,N
4009,15009-1-6,15009,1,15009-1,6,N
4010,15009-2-1,15009,2,15009-2,1,N
4011,15009-2-2,15009,2,15009-2,2,N
4012,15009-2-3,15009,2,15009-2,3,N
4013,15009-2-5,15009,2,15009-2,5,N
4014,15009-2-6,15009,2,15009-2,6,N
4015,15009-3-2,15009,3,15009-3,2,N
4016,15009-3-3,15009,3,15009-3,3,N
4017,15009-3-4,15009,3,15009-3,4,N
4018,15009-3-5,15009,3,15009-3,5,N
4019,15009-3-6,15009,3,15009-3,6,N
4086,15014-1-1,15014,1,15014-1,1,N
4087,15014-1-2,15014,1,15014-1,2,N
4088,15014-1-3,15014,1,15014-1,3,N
4089,15014-1-4,15014,1,15014-1,4,N
4090,15014-1-5,15014,1,15014-1,5,N
4091,15014-1-6,15014,1,15014-1,6,N
4092,15014-2-1,15014,2,15014-2,1,N
4093,15014-2-2,15014,2,15014-2,2,N
4094,15014-2-3,15014,2,15014-2,3,N
4095,15014-2-4,15014,2,15014-2,4,N
4096,15014-2-5,15014,2,15014-2,5,N
4097,15014-2-6,15014,2,15014-2,6,N
4098,15014-3-1,15014,3,15014-3,1,N
4099,15014-3-2,15014,3,15014-3,2,N
4100,15014-3-3,15014,3,15014-3,3,N
4101,15014-3-4,15014,3,15014-3,4,N
4102,15014-3-5,15014,3,15014-3,5,N
4103,15014-3-6,15014,3,15014-3,6,N
4104,15015-1-1,15015,1,15015-1,1,N
4105,15015-1-2,15015,1,15015-1,2,N
4106,15015-1-3,15015,1,15015-1,3,N
4107,15015-1-4,15015,1,15015-1,4,N
4108,15015-1-5,15015,1,15015-1,5,N
4109,15015-1-6,15015,1,15015-1,6,N
4110,15015-2-1,15015,2,15015-2,1,N
4111,15015-2-2,15015,2,15015-2,2,N
4112,15015-2-3,15015,2,15015-2,3,N
4113,15015-2-4,15015,2,15015-2,4,N
4114,15015-2-5,15015,2,15015-2,5,N
4115,15015-2-6,15015,2,15015-2,6,N
4116,15015-3-1,15015,3,15015-3,1,N
4117,15015-3-2,15015,3,15015-3,2,N
4118,15015-3-3,15015,3,15015-3,3,N
4119,15015-3-4,15015,3,15015-3,4,N
4120,15015-3-5,15015,3,15015-3,5,N
4121,15015-3-6,15015,3,15015-3,6,N
4122,15016-1-1,15016,1,15016-1,1,K
4123,15016-1-2,15016,1,15016-1,2,K
4124,15016-1-3,15016,1,15016-1,3,K
4125,15016-1-4,15016,1,15016-1,4,K
4126,15016-1-5,15016,1,15016-1,5,K
4127,15016-1-6,15016,1,15016-1,6,K
4128,15016-1-7,15016,1,15016-1,7,K
4129,15016-1-8,15016,1,15016-1,8,K
4130,15016-2-1,15016,2,15016-2,1,K
4131,15016-2-2,15016,2,15016-2,2,K
4132,15016-2-3,15016,2,15016-2,3,K
4133,15016-2-4,15016,2,15016-2,4,K
4134,15016-2-5,15016,2,15016-2,5,K
4135,15016-2-6,15016,2,15016-2,6,K
4136,15016-2-7,15016,2,15016-2,7,K
4137,15016-2-8,15016,2,15016-2,8,K
4138,15016-3-1,15016,3,15016-3,1,K
4139,15016-3-2,15016,3,15016-3,2,K
4140,15016-3-3,15016,3,15016-3,3,K
4141,15016-3-4,15016,3,15016-3,4,K
4142,15016-3-5,15016,3,15016-3,5,K
4143,15016-3-6,15016,3,15016-3,6,K
4144,15016-3-7,15016,3,15016-3,7,K
4145,15016-3-8,15016,3,15016-3,8,K
4164,15019-1-1,15019,1,15019-1,1,K
4165,15019-1-2,15019,1,15019-1,2,K
4166,15019-1-3,15019,1,15019-1,3,K
4167,15019-1-4,15019,1,15019-1,4,K
4168,15019-1-5,15019,1,15019-1,5,K
4169,15019-1-6,15019,1,15019-1,6,K
4170,15019-2-1,15019,2,15019-2,1,K
4171,15019-2-2,15019,2,15019-2,2,K
4172,15019-2-3,15019,2,15019-2,3,K
4173,15019-2-4,15019,2,15019-2,4,K
4174,15019-2-5,15019,2,15019-2,5,K
4175,15019-2-6,15019,2,15019-2,6,K
4176,15019-3-1,15019,3,15019-3,1,K
4177,15019-3-2,15019,3,15019-3,2,K
4178,15019-3-3,15019,3,15019-3,3,K
4179,15019-3-4,15019,3,15019-3,4,K
4180,15019-3-5,15019,3,15019-3,5,K
4181,15019-3-6,15019,3,15019-3,6,K
4182,15020-1-1,15020,1,15020-1,1,K
4183,15020-1-2,15020,1,15020-1,2,K
4184,15020-1-3,15020,1,15020-1,3,K
4185,15020-1-4,15020,1,15020-1,4,K
4186,15020-1-5,15020,1,15020-1,5,K
4187,15020-1-6,15020,1,15020-1,6,K
4188,15020-2-1,15020,2,15020-2,1,K
4189,15020-2-2,15020,2,15020-2,2,K
4190,15020-2-3,15020,2,15020-2,3,K
4191,15020-2-4,15020,2,15020-2,4,K
4192,15020-2-5,15020,2,15020-2,5,K
4193,15020-2-6,15020,2,15020-2,6,K
4194,15020-3-1,15020,3,15020-3,1,K
4195,15020-3-2,15020,3,15020-3,2,K
4196,15020-3-3,15020,3,15020-3,3,K
4197,15020-3-4,15020,3,15020-3,4,K
4198,15020-3-5,15020,3,15020-3,5,K
4199,15020-3-6,15020,3,15020-3,6,K
4218,15027-1-1,15027,1,15027-1,1,K
4219,15027-1-2,15027,1,15027-1,2,K
4220,15027-1-3,15027,1,15027-1,3,K
4221,15027-1-4,15027,1,15027-1,4,K
4222,15027-1-5,15027,1,15027-1,5,K
4223,15027-1-6,15027,1,15027-1,6,K
4224,15027-2-1,15027,2,15027-2,1,K
4225,15027-2-2,15027,2,15027-2,2,K
4226,15027-2-3,15027,2,15027-2,3,K
4227,15027-2-4,15027,2,15027-2,4,K
4228,15027-2-5,15027,2,15027-2,5,K
4229,15027-2-6,15027,2,15027-2,6,K
4230,15027-3-1,15027,3,15027-3,1,K
4231,15027-3-2,15027,3,15027-3,2,K
4232,15027-3-3,15027,3,15027-3,3,K
4233,15027-3-4,15027,3,15027-3,4,K
4234,15027-3-5,15027,3,15027-3,5,K
4235,15027-3-6,15027,3,15027-3,6,K
