,NtotDose,PtotDose,KtotDose,K,ilr_knn,ilr_rf,ilr_nn,ilr_gp
0,0.14125421017441442,-1.4196424282569138,0.0,0.0,0.22024757713211907,0.668675085026665,0.7447394423849425,0.9185422203528867
1,0.14125421017441442,-1.4196424282569138,1.0,0.83,0.22072536292285716,0.668675085026665,0.7474219361742872,0.9184929395043933
2,0.14125421017441442,-1.4196424282569138,2.0,1.66,0.3940247216881082,0.668675085026665,0.7501172849862304,0.9184409223856675
3,0.14125421017441442,-1.4196424282569138,3.0,2.4899999999999998,0.39444174184080194,0.668675085026665,0.7528254008400146,0.9183862239518215
4,0.14125421017441442,-1.4196424282569138,4.0,3.32,0.3948579646765612,0.668675085026665,0.755546193392241,0.9183289012915604
5,0.14125421017441442,-1.4196424282569138,5.0,4.1499999999999995,0.3952733622520327,0.668675085026665,0.7582795699202033,0.9182690135590296
6,0.14125421017441442,-1.4196424282569138,6.0,4.9799999999999995,0.39568790676646926,0.668675085026665,0.7610254353058328,0.9182066219023524
7,0.14125421017441442,-1.4196424282569138,7.0,5.81,0.3961015705668216,0.668675085026665,0.7637836920202805,0.9181417893889361
8,0.14125421017441442,-1.4196424282569138,8.0,6.64,0.3965143261527154,0.668675085026665,0.7665542401091634,0.9180745809276164
9,0.14125421017441442,-1.4196424282569138,9.0,7.47,0.3969261461813117,0.668675085026665,0.7693369771784948,0.918005063187746
10,0.14125421017441442,-1.4196424282569138,10.0,8.299999999999999,0.39733700347204903,0.668675085026665,0.7721317983813215,0.9179333045153009
11,0.14125421017441442,-1.4196424282569138,11.0,9.129999999999999,0.39774687101127026,0.668675085026665,0.7749385964050939,0.9178593748461099
12,0.14125421017441442,-1.4196424282569138,12.0,9.959999999999999,0.39815572195672844,0.668675085026665,0.777757261459785,0.9177833456163177
13,0.14125421017441442,-1.4196424282569138,13.0,10.79,0.3985635296419787,0.668675085026665,0.7805876812667945,0.9177052896701783
14,0.14125421017441442,-1.4196424282569138,14.0,11.62,0.39897026758064824,0.668675085026665,0.7834297410486449,0.9176252811653012
15,0.14125421017441442,-1.4196424282569138,15.0,12.45,0.39937590947059176,0.668675085026665,0.7862833235194994,0.9175433954754734
16,0.14125421017441442,-1.4196424282569138,16.0,13.28,0.39978042919792756,0.668675085026665,0.7891483088765201,0.9174597090911736
17,0.14125421017441442,-1.4196424282569138,17.0,14.11,0.4001838008409595,0.668675085026665,0.7920245747920956,0.9173742995179158
18,0.14125421017441442,-1.4196424282569138,18.0,14.94,0.40058599867398037,0.668675085026665,0.7949119964069449,0.9172872451725584
19,0.14125421017441442,-1.4196424282569138,19.0,15.77,0.4009869971709623,0.668675085026665,0.7978104463241276,0.9171986252777118
20,0.14125421017441442,-1.4196424282569138,20.0,16.599999999999998,0.40138677100913245,0.668675085026665,0.8007197946039776,0.9171085197543952
21,0.14125421017441442,-1.4196424282569138,21.0,17.43,0.401785295072435,0.6781544704748574,0.8036399087599765,0.9170170091130938
22,0.14125421017441442,-1.4196424282569138,22.0,18.259999999999998,0.40218254445488333,0.6781544704748574,0.8065706537555897,0.9169241743433582
23,0.14125421017441442,-1.4196424282569138,23.0,19.09,0.40257849446380023,0.6781544704748574,0.8095118920020767,0.9168300968021188
24,0.14125421017441442,-1.4196424282569138,24.0,19.919999999999998,0.4029731206229511,0.6781544704748574,0.8124634833572977,0.9167348581008588
25,0.14125421017441442,-1.4196424282569138,25.0,20.75,0.40336639867556734,0.6781544704748574,0.8154252851255268,0.9166385399918247
26,0.14125421017441442,-1.4196424282569138,26.0,21.58,0.4037583045872686,0.6696953206721485,0.8183971520582947,0.9165412242534348
27,0.14125421017441442,-1.4196424282569138,27.0,22.41,0.48882718403984166,0.6696953206721485,0.8213789363562662,0.9164429925750559
28,0.14125421017441442,-1.4196424282569138,28.0,23.24,0.48919290292707623,0.6696953206721485,0.824370487672172,0.9163439264413211
29,0.14125421017441442,-1.4196424282569138,29.0,24.07,0.48955745439971077,0.6696953206721485,0.8273716531148022,0.9162441070161691
30,0.14125421017441442,-1.4196424282569138,30.0,24.9,0.48992081602607235,0.6696953206721485,0.8303822772540811,0.9161436150267782
31,0.14125421017441442,-1.4196424282569138,31.0,25.73,0.4902829655717251,0.6696953206721485,0.8334022021272207,0.9160425306475726
32,0.14125421017441442,-1.4196424282569138,32.0,26.56,0.490643881002053,0.6696953206721485,0.836431267245976,0.9159409333844952
33,0.14125421017441442,-1.4196424282569138,33.0,27.389999999999997,0.4910035404847651,0.6696953206721485,0.8394693096049949,0.9158389019597083
34,0.14125421017441442,-1.4196424282569138,34.0,28.22,0.4913619223923238,0.6696953206721485,0.8425161636912895,0.9157365141969279
35,0.14125421017441442,-1.4196424282569138,35.0,29.049999999999997,0.491719005304299,0.6696953206721485,0.8455716614948099,0.9156338469075648
36,0.14125421017441442,-1.4196424282569138,36.0,29.88,0.4920747680096464,0.6696953206721485,0.8486356325201458,0.9155309757778569
37,0.14125421017441442,-1.4196424282569138,37.0,30.709999999999997,0.4924291895089175,0.6696953206721485,0.8517079037993499,0.9154279752571817
38,0.14125421017441442,-1.4196424282569138,38.0,31.54,0.4927822490163987,0.6696953206721485,0.8547882999058831,0.9153249184477354
39,0.14125421017441442,-1.4196424282569138,39.0,32.37,0.4931339259621819,0.6696953206721485,0.8578766429696857,0.91522187699576
40,0.14125421017441442,-1.4196424282569138,40.0,33.199999999999996,0.4934841999941702,0.6696953206721485,0.8609727526933745,0.9151189209845041
