RendVendable,tsizeMS_L,tsizeS_M,PoidsSpec,NoEssai,NoBloc,NoTraitement,ID,ID_bl,DensitePlants,PrecCropFiveClasses,Cultivar,Maturity5,growing.season,temp_moy_5years,prec_tot_5years,sdi_5years,gdd_5years,NtotDose,PtotDose,KtotDose,soilTextIlr1,soilTextIlr2,soilTextIlr3,soilTypeIlr1_3,soilTypeIlr2_3,soil_pH,soil_P1_Fv.AlP,soil_P1_Al.P,soil_K2_FvMgCa.K,soil_K2_Fv.MgCa,soil_K2_Mg.Ca,soil_P,soil_K,soil_Al,ISP1,test_type
27.4863388,-4.356949507194985,1.0259516127300525,1.07726,71,2,1,71-2-1,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.13,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
36.74863388,-3.34757497368484,1.2041896304900155,1.08284,71,2,2,71-2-2,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.12,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
38.98907104,-2.300587348969448,1.2824282724656153,1.08262,71,2,3,71-2-3,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.07,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
38.1420765,-1.980198873637337,1.5080367723602432,1.07965,71,2,4,71-2-4,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.89,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
39.04371585,-2.2989363163929526,1.3582519534785749,1.07262,71,2,5,71-2-5,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.94,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
42.13114754,-2.2205528843134137,1.2528335352127709,1.07686,71,2,6,71-2-6,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.81,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
42.95081967,-2.0247288776755554,1.347334545755242,1.07209,71,2,7,71-2-7,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.83,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
40,-2.975065782609203,1.158130716753512,1.08403,71,2,8,71-2-8,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.05,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
39.28961749,-1.7194589108064289,1.399035781483921,1.07772,71,2,9,71-2-9,71-2,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.92,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
26.39344262,-4.36628731189413,0.9996321440551508,1.08104,71,3,1,71-3-1,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.87,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
37.43169399,-4.281168385376903,1.2245261292514367,1.08344,71,3,2,71-3-2,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.04,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
36.74863388,-3.2650623264806207,1.4010805328234543,1.08125,71,3,3,71-3-3,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.01,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
37.84153005,-1.5505667161203363,1.4165978013297553,1.07711,71,3,4,71-3-4,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.11,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
37.56830601,-2.130745147025501,1.3557107652070566,1.08268,71,3,5,71-3-5,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.04,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
42.34972678,-1.4152473782749608,1.5068270085691737,1.07747,71,3,6,71-3-6,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.42,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
30.81967213,-1.7912776398410613,1.2355331281870936,1.07511,71,3,7,71-3-7,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.12,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
38.36065574,-2.335252867037755,1.23626800270141,1.08103,71,3,8,71-3-8,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.85,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
44.26229508,-1.9050117233484976,1.3894452450882397,1.07626,71,3,9,71-3-9,71-3,36430,LRC,Superior,early mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.73,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
29.42622951,-1.4935724415921092,1.0558988546279982,1.0765,72,1,1,72-1-1,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
40.92896175,-1.087324736642028,1.158760123441859,1.0792,72,1,2,72-1-2,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
45.68306011,-1.550769643008722,1.5241952818428948,1.0793,72,1,3,72-1-3,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
42.78688525,-0.30097769229726273,1.7629046199176952,1.07206,72,1,4,72-1-4,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
40.32786885,-0.6866388188223248,1.2969484831452307,1.07588,72,1,5,72-1-5,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
46.06557377,-0.1867252484418287,1.5864852279017587,1.0736,72,1,6,72-1-6,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
47.54098361,-0.5421921605261313,1.856807243706649,1.07591,72,1,7,72-1-7,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
24.31693989,-2.8482374423780854,1.3551007892619897,1.0774,72,1,8,72-1-8,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
46.31147541,-2.9081775219026755,1.4689677967539967,1.08571,72,1,9,72-1-9,72-1,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.99,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
24.75409836,-2.501016921294809,0.7725956661731268,1.07531,72,2,1,72-2-1,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
43.36065574,-0.7717039191047733,1.3140024965856743,1.0805,72,2,2,72-2-2,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
40.68306011,-0.6193135900480915,1.460019789060662,1.08072,72,2,3,72-2-3,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
39.67213115,-0.27481120118622027,1.5722292179161979,1.07252,72,2,4,72-2-4,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
44.07103825,-0.8003843704715304,1.4720425577224108,1.0777,72,2,5,72-2-5,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
33.08743169,-1.9733672183772915,2.9577555118044794,1.07649,72,2,6,72-2-6,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
42.97814208,-0.7950159840666494,1.7422073341222646,1.07591,72,2,7,72-2-7,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
30.05464481,-1.1838466951059328,1.304124789510837,1.08171,72,2,8,72-2-8,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
49.72677596,-1.4044380704304902,1.390653765054264,1.08139,72,2,9,72-2-9,72-2,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,4.97,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
31.63934426,-1.8940621684960315,1.2407731365929318,1.08237,72,3,1,72-3-1,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,0,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
41.2568306,-1.102274489793594,1.3800418166116843,1.08209,72,3,2,72-3-2,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,70,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
41.66666667,-1.0839264880643555,1.358251953478575,1.07631,72,3,3,72-3-3,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
43.06010929,-0.1096153809180031,1.69374634930699,1.07838,72,3,4,72-3-4,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
43.08743169,-0.8706406640673252,1.6822711367516008,1.0737,72,3,5,72-3-5,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
41.28415301,-0.7110765000146473,1.3962497246411418,1.07751,72,3,6,72-3-6,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,175,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
43.98907104,-0.23374376007249498,1.5760262042554505,1.07469,72,3,7,72-3-7,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,210,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
27.4863388,-3.521284958799141,1.1371971199563007,1.0774,72,3,8,72-3-8,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,105,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
51.93989071,-1.1764635490124813,1.5244687693885117,1.08107,72,3,9,72-3-9,72-3,36430,LRC,Kennebec,mid-season,125,17.207006984126984,441.40000000000003,-0.7180415222900665,2154.2200000000003,140,215,120,2.7544390354259116,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.02,-6.831281952127199,2.506456862029206,-3.1796352379566346,-6.533159316031489,2.191917918442026,39.4562963,122.4755556,1366.296296,2.8878286807563738,N
21.12021858,-2.7142249926180653,1.1869869063204734,1.07608,73,1,1,73-1-1,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,0,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
23.63387978,-4.242184103506913,1.3188593589096167,1.07826,73,1,2,73-1-2,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,70,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
23.68852459,-4.304899526617757,1.1648057258475655,1.07695,73,1,3,73-1-3,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,105,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
26.74863388,-2.5510266904886496,1.380162753496784,1.07497,73,1,4,73-1-4,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,140,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
25.95628415,-2.8663455248238257,1.2324654150993852,1.07822,73,1,5,73-1-5,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,140,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
29.72677596,-1.4281883010638035,1.6214426936412552,1.07708,73,1,6,73-1-6,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,175,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
26.44808743,-2.120326707041176,1.3162453379827321,1.07627,73,1,7,73-1-7,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,210,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
20.6557377,-1.8044459000948536,1.1894713305166067,1.07413,73,1,8,73-1-8,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,105,129,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
26.8852459,-1.7441658648318583,1.4285634949725101,1.07107,73,1,9,73-1-9,73-1,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,105,215,120,2.5326414056253452,0.503193318440905,-0.24959962218664067,-2.384684059784833,-2.4054598201063713,5.17,-6.867963067881677,2.530161691650005,-3.188912421329783,-6.495605041262047,2.155783759394293,37.09740741,124.9385185,1328.407407,2.792622746193405,N
18.55191257,-3.0503518901958304,1.1317590268704132,1.07933,73,2,1,73-2-1,73-2,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,0,215,120,2.4842288469543012,0.5031933184409049,-0.24959962218664078,-2.384684059784833,-2.4054598201063713,5.21,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
24.53551913,-2.930030006425973,1.4073573569531674,1.0714,73,2,2,73-2-2,73-2,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,70,215,120,2.4842288469543012,0.5031933184409049,-0.24959962218664078,-2.384684059784833,-2.4054598201063713,5.21,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
24.04371585,-2.8514984962913283,1.109178952677174,1.07431,73,2,3,73-2-3,73-2,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,105,215,120,2.4842288469543012,0.5031933184409049,-0.24959962218664078,-2.384684059784833,-2.4054598201063713,5.21,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
26.50273224,-1.9091899423622547,1.5065686576354138,1.07178,73,2,4,73-2-4,73-2,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,140,215,120,2.4842288469543012,0.5031933184409049,-0.24959962218664078,-2.384684059784833,-2.4054598201063713,5.21,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
21.2295082,-3.0436128598175474,1.1076265769702278,1.07443,73,2,5,73-2-5,73-2,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,140,215,120,2.4842288469543012,0.5031933184409049,-0.24959962218664078,-2.384684059784833,-2.4054598201063713,5.21,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
23.57923497,-3.0337314697391013,1.3462280860249167,1.07616,73,2,6,73-2-6,73-2,43716,Cereal,Superior,early mid-season,106,17.799109504496563,444.46,-0.71954842004721975,1890.4,175,215,120,2.4842288469543012,0.5031933184409049,-0.24959962218664078,-2.384684059784833,-2.4054598201063713,5.21,-6.900285193440968,2.5848773185530622,-3.2150448079533938,-6.483961990023955,2.191649407959751,34.30444444,122.3751852,1327.222222,2.5846797824336,N
