,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred
1721,236-2-9,236,2,236-2,9,P,0.444627,0.361089
1722,236-2-10,236,2,236-2,10,P,0.444627,0.361089
1723,236-2-11,236,2,236-2,11,P,0.444627,0.361089
1724,236-3-1,236,3,236-3,1,P,0.444627,0.444627
1725,236-3-2,236,3,236-3,2,P,0.444627,0.444627
1726,236-3-3,236,3,236-3,3,P,0.444627,0.444627
1727,236-3-4,236,3,236-3,4,P,0.444627,0.444627
1728,236-3-5,236,3,236-3,5,P,0.444627,0.444627
1729,236-3-6,236,3,236-3,6,P,0.444627,0.444627
1730,236-3-7,236,3,236-3,7,P,0.444627,0.361089
1731,236-3-8,236,3,236-3,8,P,0.444627,0.361089
1732,236-3-9,236,3,236-3,9,P,0.444627,0.361089
1733,236-3-10,236,3,236-3,10,P,0.444627,0.361089
1734,236-3-11,236,3,236-3,11,P,0.444627,0.361089
1735,236-4-1,236,4,236-4,1,P,0.444627,0.444627
1736,236-4-2,236,4,236-4,2,P,0.444627,0.444627
1737,236-4-3,236,4,236-4,3,P,0.444627,0.444627
1738,236-4-4,236,4,236-4,4,P,0.444627,0.444627
1739,236-4-5,236,4,236-4,5,P,0.444627,0.444627
1740,236-4-6,236,4,236-4,6,P,0.444627,0.444627
1741,236-4-7,236,4,236-4,7,P,0.444627,0.361089
1742,236-4-8,236,4,236-4,8,P,0.444627,0.361089
1743,236-4-9,236,4,236-4,9,P,0.444627,0.361089
1744,236-4-10,236,4,236-4,10,P,0.444627,0.361089
1745,236-4-11,236,4,236-4,11,P,0.444627,0.361089
1746,237-4-1,237,4,237-4,1,P,-0.617889,0.388705
1747,237-4-2,237,4,237-4,2,P,0.444627,-0.022882
1748,237-4-3,237,4,237-4,3,P,-1.806525,-0.022882
1749,237-4-4,237,4,237-4,4,P,-2.153438,-0.022882
1750,237-4-5,237,4,237-4,5,P,-2.001608,-0.022882
1751,237-4-6,237,4,237-4,6,P,0.444627,-0.022882
1752,239-1-1,239,1,239-1,1,P,0.588152,0.602614
1753,239-1-2,239,1,239-1,2,P,0.461002,0.635419
1754,239-1-3,239,1,239-1,3,P,0.612966,0.619224
1755,239-1-4,239,1,239-1,4,P,0.812198,0.645918
1756,239-1-5,239,1,239-1,5,P,0.682097,0.635419
1757,239-1-6,239,1,239-1,6,P,1.179061,0.619224
1758,239-1-7,239,1,239-1,7,P,0.802522,0.645918
1759,239-1-8,239,1,239-1,8,P,0.753896,0.635419
1760,239-1-9,239,1,239-1,9,P,0.628909,0.619224
1761,239-1-10,239,1,239-1,10,P,0.29454,0.645918
1762,239-2-1,239,2,239-2,1,P,0.797883,0.637555
1763,239-2-2,239,2,239-2,2,P,0.523597,0.6397
1764,239-2-3,239,2,239-2,3,P,-0.120736,0.645068
1765,239-2-4,239,2,239-2,4,P,0.892612,0.654743
1766,239-2-5,239,2,239-2,5,P,0.701739,0.6397
1767,239-2-6,239,2,239-2,6,P,0.387874,0.645068
1768,239-2-7,239,2,239-2,7,P,0.587447,0.654743
1769,239-2-8,239,2,239-2,8,P,0.628677,0.6397
1770,239-2-9,239,2,239-2,9,P,0.452309,0.645068
1771,239-2-10,239,2,239-2,10,P,0.412114,0.654743
1772,239-3-1,239,3,239-3,1,P,0.449138,0.608599
1773,239-3-2,239,3,239-3,2,P,0.852835,0.6397
1774,239-3-3,239,3,239-3,3,P,1.072426,0.660644
1775,239-3-4,239,3,239-3,4,P,0.740864,0.66139
1776,239-3-5,239,3,239-3,5,P,0.430117,0.6397
1777,239-3-6,239,3,239-3,6,P,0.833324,0.660644
1778,239-3-7,239,3,239-3,7,P,0.790509,0.66139
1779,239-3-8,239,3,239-3,8,P,0.754975,0.6397
1780,239-3-9,239,3,239-3,9,P,0.685175,0.660644
1781,239-3-10,239,3,239-3,10,P,0.747328,0.66139
1782,240-1-1,240,1,240-1,1,P,0.013245,0.764785
1783,240-1-2,240,1,240-1,2,P,1.068699,0.795781
1784,240-1-3,240,1,240-1,3,P,0.945253,0.900033
1785,240-1-4,240,1,240-1,4,P,1.069458,0.948103
1786,240-1-5,240,1,240-1,5,P,1.014389,0.795781
1787,240-1-6,240,1,240-1,6,P,1.128654,0.900033
1788,240-1-7,240,1,240-1,7,P,0.811582,0.948103
1789,240-1-8,240,1,240-1,8,P,0.642134,0.795781
1790,240-1-9,240,1,240-1,9,P,0.773573,0.900033
1791,240-1-10,240,1,240-1,10,P,0.961918,0.948103
1792,240-2-1,240,2,240-2,1,P,0.809784,0.701715
1793,240-2-2,240,2,240-2,2,P,0.374779,0.732389
1794,240-2-3,240,2,240-2,3,P,0.745453,0.774406
1795,240-2-4,240,2,240-2,4,P,0.816192,0.774406
1796,240-2-5,240,2,240-2,5,P,0.627208,0.732389
1797,240-2-6,240,2,240-2,6,P,0.373038,0.774406
1798,240-2-7,240,2,240-2,7,P,0.316147,0.774406
1799,240-2-8,240,2,240-2,8,P,0.157207,0.732389
1800,240-2-9,240,2,240-2,9,P,0.975176,0.774406
1801,240-2-10,240,2,240-2,10,P,1.103077,0.774406
1802,240-3-1,240,3,240-3,1,P,0.41569,0.823177
1803,240-3-2,240,3,240-3,2,P,1.032894,0.871284
1804,240-3-3,240,3,240-3,3,P,1.052923,0.921215
1805,240-3-4,240,3,240-3,4,P,0.889282,0.921215
1806,240-3-5,240,3,240-3,5,P,0.746372,0.871284
1807,240-3-6,240,3,240-3,6,P,0.888926,0.921215
1808,240-3-7,240,3,240-3,7,P,0.847668,0.921215
1809,240-3-8,240,3,240-3,8,P,0.562467,0.871284
1810,240-3-9,240,3,240-3,9,P,1.207256,0.921215
1811,240-3-10,240,3,240-3,10,P,1.44394,0.921215
1812,241-1-1,241,1,241-1,1,P,-0.450048,-0.346767
1813,241-1-2,241,1,241-1,2,P,-0.891531,-0.346767
1814,241-1-3,241,1,241-1,3,P,-2.116713,-0.353256
1815,241-1-4,241,1,241-1,4,P,0.08737,-0.353256
1816,241-1-5,241,1,241-1,5,P,-1.990842,-0.346767
1817,241-1-6,241,1,241-1,6,P,-0.488089,-0.353256
1818,241-1-7,241,1,241-1,7,P,0.347148,-0.353256
1819,241-1-8,241,1,241-1,8,P,-1.244161,-0.346767
1820,241-1-9,241,1,241-1,9,P,0.112332,-0.353256
1821,241-1-10,241,1,241-1,10,P,0.177025,-0.353256
1822,241-3-1,241,3,241-3,1,P,0.065963,-0.354383
1823,241-3-2,241,3,241-3,2,P,-0.463935,-0.354383
1824,241-3-3,241,3,241-3,3,P,0.120302,-0.326098
1825,241-3-4,241,3,241-3,4,P,-0.057323,-0.326098
1826,241-3-5,241,3,241-3,5,P,0.023672,-0.354383
1827,241-3-6,241,3,241-3,6,P,0.03358,-0.326098
1828,241-3-7,241,3,241-3,7,P,-0.120058,-0.326098
1829,241-3-8,241,3,241-3,8,P,-0.094491,-0.354383
1830,241-3-9,241,3,241-3,9,P,0.384357,-0.326098
1831,241-3-10,241,3,241-3,10,P,-0.080462,-0.326098
1832,243-2-1,243,2,243-2,1,P,-0.438052,0.172834
1833,243-2-2,243,2,243-2,2,P,-0.371355,0.283405
1834,243-2-3,243,2,243-2,3,P,0.908439,0.252337
1835,243-2-4,243,2,243-2,4,P,0.763862,0.308599
1836,243-2-5,243,2,243-2,5,P,0.127547,0.283405
1837,243-2-6,243,2,243-2,6,P,0.053955,0.252337
1838,243-2-7,243,2,243-2,7,P,0.201214,0.308599
1839,243-2-8,243,2,243-2,8,P,0.587537,0.333074
1840,243-2-9,243,2,243-2,9,P,0.484082,0.283051
1841,243-2-10,243,2,243-2,10,P,0.373852,0.316591
1842,243-3-1,243,3,243-3,1,P,-0.201401,0.165785
1843,243-3-2,243,3,243-3,2,P,0.54514,0.208315
1844,243-3-3,243,3,243-3,3,P,0.27041,0.219063
1845,243-3-4,243,3,243-3,4,P,0.62992,0.220333
1846,243-3-5,243,3,243-3,5,P,-0.463768,0.208315
1847,243-3-6,243,3,243-3,6,P,-0.12352,0.219063
1848,243-3-7,243,3,243-3,7,P,0.891553,0.220333
1849,243-3-8,243,3,243-3,8,P,0.145112,0.378442
1850,243-3-9,243,3,243-3,9,P,-0.34065,0.294444
1851,243-3-10,243,3,243-3,10,P,0.392891,0.300836
1852,244-2-1,244,2,244-2,1,P,-0.044217,0.018954
1853,244-2-2,244,2,244-2,2,P,0.243957,-0.017167
1854,244-2-3,244,2,244-2,3,P,-0.148115,0.309477
1855,244-2-4,244,2,244-2,4,P,-1.244446,0.349153
1856,244-2-5,244,2,244-2,5,P,-0.62904,-0.017167
1857,244-2-6,244,2,244-2,6,P,-0.695978,0.309477
1858,244-2-7,244,2,244-2,7,P,-1.303196,0.349153
1859,244-2-8,244,2,244-2,8,P,-0.210264,0.377342
1860,244-2-9,244,2,244-2,9,P,-0.379068,0.309665
1861,244-2-10,244,2,244-2,10,P,-0.495945,-0.003767
1862,245-1-1,245,1,245-1,1,P,0.778907,0.307681
1863,245-1-2,245,1,245-1,2,P,0.762572,0.602689
1864,245-1-3,245,1,245-1,3,P,0.369397,0.672097
1865,245-1-4,245,1,245-1,4,P,0.653246,0.654412
1866,245-1-5,245,1,245-1,5,P,0.726619,0.602689
1867,245-1-6,245,1,245-1,6,P,0.446534,0.672097
1868,245-1-7,245,1,245-1,7,P,-0.188571,0.654412
1869,245-1-8,245,1,245-1,8,P,0.641833,0.742924
1870,245-1-9,245,1,245-1,9,P,0.392651,0.619407
1871,245-1-10,245,1,245-1,10,P,0.513731,0.073611
1872,245-3-1,245,3,245-3,1,P,0.303736,0.29524
1873,245-3-2,245,3,245-3,2,P,0.494364,0.345079
1874,245-3-3,245,3,245-3,3,P,0.32963,0.583348
1875,245-3-4,245,3,245-3,4,P,0.828455,0.654412
1876,245-3-5,245,3,245-3,5,P,0.751033,0.345079
1877,245-3-6,245,3,245-3,6,P,0.454092,0.583348
1878,245-3-7,245,3,245-3,7,P,0.351592,0.654412
1879,245-3-8,245,3,245-3,8,P,0.627985,0.668314
1880,245-3-9,245,3,245-3,9,P,0.353983,0.266728
1881,245-3-10,245,3,245-3,10,P,0.513038,0.276078
1882,246-1-1,246,1,246-1,1,P,-0.862671,0.258263
1883,246-1-2,246,1,246-1,2,P,0.302178,0.229507
1884,246-1-3,246,1,246-1,3,P,0.122247,0.229507
1885,246-1-4,246,1,246-1,4,P,-0.062672,0.229507
1886,246-1-5,246,1,246-1,5,P,-0.039036,0.229507
1887,246-1-6,246,1,246-1,6,P,0.118392,0.229507
1888,246-1-7,246,1,246-1,7,P,0.316331,0.229507
1889,246-1-8,246,1,246-1,8,P,0.490061,0.302123
1890,246-1-9,246,1,246-1,9,P,0.097597,0.190968
1891,246-2-1,246,2,246-2,1,P,0.187445,0.285034
1892,246-2-2,246,2,246-2,2,P,0.164305,0.229507
1893,246-2-3,246,2,246-2,3,P,0.758935,0.229507
1894,246-2-4,246,2,246-2,4,P,0.785175,0.229507
1895,246-2-5,246,2,246-2,5,P,0.856899,0.229507
1896,246-2-6,246,2,246-2,6,P,0.280093,0.229507
1897,246-2-7,246,2,246-2,7,P,0.457561,0.229507
1898,246-2-8,246,2,246-2,8,P,0.723846,0.244546
1899,246-2-9,246,2,246-2,9,P,0.260096,0.302123
1900,246-3-1,246,3,246-3,1,P,0.459429,0.347652
1901,246-3-2,246,3,246-3,2,P,0.817724,0.35677
1902,246-3-3,246,3,246-3,3,P,0.649966,0.418758
1903,246-3-4,246,3,246-3,4,P,0.88778,0.339013
1904,246-3-5,246,3,246-3,5,P,0.814821,0.35677
1905,246-3-6,246,3,246-3,6,P,0.77517,0.418758
1906,246-3-7,246,3,246-3,7,P,1.046198,0.339013
1907,246-3-8,246,3,246-3,8,P,0.762044,0.157121
1908,246-3-9,246,3,246-3,9,P,0.279456,0.000821
1909,247-1-1,247,1,247-1,1,P,-1.973299,-0.819463
1910,247-1-2,247,1,247-1,2,P,0.444627,-0.94419
1911,247-1-3,247,1,247-1,3,P,-2.075683,-1.186418
1912,247-1-4,247,1,247-1,4,P,-1.12397,-1.298279
1913,247-1-5,247,1,247-1,5,P,-2.337712,-0.94419
1914,247-1-6,247,1,247-1,6,P,-2.812492,-1.186418
1915,247-1-7,247,1,247-1,7,P,-2.254926,-1.298279
1916,247-1-8,247,1,247-1,8,P,-1.761313,-1.219207
1917,247-1-9,247,1,247-1,9,P,-0.844851,-1.348034
1918,247-2-1,247,2,247-2,1,P,-1.863094,-1.129265
1919,247-2-2,247,2,247-2,2,P,-0.774821,-0.991854
1920,247-2-3,247,2,247-2,3,P,-1.750573,-1.141484
1921,247-2-4,247,2,247-2,4,P,-2.68141,-1.066683
1922,247-2-5,247,2,247-2,5,P,0.444627,-0.991854
1923,247-2-6,247,2,247-2,6,P,0.444627,-1.141484
1924,247-2-7,247,2,247-2,7,P,-2.383945,-1.066683
1925,247-2-8,247,2,247-2,8,P,0.444627,-0.919959
1926,247-2-9,247,2,247-2,9,P,-1.400645,-1.093615
1927,247-3-1,247,3,247-3,1,P,-1.148138,-1.141423
1928,247-3-2,247,3,247-3,2,P,-2.157025,-1.374962
1929,247-3-3,247,3,247-3,3,P,-1.723381,-1.470964
1930,247-3-4,247,3,247-3,4,P,-1.306346,-1.367189
1931,247-3-5,247,3,247-3,5,P,-1.737897,-1.374962
1932,247-3-6,247,3,247-3,6,P,-1.999511,-1.470964
1933,247-3-7,247,3,247-3,7,P,-1.58712,-1.367189
1934,247-3-8,247,3,247-3,8,P,-2.273929,-1.349881
1935,247-3-9,247,3,247-3,9,P,-1.006828,-1.335484
1936,248-1-1,248,1,248-1,1,P,-0.584958,-0.556182
1937,248-1-2,248,1,248-1,2,P,-0.198861,-0.493586
1938,248-1-3,248,1,248-1,3,P,-1.393391,-0.484203
1939,248-1-4,248,1,248-1,4,P,-0.609076,-0.4638
1940,248-1-5,248,1,248-1,5,P,-0.179529,-0.409953
1941,248-1-6,248,1,248-1,6,P,-0.547385,-0.493586
1942,248-1-7,248,1,248-1,7,P,-1.643621,-0.484203
1943,248-1-8,248,1,248-1,8,P,-0.71625,-0.4638
1944,248-1-9,248,1,248-1,9,P,-0.375783,-0.409953
1945,248-1-10,248,1,248-1,10,P,-0.904845,-0.285829
1946,248-1-11,248,1,248-1,11,P,-0.433325,-0.32197
1947,248-2-1,248,2,248-2,1,P,-0.800297,-0.505214
1948,248-2-2,248,2,248-2,2,P,-1.09321,-0.493586
1949,248-2-3,248,2,248-2,3,P,-1.179782,-0.466052
1950,248-2-4,248,2,248-2,4,P,-0.20496,-0.388732
1951,248-2-5,248,2,248-2,5,P,-1.3384,-0.387418
1952,248-2-6,248,2,248-2,6,P,-0.40047,-0.493586
1953,248-2-7,248,2,248-2,7,P,-0.570407,-0.466052
1954,248-2-8,248,2,248-2,8,P,-0.622046,-0.388732
1955,248-2-9,248,2,248-2,9,P,-0.061828,-0.387418
1956,248-2-10,248,2,248-2,10,P,-0.920191,-0.285829
1957,248-2-11,248,2,248-2,11,P,-1.291976,-0.386665
1958,250-1-1,250,1,250-1,1,P,-1.824236,-0.706418
1959,250-1-2,250,1,250-1,2,P,-1.159225,-0.687291
1960,250-1-3,250,1,250-1,3,P,-0.397123,-0.755876
1961,250-1-4,250,1,250-1,4,P,-0.879816,-0.717599
1962,250-1-5,250,1,250-1,5,P,-1.532278,-0.797445
1963,250-1-6,250,1,250-1,6,P,-0.652293,-0.687291
1964,250-1-7,250,1,250-1,7,P,-1.918336,-0.755876
1965,250-1-8,250,1,250-1,8,P,0.444627,-0.717599
1966,250-1-9,250,1,250-1,9,P,-0.709241,-0.797445
1967,250-1-10,250,1,250-1,10,P,-1.815182,-0.739307
1968,250-1-11,250,1,250-1,11,P,-1.960989,-0.667059
1969,250-3-1,250,3,250-3,1,P,0.394154,-0.700485
1970,250-3-2,250,3,250-3,2,P,-0.726433,-0.700485
1971,250-3-3,250,3,250-3,3,P,-0.715962,-0.636939
1972,250-3-4,250,3,250-3,4,P,-0.817288,-0.822194
1973,250-3-5,250,3,250-3,5,P,0.10661,-0.857014
1974,250-3-6,250,3,250-3,6,P,-0.055783,-0.700485
1975,250-3-7,250,3,250-3,7,P,-0.049397,-0.636939
1976,250-3-8,250,3,250-3,8,P,-1.452872,-0.822194
1977,250-3-9,250,3,250-3,9,P,-0.601569,-0.857014
1978,250-3-10,250,3,250-3,10,P,-0.306175,-0.857014
1979,250-3-11,250,3,250-3,11,P,-0.338303,-0.646069
1980,251-1-1,251,1,251-1,1,P,-0.519602,0.014435
1981,251-1-2,251,1,251-1,2,P,0.053085,0.109535
1982,251-1-3,251,1,251-1,3,P,-0.274148,0.109535
1983,251-1-4,251,1,251-1,4,P,-0.227391,0.117695
1984,251-1-5,251,1,251-1,5,P,0.86048,0.183101
1985,251-1-6,251,1,251-1,6,P,0.757698,0.109535
1986,251-1-7,251,1,251-1,7,P,0.574238,0.109535
1987,251-1-8,251,1,251-1,8,P,-0.963817,0.117695
1988,251-1-9,251,1,251-1,9,P,-0.627748,0.183101
1989,251-1-10,251,1,251-1,10,P,-0.112518,0.183101
1990,251-1-11,251,1,251-1,11,P,1.029366,0.006684
1991,251-3-1,251,3,251-3,1,P,0.483776,0.299372
1992,251-3-2,251,3,251-3,2,P,0.480163,0.209825
1993,251-3-3,251,3,251-3,3,P,-0.403013,0.109535
1994,251-3-4,251,3,251-3,4,P,0.74117,0.117695
1995,251-3-5,251,3,251-3,5,P,-0.87127,0.325739
1996,251-3-6,251,3,251-3,6,P,0.389401,0.209825
1997,251-3-7,251,3,251-3,7,P,-0.095505,0.109535
1998,251-3-8,251,3,251-3,8,P,0.191705,0.117695
1999,251-3-9,251,3,251-3,9,P,-0.322617,0.325739
2000,251-3-10,251,3,251-3,10,P,0.23174,0.217548
2001,251-3-11,251,3,251-3,11,P,0.625379,0.041132
2002,253-1-1,253,1,253-1,1,P,0.759075,0.428419
2003,253-1-2,253,1,253-1,2,P,0.858485,0.428419
2004,253-1-3,253,1,253-1,3,P,0.549642,0.428419
2005,253-1-4,253,1,253-1,4,P,1.035207,0.428419
2006,253-1-5,253,1,253-1,5,P,-0.369019,0.428419
2007,253-1-6,253,1,253-1,6,P,0.174767,0.428419
2008,253-1-7,253,1,253-1,7,P,0.549601,0.428419
2009,253-1-8,253,1,253-1,8,P,0.451591,0.428419
2010,253-1-9,253,1,253-1,9,P,0.694707,0.154108
2011,253-3-1,253,3,253-3,1,P,1.17436,0.428419
2012,253-3-2,253,3,253-3,2,P,0.575648,0.428419
2013,253-3-3,253,3,253-3,3,P,-0.361546,0.428419
2014,253-3-4,253,3,253-3,4,P,0.312622,0.428419
2015,253-3-5,253,3,253-3,5,P,1.169401,0.428419
2016,253-3-6,253,3,253-3,6,P,0.379829,0.428419
2017,253-3-7,253,3,253-3,7,P,0.969992,0.428419
2018,253-3-8,253,3,253-3,8,P,0.30773,0.306797
2019,253-3-9,253,3,253-3,9,P,0.603738,0.154108
2020,254-1-1,254,1,254-1,1,P,0.444627,-0.246586
2021,254-1-2,254,1,254-1,2,P,0.444627,-0.246586
2022,254-1-3,254,1,254-1,3,P,0.444627,-0.246586
2023,254-1-4,254,1,254-1,4,P,0.444627,-0.246586
2024,254-1-5,254,1,254-1,5,P,0.444627,-0.246586
2025,254-1-6,254,1,254-1,6,P,-1.34667,-0.246586
2026,254-1-7,254,1,254-1,7,P,0.444627,-0.246586
2027,254-1-8,254,1,254-1,8,P,0.444627,-0.246586
2028,254-1-9,254,1,254-1,9,P,0.444627,-0.246586
2029,254-2-1,254,2,254-2,1,P,0.444627,-0.246586
2030,254-2-2,254,2,254-2,2,P,-1.762924,-0.246586
2031,254-2-3,254,2,254-2,3,P,-1.043795,-0.246586
2032,254-2-4,254,2,254-2,4,P,-1.518715,-0.246586
2033,254-2-5,254,2,254-2,5,P,0.444627,-0.246586
2034,254-2-6,254,2,254-2,6,P,-1.494181,-0.246586
2035,254-2-7,254,2,254-2,7,P,-0.795212,-0.246586
2036,254-2-8,254,2,254-2,8,P,-2.059166,-0.246586
2037,254-2-9,254,2,254-2,9,P,0.444627,-0.246586
2038,254-3-1,254,3,254-3,1,P,0.444627,-0.246586
2039,254-3-2,254,3,254-3,2,P,0.444627,-0.246586
2040,254-3-3,254,3,254-3,3,P,0.444627,-0.246586
2041,254-3-4,254,3,254-3,4,P,0.444627,-0.246586
2042,254-3-5,254,3,254-3,5,P,0.444627,-0.246586
2043,254-3-6,254,3,254-3,6,P,0.444627,-0.246586
2044,254-3-7,254,3,254-3,7,P,0.444627,-0.246586
2045,254-3-8,254,3,254-3,8,P,0.444627,-0.152308
2046,254-3-9,254,3,254-3,9,P,0.444627,-0.152308
2047,255-3-1,255,3,255-3,1,P,1.218,0.71492
2048,255-3-2,255,3,255-3,2,P,1.095315,1.013128
2049,255-3-3,255,3,255-3,3,P,1.679485,1.013128
2050,255-3-4,255,3,255-3,4,P,1.53404,1.385588
2051,255-3-5,255,3,255-3,5,P,1.118154,1.385588
2052,255-3-6,255,3,255-3,6,P,1.125165,1.385588
2053,256-1-1,256,1,256-1,1,P,1.204543,1.065062
2054,256-1-2,256,1,256-1,2,P,1.317356,1.272481
2055,256-1-3,256,1,256-1,3,P,1.135367,1.272481
2056,256-1-4,256,1,256-1,4,P,1.085612,1.373143
2057,256-1-5,256,1,256-1,5,P,1.240429,1.373143
2058,256-1-6,256,1,256-1,6,P,0.992797,1.373143
2059,256-2-1,256,2,256-2,1,P,1.112573,1.021128
2060,256-2-2,256,2,256-2,2,P,1.457385,1.330703
2061,256-2-3,256,2,256-2,3,P,1.160066,1.330703
2062,256-2-4,256,2,256-2,4,P,1.526357,1.399523
2063,256-2-5,256,2,256-2,5,P,1.165175,1.399523
2064,256-2-6,256,2,256-2,6,P,1.269148,1.399523
2065,256-3-1,256,3,256-3,1,P,0.769985,1.026122
2066,256-3-2,256,3,256-3,2,P,0.315865,1.296369
2067,256-3-3,256,3,256-3,3,P,1.557798,1.296369
2068,256-3-4,256,3,256-3,4,P,1.058517,1.372426
2069,256-3-5,256,3,256-3,5,P,1.204857,1.372426
2070,256-3-6,256,3,256-3,6,P,1.058313,1.372426
2071,285-1-1,285,1,285-1,1,P,0.444627,-0.853102
2072,285-1-2,285,1,285-1,2,P,-0.65814,-0.853102
2073,285-1-3,285,1,285-1,3,P,0.444627,-0.778925
2074,285-1-4,285,1,285-1,4,P,-1.424078,-0.778925
2075,285-1-5,285,1,285-1,5,P,-1.657175,-0.853102
2076,285-1-6,285,1,285-1,6,P,-0.187989,-0.778925
2077,285-1-7,285,1,285-1,7,P,-2.580995,-0.778925
2078,285-2-1,285,2,285-2,1,P,-0.978021,-0.853102
2079,285-2-2,285,2,285-2,2,P,-1.592164,-0.853102
2080,285-2-3,285,2,285-2,3,P,-1.540854,-0.853801
2081,285-2-4,285,2,285-2,4,P,-0.943138,-0.853801
2082,285-2-5,285,2,285-2,5,P,0.010454,-0.853102
2083,285-2-6,285,2,285-2,6,P,-1.085793,-0.853801
2084,285-2-7,285,2,285-2,7,P,-0.342084,-0.853801
2085,285-4-1,285,4,285-4,1,P,-0.814989,-0.662501
2086,285-4-2,285,4,285-4,2,P,-0.681446,-0.662501
2087,285-4-3,285,4,285-4,3,P,0.444627,-0.845221
2088,285-4-4,285,4,285-4,4,P,-0.828281,-0.845221
2089,285-4-5,285,4,285-4,5,P,-1.725637,-0.662501
2090,285-4-6,285,4,285-4,6,P,-1.340768,-0.845221
2091,285-4-7,285,4,285-4,7,P,0.444627,-0.845221
2092,286-1-1,286,1,286-1,1,NPK,0.493944,0.03696
2093,286-1-2,286,1,286-1,2,NPK,0.527526,0.03696
2094,286-1-3,286,1,286-1,3,NPK,0.530811,0.03696
2095,286-1-4,286,1,286-1,4,NPK,-0.952614,0.03696
2096,286-1-5,286,1,286-1,5,NPK,0.95751,0.03696
2097,286-1-6,286,1,286-1,6,NPK,0.222964,0.03696
2098,286-1-7,286,1,286-1,7,NPK,0.618105,0.03696
2099,286-1-8,286,1,286-1,8,NPK,-0.473552,0.03696
2100,286-1-9,286,1,286-1,9,NPK,-1.226875,0.03696
2101,286-1-10,286,1,286-1,10,NPK,0.335118,0.03696
2102,286-1-11,286,1,286-1,11,NPK,-0.449092,0.03696
2103,286-1-12,286,1,286-1,12,NPK,-0.260439,0.03696
2104,286-1-13,286,1,286-1,13,NPK,0.339368,0.133966
2105,286-1-14,286,1,286-1,14,NPK,0.069038,0.133966
2106,286-2-1,286,2,286-2,1,NPK,0.140361,0.089987
2107,286-2-2,286,2,286-2,2,NPK,-0.789223,0.089987
2108,286-2-3,286,2,286-2,3,NPK,0.024637,0.089987
2109,286-2-4,286,2,286-2,4,NPK,0.138264,0.089987
2110,286-2-5,286,2,286-2,5,NPK,0.456382,0.089987
2111,286-2-6,286,2,286-2,6,NPK,-0.214771,0.089987
2112,286-2-7,286,2,286-2,7,NPK,-0.378127,0.089987
2113,286-2-9,286,2,286-2,9,NPK,0.774325,0.089987
2114,286-2-10,286,2,286-2,10,NPK,-0.781671,0.089987
2115,286-2-11,286,2,286-2,11,NPK,0.385964,0.089987
2116,286-2-12,286,2,286-2,12,NPK,0.397353,0.089987
2117,286-2-13,286,2,286-2,13,NPK,-0.126404,0.061313
2118,286-2-14,286,2,286-2,14,NPK,0.281901,0.061313
2119,287-2-1,287,2,287-2,1,NPK,0.388852,-0.054886
2120,287-2-2,287,2,287-2,2,NPK,0.489678,-0.054886
2121,287-2-3,287,2,287-2,3,NPK,-1.735334,-0.054886
2122,287-2-4,287,2,287-2,4,NPK,0.376031,-0.054886
2123,287-2-5,287,2,287-2,5,NPK,0.029883,-0.054886
2124,287-2-6,287,2,287-2,6,NPK,0.276138,-0.054886
2125,287-2-7,287,2,287-2,7,NPK,0.141915,-0.054886
2126,287-2-8,287,2,287-2,8,NPK,0.731559,-0.054886
2127,287-2-9,287,2,287-2,9,NPK,-0.325226,-0.054886
2128,287-2-11,287,2,287-2,11,NPK,0.220695,-0.054886
2129,287-2-12,287,2,287-2,12,NPK,-0.310401,-0.054886
2130,287-2-13,287,2,287-2,13,NPK,0.382836,-0.000649
2131,287-2-14,287,2,287-2,14,NPK,0.47237,-0.000649
2132,287-3-1,287,3,287-3,1,NPK,0.462681,-0.236812
2133,287-3-2,287,3,287-3,2,NPK,-0.272522,-0.236812
2134,287-3-3,287,3,287-3,3,NPK,0.526264,-0.236812
2135,287-3-4,287,3,287-3,4,NPK,-0.222023,-0.236812
2136,287-3-5,287,3,287-3,5,NPK,-1.054039,-0.236812
2137,287-3-6,287,3,287-3,6,NPK,-1.622191,-0.236812
2138,287-3-7,287,3,287-3,7,NPK,-0.908724,-0.236812
2139,287-3-8,287,3,287-3,8,NPK,-1.027415,-0.236812
2140,287-3-9,287,3,287-3,9,NPK,-0.235644,-0.236812
2141,287-3-10,287,3,287-3,10,NPK,-0.275684,-0.236812
2142,287-3-11,287,3,287-3,11,NPK,-0.238912,-0.236812
2143,287-3-12,287,3,287-3,12,NPK,-0.37636,-0.236812
2144,287-3-13,287,3,287-3,13,NPK,0.220841,-0.232108
2145,287-3-14,287,3,287-3,14,NPK,-0.349855,-0.232108
2146,292-1-1,292,1,292-1,1,P,1.276736,0.940108
2147,292-1-2,292,1,292-1,2,P,0.412783,1.250818
2148,292-1-3,292,1,292-1,3,P,1.155191,0.886771
2149,292-1-4,292,1,292-1,4,P,1.64842,0.940108
2150,292-1-5,292,1,292-1,5,P,1.281624,1.250818
2151,292-1-6,292,1,292-1,6,P,1.454706,0.886771
2152,292-2-1,292,2,292-2,1,P,0.986852,0.940108
2153,292-2-2,292,2,292-2,2,P,1.195693,1.250818
2154,292-2-3,292,2,292-2,3,P,1.392347,0.886771
2155,292-2-4,292,2,292-2,4,P,1.344411,0.940108
2156,292-2-5,292,2,292-2,5,P,1.258913,1.250818
