X,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred,index,tsizeMS_L,tsizeS_M,RendGros,RendMoy,RendPetit
2271,321-2-5,321,2,321-2,5,K,-0.271725,0.704331,6066,-0.7109662773889553,0.5937219541600215,3.949044118,14.35431618,6.199080882
2272,321-2-6,321,2,321-2,6,K,-0.041749,0.667717,6067,-0.4827194057450036,0.7260310462928178,5.106205882,15.41045588,5.519477941
2273,321-2-7,321,2,321-2,7,K,0.290585,0.623505,6068,-0.15288403722362126,0.7355867169431396,7.686860294,15.59413235,5.510294118
2274,321-2-8,321,2,321-2,8,K,0.31306,0.398204,6069,-0.13057792100208407,0.6217898496529957,7.757460938,14.1293125,5.864445313
2275,321-3-1,321,3,321-3,1,K,0.062229,0.42481,6070,-0.37952347738626657,0.6051996862773242,5.133757353,12.53591912,5.326617647
2276,321-3-2,321,3,321-3,2,K,0.112839,0.537967,6071,-0.3292940283805418,0.580520915635294,6.410308824,14.46452206,6.364389706
2277,321-3-3,321,3,321-3,3,K,0.612734,0.621555,6072,0.16684353039415944,0.7902608333456409,8.1185,11.57217424,3.784848485
2278,321-3-4,321,3,321-3,4,K,0.157269,0.652298,6073,-0.2851978997438554,1.085890950329451,6.713375,20.51666176,4.417419118
2279,321-3-5,321,3,321-3,5,K,-0.135587,0.621555,6074,-0.5758519384000832,0.39290769196840075,4.545992647,12.15019853,6.970522059
2280,321-3-6,321,3,321-3,6,K,0.455852,0.652298,6075,0.011140819169803334,0.7668466334649002,8.489296875,14.40253125,4.869148438
2281,321-3-7,321,3,321-3,7,K,-0.504087,0.658775,6076,-0.9415819539992901,0.19153751713336706,2.837801471,10.29506618,7.852169118
2282,321-3-8,321,3,321-3,8,K,0.352778,0.495718,6077,-0.09115865024558953,0.74590413200051,7.601335938,14.40253125,5.015515625
2283,322-1-1,322,1,322-1,1,K,1.535272,0.501114,6078,1.0824466095273744,0.5820156207035465,14.04344375,5.629282031,2.471653906
2284,322-1-2,322,1,322-1,2,K,1.87319,0.744244,6079,1.4178240623640768,1.010228877089091,19.06561765,6.860316176,1.643904412
2285,322-1-3,322,1,322-1,3,K,1.334002,0.841709,6080,0.8826890671917487,0.8786660432366147,13.96609091,8.81869697,2.545310606
2286,322-1-4,322,1,322-1,4,K,2.064526,0.690808,6081,1.6077212019322542,1.1033024046713167,20.95748529,6.382757353,1.340838235
2287,322-1-5,322,1,322-1,5,K,1.174874,0.841709,6082,0.7247578508163914,0.6884906638380243,11.14637879,7.465613636,2.819712121
2288,322-1-6,322,1,322-1,6,K,1.158791,0.690808,6083,0.7087953114093155,0.9244481435249724,9.422602941,7.604205882,2.057176471
2289,322-1-7,322,1,322-1,7,K,1.62728,0.72139,6084,1.1737622534112846,0.746901283590448,14.34268333,5.776625,2.008808333
2290,322-1-8,322,1,322-1,8,K,1.169369,0.544512,6085,0.7192941259898622,1.0188101983256541,8.165810606,6.954659091,1.646409091
2291,322-2-1,322,2,322-2,1,K,0.838077,0.525264,6086,0.3904924276652946,0.7568581565709813,9.045787879,9.575666667,3.283356061
2292,322-2-2,322,2,322-2,2,K,1.713468,0.898838,6087,1.25930253959788,0.5350072184486268,15.07978258,4.708351515,2.209405303
2293,322-2-3,322,2,322-2,3,K,2.139862,0.776927,6088,1.6824909211094032,0.7323668980812171,21.17789706,4.527625,1.607169118
2294,322-2-4,322,2,322-2,4,K,1.288089,0.649964,6089,0.837121219526032,0.40862366989804927,9.296991935,4.452080645,2.498
2295,322-2-5,322,2,322-2,5,K,1.228775,0.776927,6090,0.7782532426096063,0.5018366010040751,10.37710833,5.704712879,2.805518939
2296,322-2-6,322,2,322-2,6,K,1.599565,0.649964,6091,1.1462556062497429,1.0812535456172365,16.20678226,8.551620968,1.853354839
2297,322-2-7,322,2,322-2,7,K,0.992072,0.734879,6092,0.5433294459184042,0.5678279817373991,9.708136364,7.456151515,3.340128788
2298,322-2-8,322,2,322-2,8,K,1.099719,0.549588,6093,0.6501672165179073,0.8263354153436318,11.59109848,9.376962121,2.914333333
2299,322-3-1,322,3,322-3,1,K,1.563141,0.515571,6094,1.1101059224328849,0.6953977310443011,15.33046774,6.436379032,2.407346774
2300,322-3-2,322,3,322-3,2,K,1.420095,0.937515,6095,0.9681352630255913,0.8682026906633018,12.88490441,7.273588235,2.130647059
2301,322-3-3,322,3,322-3,3,K,1.594403,0.757684,6096,1.1411324813757164,0.7723917674502255,17.58062121,7.503462121,2.516924242
2302,322-3-4,322,3,322-3,4,K,1.662195,0.686663,6097,1.2084155426026315,0.8158391960154678,17.83609848,7.229060606,2.280371212
2303,322-3-5,322,3,322-3,5,K,1.590064,0.757684,6098,1.1368262374301916,0.7038739260257875,15.50229412,6.336838235,2.341875
2304,322-3-6,322,3,322-3,6,K,1.809339,0.686663,6099,1.354452596323332,0.5484485674601582,16.18968939,4.541818182,2.091128788
2305,322-3-7,322,3,322-3,7,K,1.214526,0.908503,6100,0.7641114329582115,0.813066487122329,12.77386364,8.903856061,2.819712121
2306,322-3-8,322,3,322-3,8,K,1.464697,0.365794,6101,1.012401758474698,0.8656807629222913,15.6628629,8.360241935,2.457709677
2307,323-1-1,323,1,323-1,1,K,0.444627,-0.658941,6102,0,2.776327716402663,0,31.4118153,0.619318125
2308,323-1-2,323,1,323-1,2,K,0.444627,-0.784824,6103,0,2.1334169134949303,0,40.99885988,2.006590725
2309,323-1-3,323,1,323-1,3,K,0.444627,-0.784824,6104,0,2.5486174660672924,0,40.97408715,1.114772625
2310,323-1-4,323,1,323-1,4,K,-1.159488,-0.784824,6105,-1.5920562595879042,2.132676459540666,0.8918181,28.31522468,1.3872726
2311,323-1-5,323,1,323-1,5,K,-1.312637,-0.27626,6106,-1.744053775242565,2.533111657283336,0.84227265,42.75772335,1.1890908
2312,323-1-6,323,1,323-1,6,K,-1.224718,-0.27626,6107,-1.6567954098056892,2.3695312864197167,0.817499925,33.22022423,1.164318075
2313,323-1-7,323,1,323-1,7,K,-0.849668,-0.27626,6108,-1.284565117568,1.7657919528389718,1.808408925,30.39613358,2.502045225
2314,323-1-8,323,1,323-1,8,K,-0.70011,-0.07158,6109,-1.1361316384539917,2.0642987541420466,2.254317975,39.01704188,2.105681625
2315,323-3-1,323,3,323-3,1,K,-1.166149,-0.254046,6118,-1.5986667678128181,1.7887139227551705,1.015681725,25.49113403,2.03136345
2316,323-3-2,323,3,323-3,2,K,-1.015721,-0.632651,6119,-1.4493698906613866,2.444593052553395,1.04045445,34.5827241,1.0899999
2317,323-3-3,323,3,323-3,3,K,0.474992,-0.632651,6120,0.03013721294496574,2.131919938090875,6.267499425,27.27477023,1.33772715
2318,323-3-4,323,3,323-3,4,K,-1.355292,-0.632651,6121,-1.786387463143538,2.063225696134127,0.916590825,35.15249678,1.9
2319,323-3-5,323,3,323-3,5,K,-0.875584,-0.678265,6122,-1.3102863639217148,2.1309173324272397,1.6845453,37.82795108,1.857954375
2320,323-3-6,323,3,323-3,6,K,-0.917759,-0.678265,6123,-1.3521445728168182,2.1685972326158334,1.709318025,41.49431438,1.93227255
2321,323-3-7,323,3,323-3,7,K,0.444627,-0.678265,6124,0,1.829436371505981,0,40.50340538,3.047045175
2322,323-3-8,323,3,323-3,8,K,0.218985,-0.102235,6125,-0.22394577853166453,2.3863185974054995,4.682045025,33.2945424,1.13954535
2323,324-3-1,324,3,324-3,1,K,-0.814091,-0.275144,6142,-1.2492550512397216,1.9217330352706115,1.857954375,33.3936333,2.204772525
2324,324-3-2,324,3,324-3,2,K,-0.604694,-0.574367,6143,-1.0414325830569595,2.1865652281029684,2.402954325,40.37954175,1.83318165
2325,324-3-3,324,3,324-3,3,K,0.444627,-0.574367,6144,1.1102230246251565e-16,2.233276082927949,0,37.30772385,1.5854544
2326,324-3-4,324,3,324-3,4,K,-0.946142,-0.574367,6145,-1.3803132944481047,2.062955769967055,1.709318025,39.85931453,2.155227075
2327,324-3-5,324,3,324-3,5,K,0.121831,-0.52564,6146,-0.32036871613831697,2.326569273992104,5.20227225,39.90885998,1.4863635
2328,324-3-6,324,3,324-3,6,K,0.433573,-0.52564,6147,-0.010970305912039069,2.63418821557703,4.880226825,31.85772435,0.767954475
2329,324-3-7,324,3,324-3,7,K,-0.632706,-0.52564,6148,-1.0692342053820378,2.6314498434385385,1.461590775,34.80567863,0.84227265
2330,324-3-8,324,3,324-3,8,K,0.193654,0.011796,6149,-0.24908586283979262,2.3761442235804076,4.40954505,32.1054516,1.114772625
2331,326-1-1,326,1,326-1,1,K,0.444627,-0.631169,6168,0,1.1327378193799371,0,38.6883414,7.7959558
2332,326-1-2,326,1,326-1,2,K,-1.083037,-0.572355,6169,-1.5161800856806047,0.7301718403694196,3.0600948,32.84137455,11.6939337
2333,326-1-3,326,1,326-1,3,K,-0.427134,-0.572355,6170,-0.8652072169273327,0.9074138787901656,6.24769355,34.243918,9.48993685
2334,326-1-4,326,1,326-1,4,K,-0.507326,-0.568617,6171,-0.9447968348392707,0.9646971650801726,4.5537125,28.65195905,7.3223697
2335,326-1-5,326,1,326-1,5,K,-0.84922,-0.568617,6172,-1.2841206015505957,0.9949289348866648,3.64297,35.4825278,8.68848345
2336,326-1-6,326,1,326-1,6,K,-2.0571,-0.515657,6173,-2.482919898992042,0.6532584374781765,0.6921643,22.9871407,9.12563985
2337,326-2-1,326,2,326-2,1,K,-2.0047450000000002,-0.594927,6174,-2.4309587174275604,0.7227899923411941,0.81966825,26.83047405,9.6538705
2338,326-2-2,326,2,326-2,2,K,-1.691178,-0.572355,6175,-2.119748522971207,0.7612458118700536,1.4936177,34.3167774,11.6939337
2339,326-2-3,326,2,326-2,3,K,-2.364344,-0.572355,6176,-2.7878540872658464,0.7185397216470419,0.6921643,34.972512,12.65932075
2340,326-2-4,326,2,326-2,4,K,-0.881226,-0.568617,6177,-1.3158855879480043,0.928362763906061,4.13477095,39.94516605,10.7467615
2341,326-2-5,326,2,326-2,5,K,-1.074539,-0.568617,6178,-1.5077459774117528,1.1057642735258064,3.0965245,42.89597175,8.97992105
2342,326-2-6,326,2,326-2,6,K,-1.67693,-0.568617,6179,-2.1056084532113495,0.8200254960361321,1.3843286,32.58636665,10.21853085
2343,327-1-1,327,1,327-1,1,K,1.029595,0.477364,6186,0.58057099239023,0.7342381373795362,18.20762723,15.02888484,5.320697871
2344,327-1-2,327,1,327-1,2,K,0.959062,0.723127,6187,0.5105674912503991,0.5115352918207492,14.9243011,11.46599832,5.562044968
2345,327-1-3,327,1,327-1,3,K,1.027378,0.985484,6188,0.5783700012833892,0.4915317306949234,14.80862419,10.32346494,5.1515035
2346,327-1-4,327,1,327-1,4,K,1.055705,0.835625,6189,0.6064845909961736,0.5770105122614761,17.39939186,12.44917566,5.504898414
2347,327-1-5,327,1,327-1,5,K,1.040303,0.985484,6190,0.5911981127646123,0.8644288599787339,18.86027,16.84803858,4.961694065
2348,327-1-6,327,1,327-1,6,K,0.742426,0.835625,6191,0.29555999853794224,0.44228545411952225,12.11763548,11.53538561,6.171446387
2349,327-1-7,327,1,327-1,7,K,1.293633,0.511517,6192,0.8426241750263724,0.9230724325178412,22.73087406,15.555826,4.216534903
2350,327-1-8,327,1,327-1,8,K,1.115662,0.324295,6193,0.665990591435565,0.8455620084461863,19.84952493,15.96524453,4.8288526
2351,327-2-1,327,2,327-2,1,K,0.852446,0.632306,6194,0.40475313046237643,0.6303720073586854,20.89660021,19.87787843,8.150887643
2352,327-2-2,327,2,327-2,2,K,1.293189,0.862939,6195,0.8421830330039313,1.093963525147527,23.35900069,18.04867103,3.841926759
2353,327-2-3,327,2,327-2,3,K,0.74068,0.992945,6196,0.2938272078098199,0.5927463510050867,14.91849089,15.82946444,6.845579481
2354,327-2-4,327,2,327-2,4,K,0.63475,0.86223,6197,0.1886940497952031,0.7436403703018142,11.35916062,15.25268572,5.328604069
2355,327-2-5,327,2,327-2,5,K,1.175407,0.992945,6198,0.7252867008001671,1.1015073821240144,23.00084521,20.61714757,4.342092857
2356,327-2-6,327,2,327-2,6,K,1.607892,0.86223,6199,1.1545204991024887,1.196067529716917,31.43199172,17.80680379,3.280794759
2357,327-2-7,327,2,327-2,7,K,0.61568,0.762888,6200,0.1697673360232318,0.5337218288254353,13.841256,16.397524,7.708577724
2358,327-2-8,327,2,327-2,8,K,1.055801,0.474921,6201,0.6065795611369789,0.6550998116825069,18.938205,14.31777286,5.669214571
2359,327-3-1,327,3,327-3,1,K,1.109979,0.755861,6202,0.660350077508945,1.0725436559137067,21.73035627,20.66316633,4.533738733
2360,327-3-2,327,3,327-3,2,K,1.524416,0.862939,6203,1.0716715266633037,0.7821634980851363,29.58758978,13.84471978,4.580268815
2361,327-3-3,327,3,327-3,3,K,1.061754,0.992945,6204,0.6124881709259804,0.5280500159533495,20.22440124,13.8756549,6.575564069
2362,327-3-4,327,3,327-3,4,K,1.465208,1.035768,6205,1.0129088871485703,0.6389326461123993,20.512492,9.321026,3.776076452
2363,327-3-5,327,3,327-3,5,K,0.220322,0.992945,6206,-0.22261848967247738,0.362596526929991,8.695319286,14.75866229,8.837829
2364,327-3-6,327,3,327-3,6,K,0.963215,1.035768,6207,0.5146899911485003,0.663840349555366,21.17048607,18.02302543,7.048664071
2365,327-3-7,327,3,327-3,7,K,0.776142,0.89199,6208,0.3290231960427308,0.4948893876177376,15.88046559,15.0602669,7.479610069
2366,327-3-8,327,3,327-3,8,K,1.385697,0.566337,6209,0.9339960149856037,0.7014728941640817,26.675352,13.955161,5.174884
2367,328-1-1,328,1,328-1,1,K,1.108286,0.500218,6210,0.6586698961584663,1.1689273955589492,23.06876,23.53134194,4.505145806
2368,328-1-2,328,1,328-1,2,K,0.897186,0.666192,6211,0.44915724124133444,1.0577965831321336,6.63047,8.08126,1.81049
2369,328-1-3,328,1,328-1,3,K,0.462923,0.728184,6212,0.01815853221773267,0.934301761437637,9.071634,17.176874,4.582578
2370,328-1-4,328,1,328-1,4,K,0.718501,0.669972,6213,0.27181512406130426,1.161317092130258,15.75704,25.67604,4.968946667
2371,328-1-5,328,1,328-1,5,K,-0.213369,0.728184,6214,-0.6530496772987752,0.7213182856802683,3.883760833,14.39199667,5.189172083
2372,328-1-6,328,1,328-1,6,K,0.311926,0.669972,6215,-0.13170355462885314,1.2802446618239796,7.689586667,22.34136667,3.654285556
2373,328-1-7,328,1,328-1,7,K,0.833686,0.588053,6216,0.38613488094951,1.0811182805157724,15.71364438,21.03270813,4.5591975
2374,328-1-8,328,1,328-1,8,K,0.847767,0.439714,6217,0.40010980588398787,1.272476653338811,16.65860625,25.09507,4.15003875
2375,328-2-1,328,2,328-2,1,K,0.874689,0.697793,6218,0.4268287571415126,1.0150697060713303,19.40061933,23.57793533,5.61132
2376,328-2-2,328,2,328-2,2,K,0.82776400000000006,0.681419,6219,0.3802571067105573,1.350113324837507,17.60217643,28.70234714,4.253024286
2377,328-2-3,328,2,328-2,3,K,1.201231,0.69005,6220,0.7509167102635117,1.3478362941025885,22.80001862,23.57399379,3.504387586
2378,328-2-4,328,2,328-2,4,K,0.70623,0.666126,6221,0.2596362324462341,1.2886321500529148,17.12420069,30.99125586,5.00933931
2379,328-2-5,328,2,328-2,5,K,0.651509,0.69005,6222,0.20532729986886208,1.1726756647461274,25.22867286,44.95736143,8.561716429
2380,328-2-6,328,2,328-2,6,K,0.957932,0.666126,6223,0.5094468526554783,1.2986535655506057,19.43179333,26.08224667,4.156533333
2381,328-2-7,328,2,328-2,7,K,0.630504,0.691802,6224,0.1844795421280711,1.0735379352793757,16.17823103,27.57286552,6.041306207
2382,328-2-8,328,2,328-2,8,K,0.844127,0.73554,6225,0.39649741284802714,1.1921282979097976,18.361486,26.248508,4.863144
2383,328-3-1,328,3,328-3,1,K,1.218439,0.573792,6226,0.7679953593279993,1.0633651468272622,29.8771616,24.7396864,5.4990936
2384,328-3-2,328,3,328-3,2,K,0.420146,0.730342,6227,-0.024296805917228603,0.9781996068572435,12.126686,24.94959133,6.255582667
2385,328-3-3,328,3,328-3,3,K,0.689278,0.705195,6228,0.24281182596506456,1.1577570570832334,15.55475103,26.19690966,5.095336552
2386,328-3-4,328,3,328-3,4,K,0.947379,0.666126,6229,0.49897262376728935,1.1429043213961108,21.70112645,26.4275071,5.249299355
2387,328-3-5,328,3,328-3,5,K,0.988303,0.705195,6230,0.5395895462085001,1.0794899295938731,22.18382065,24.57717935,5.339804516
2388,328-3-6,328,3,328-3,6,K,0.523497,0.666126,6231,0.07827697093709446,1.202610070241207,14.85635938,31.59290063,5.76719
2389,328-3-7,328,3,328-3,7,K,0.584645,0.667179,6232,0.13896553485601415,1.2849077488831766,13.04279935,27.29233419,4.434752903
2390,328-3-8,328,3,328-3,8,K,0.570189,0.60547,6233,0.12461839480642461,1.2575030731039922,13.50223875,28.20272813,4.763776875
2391,330-3-1,330,3,330-3,1,K,0.444627,0.026758,6274,1.3877787807814457e-17,-0.32746052379959967,0,9.000675,14.30199
2392,330-3-2,330,3,330-3,2,K,0.444627,0.007972,6275,-4.163336342344337e-17,-0.24600151641590207,0,11.907315,16.861815
2393,330-3-3,330,3,330-3,3,K,0.444627,0.007972,6276,2.7755575615628914e-17,-0.6194332405086077,0,7.613415,18.282105
2394,330-3-4,330,3,330-3,4,K,0.444627,0.007972,6277,0,-0.18855546054787004,0,12.105495,15.804855
2395,330-3-5,330,3,330-3,5,K,0.444627,0.030393,6278,4.163336342344337e-17,-0.18618256679820383,0,13.5423,17.621505
2396,330-3-6,330,3,330-3,6,K,0.444627,0.030393,6279,4.5102810375396984e-17,0.01568244640459844,0,16.564545,16.201215
2397,330-3-7,330,3,330-3,7,K,0.444627,0.030393,6280,4.683753385137379e-17,0.05010897793366867,0,19.55376,18.216045
2398,330-3-8,330,3,330-3,8,K,0.444627,0.06017,6281,-2.7755575615628914e-17,0.5047314132836125,0,21.816315,10.685205
2399,331-3-1,331,3,331-3,1,K,-1.441208,-0.276572,6294,-1.871658342909891,1.2402964889820536,0.969728571,23.07124286,3.993
2400,331-3-2,331,3,331-3,2,K,0.41567,-0.007184,6295,-0.028738658299242104,1.443533983225263,7.7319,22.22649,2.88585
2401,331-3-3,331,3,331-3,3,K,-0.342572,-0.05713,6296,-0.7812812255514062,1.2601332682214572,3.77036,23.92896,4.02688
2402,331-3-4,331,3,331-3,4,K,0.234461,-0.06298,6297,-0.20858563506605837,1.4193237468909083,6.4746,22.80465,3.06405
2403,331-3-5,331,3,331-3,5,K,0.294464,-0.078133,6298,-0.1490341526230481,1.5605751789919906,7.060772093,25.54844651,2.811139535
2404,331-3-6,331,3,331-3,6,K,0.303947,-0.250107,6299,-0.13962197699447354,1.2822394960724228,7.906646512,23.22862326,3.788706977
2405,332-1-1,332,1,332-1,1,K,-0.538713,-0.236637,6300,-0.9759476318150252,0.8616117424695723,3.216348837,19.54628372,5.779297674
2406,332-1-2,332,1,332-1,2,K,0.016944,0.002738,6301,-0.4244672321208275,1.0103439652839175,5.543528571,19.04712857,4.563428571
2407,332-1-3,332,1,332-1,3,K,-0.387714,0.001214,6302,-0.8260839664299903,0.8931195078717789,4.158942857,21.51034286,6.082842857
2408,332-1-4,332,1,332-1,4,K,0.444627,0.042124,6303,4.5102810375396984e-17,-0.07004318769232992,0,8.416414286,9.2928
2409,332-1-6,332,1,332-1,6,K,0.463506,-0.168378,6305,0.018737049312712584,1.1808267757248538,9.269162791,20.8784093,3.930530233
2410,332-3-1,332,3,332-3,1,K,0.294464,-0.182478,6312,-0.1490341526230481,1.5605751789919906,7.060772093,25.54844651,2.811139535
2411,332-3-2,332,3,332-3,2,K,0.303947,0.001214,6313,-0.13962197699447354,1.2822394960724228,7.906646512,23.22862326,3.788706977
2412,332-3-3,332,3,332-3,3,K,0.29942,-0.036867,6314,-0.14411499727213178,1.3076573266354572,6.4746,19.4733,3.06405
2413,332-3-4,332,3,332-3,4,K,-1.441208,-0.036587,6315,-1.871658342909891,1.2402964889820536,0.969728571,23.07124286,3.993
2414,332-3-5,332,3,332-3,5,K,-0.342572,-0.172979,6316,-0.7812812255514062,1.2601332682214572,3.77036,23.92896,4.02688
2415,332-3-6,332,3,332-3,6,K,0.41567,-0.192689,6317,-0.028738658299242104,1.443533983225263,7.7319,22.22649,2.88585
2416,333-1-1,333,1,333-1,1,K,-1.085375,-0.714692,6318,-1.5184999464252749,-0.4650864916180324,1.853739643,8.568684643,16.54106143
2417,333-1-2,333,1,333-1,2,K,-1.204012,-0.826179,6319,-1.636245649049294,-0.21381227166539474,2.16269625,13.79286,18.6627075
2418,333-1-3,333,1,333-1,3,K,0.444627,-0.758504,6320,-4.163336342344337e-17,-0.330183647069038,0,12.401475,19.781865
2419,333-1-4,333,1,333-1,4,K,0.444627,-0.809822,6321,0,-0.11140006869344533,0,18.43585125,21.58159125
2420,333-1-5,333,1,333-1,5,K,-1.166648,-0.756468,6322,-1.5991624148468548,-0.23424110844689866,2.1475725,12.90055875,17.967015
2421,333-3-1,333,3,333-3,1,K,0.444627,-0.707029,6330,2.7755575615628914e-17,-0.562319176164766,0,7.87947375,17.4528075
2422,333-3-2,333,3,333-3,2,K,0.444627,-0.826179,6331,-2.7755575615628914e-17,-0.5254750996488663,0,7.81897875,16.43951625
2423,333-3-3,333,3,333-3,3,K,-1.015638,-0.758504,6332,-1.4492874016609658,-0.1642025967180314,3.031867059,15.92797765,20.09145706
2424,333-3-4,333,3,333-3,4,K,0.444627,-0.809822,6333,-4.163336342344337e-17,-0.18348051825012646,0,14.14070625,18.329985
2425,333-3-5,333,3,333-3,5,K,-1.18255,-0.756468,6334,-1.6149440959253458,-0.18249468825470294,2.10220125,13.35427125,17.28644625
2426,333-3-6,333,3,333-3,6,K,0.444627,-0.838012,6335,0,-0.29755016024747794,0,11.41843125,17.3923125
2427,334-2-1,334,2,334-2,1,,0.029876,0.652517,6342,-0.4116329546351544,0.8331560722525466,4.766691406,14.22396328,4.378330469
2428,334-2-2,334,2,334-2,2,,0.7334,0.652517,6343,0.2866022568993976,1.2408456233446032,8.275543382,14.00900441,2.422692647
2429,334-2-3,334,2,334-2,3,,-0.027391,0.652517,6344,-0.4684697693126345,1.2855286149303353,3.604650735,15.87883088,2.577899265
2430,334-2-4,334,2,334-2,4,,-0.526998,0.652517,6345,-0.9643206803310622,0.6479153900465995,2.819712121,14.52435606,5.809742424
2431,334-2-5,334,2,334-2,5,,-0.260064,0.652517,6346,-0.6993930535562604,0.8952494667118112,4.619463235,20.48911029,5.776625
2432,334-2-6,334,2,334-2,6,,0.114554,0.652517,6347,-0.3275916537235256,0.6832281058936751,6.189897059,14.988,5.703154412
2433,334-3-1,334,3,334-3,1,,0.405212,0.499871,6348,-0.039118530614915104,1.352969819838338,6.341513636,17.31757424,2.555718939
2434,334-3-2,334,3,334-3,2,,0.2331,0.499871,6349,-0.2099370190505974,0.48707987835765765,5.822544118,10.62568382,5.335801471
2435,334-3-3,334,3,334-3,3,,-0.002772,0.499871,6350,-0.4440351208463854,0.9725062020756503,4.133638971,14.16329265,3.579854412
2436,334-3-4,334,3,334-3,4,,0.426496,0.499871,6351,-0.01799487159419999,1.3618696652476565,6.720944697,17.99790076,2.6229
2437,334-3-5,334,3,334-3,5,,1.041303,0.499871,6352,0.5921906916851839,1.355659534689638,12.95561985,16.36006324,2.405243382
2438,334-3-6,334,3,334-3,6,,0.08781,0.499871,6353,-0.3541348264345043,0.530364561851308,5.97178125,13.40723438,6.332820313
2439,339-1-1,339,1,339-1,1,N,-0.240039,0.296644,6408,-0.6795188112142093,0.07760930171780508,3.054390938,7.4164125,6.645495938
2440,339-1-2,339,1,339-1,2,N,0.576687,0.589882,6409,0.13106730961340918,0.5374434044521115,13.43736844,16.73572031,7.826266875
2441,339-1-3,339,1,339-1,3,N,1.038709,0.805032,6410,0.5896160872209719,0.6848747503132688,17.112396,13.490064,5.121228
2442,339-1-4,339,1,339-1,4,N,1.284139,0.908829,6411,0.8332010168997391,0.3289567607690686,17.164441,7.80675,4.902639
2443,339-1-5,339,1,339-1,5,N,1.525564,0.908829,6412,1.0728110141765037,0.5276096469741931,26.1526125,10.20732563,4.840185
2444,339-1-6,339,1,339-1,6,N,1.170533,0.921299,6413,0.7204494654572644,0.506466770885185,16.59910219,9.826746563,4.80115125
2445,339-2-1,339,2,339-2,1,N,-1.083374,0.296644,6414,-1.5165140083973307,0.23555028281667395,1.151495625,8.714284688,6.2454
2446,339-2-2,339,2,339-2,2,N,-0.025632,0.607932,6415,-0.4667232470186386,0.1088978017035488,5.825787188,11.14413563,9.553510313
2447,339-2-3,339,2,339-2,3,N,0.732842,0.87707,6416,0.28604860237277935,0.2949499310064833,10.866996,9.430554,6.214173
2448,339-2-4,339,2,339-2,4,N,1.176438,0.908829,6417,0.7263097333140301,0.5411631960244778,16.4722425,9.92237925,4.615740938
2449,339-2-5,339,2,339-2,5,N,0.795357,0.908829,6418,0.34809378180622796,-0.06711614069344234,10.86114094,6.762597188,7.435929375
2450,339-2-6,339,2,339-2,6,N,0.911809,0.786226,6419,0.4636699284749555,0.6020103389672324,15.68180906,13.60326188,5.806270313
2451,340-1-1,340,1,340-1,1,N,-0.053092,-0.008062,6426,-0.49397752247899,0.3294680534205882,4.642414,10.731679,6.734623
2452,340-1-2,340,1,340-1,2,N,0.145909,0.268893,6427,-0.29647194057585685,0.3212341594498697,7.504889,13.542109,8.597834
2453,340-1-3,340,1,340-1,3,N,1.016718,0.396654,6428,0.5677900959356708,0.9667295657556783,14.177058,14.010514,3.570287
2454,340-1-4,340,1,340-1,4,N,0.990141,0.594222,6429,0.541413581564399,0.4378130178279246,17.372621,12.199348,6.568079
2455,340-1-5,340,1,340-1,5,N,1.5135,0.805194,6430,1.0608376487653866,0.5829540465948807,28.760067,11.845442,5.194091
2456,340-1-6,340,1,340-1,6,N,1.128687,0.935221,6431,0.6789177290986657,0.652285229565419,23.243297,16.050678,6.380717
2457,340-2-1,340,2,340-2,1,N,1.065881,0.228722,6432,0.6165837469592172,0.5397709791103021,12.4908,8.597834,4.007465
2458,340-2-2,340,2,340-2,2,N,0.571972,0.198107,6433,0.1263876752933892,0.444985053047203,11.168857,13.104931,6.984439
2459,340-2-3,340,2,340-2,3,N,0.209584,0.418563,6434,-0.233275648657879,0.4778470755405085,8.597834,16.040269,8.160656
2460,340-2-4,340,2,340-2,4,N,0.227983,0.788619,6435,-0.2150153506361332,0.5782844136277393,10.065503,19.714646,8.701924
2461,340-2-5,340,2,340-2,5,N,0.852229,0.872487,6436,0.40453803630483,0.6186516230569741,19.579329,18.475975,7.70266
2462,340-2-6,340,2,340-2,6,N,1.283442,0.897098,6437,0.8325092108663878,0.5881532222963772,25.148144,13.750289,5.985175
2463,340-3-1,340,3,340-3,1,N,0.447969,0.158991,6438,0.003317166563828397,0.42056804857114427,7.359163,9.867732,5.443907
2464,340-3-2,340,3,340-3,2,N,0.298986,0.235948,6439,-0.14454580188712624,0.3513095639055368,9.971822,15.259594,9.284828
2465,340-3-3,340,3,340-3,3,N,0.284982,0.334051,6440,-0.1584442188261056,0.18164215032854475,10.284092,14.197876,10.981495
2466,340-3-4,340,3,340-3,4,N,0.661072,0.446801,6441,0.21481769648950183,0.5439867732486523,13.448428,15.186731,7.036484
2467,340-3-5,340,3,340-3,5,N,1.437889,0.542612,6442,0.9857953935733017,1.0473762783983958,25.481232,15.977815,3.632741
2468,340-3-6,340,3,340-3,6,N,0.902408,0.800398,6443,0.4543393614622654,0.5457224818865555,20.245505,17.07076,7.890022
2469,341-1-1,341,1,341-1,1,N,-0.59905,0.142869,6444,-1.0358307394797548,0.05999014731686114,1.552165588,5.758626176,5.290221176
2470,341-1-2,341,1,341-1,2,N,0.135058,0.164418,6445,-0.30724123819265614,0.2860520958895588,6.514598276,11.61859759,7.752910345
