X,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred,index,tsizeMS_L,tsizeS_M,RendGros,RendMoy,RendPetit
464,34-3-4,34,3,34-3,4,N,-2.046331,-1.333257,753,-2.4722325041649094,0.14166922673419624,0.659215556,15.04919722,12.31692222
465,34-3-5,34,3,34-3,5,N,-0.078713,-1.345806,754,-0.5194059933441679,0.5162591546677028,6.852372222,18.64886111,8.986148889
466,34-3-6,34,3,34-3,6,N,-1.113974,-1.345806,755,-1.546884183935802,0.2599340676351457,1.968972778,15.73443444,10.89440444
467,34-3-7,34,3,34-3,7,N,-2.453714,-1.345806,756,-2.8765523915800273,0.30196117844281656,0.372977222,15.64769556,10.20916722
468,35-3-1,35,3,35-3,1,N,0.444627,-0.870265,771,5.551115123125783e-17,-0.7930723882902575,0,1.170107611,3.591857389
469,35-3-2,35,3,35-3,2,N,-1.577489,-1.302507,772,-2.0069145082748756,0.11406307459014531,1.075562222,13.61887294,11.59005033
470,35-3-3,35,3,35-3,3,N,-2.169052,-1.364761,773,-2.594030965287291,0.10155413008636682,0.419816222,10.81460467,9.3678
471,35-3-4,35,3,35-3,4,N,-1.85375,-1.330612,774,-2.2810989030592173,-0.22649997794845178,0.421551,5.869620611,8.085799222
472,35-3-5,35,3,35-3,5,N,-0.694488,-1.364761,775,-1.1305512997496345,0.6502418959345182,3.068821889,19.40869378,7.737976278
473,35-3-6,35,3,35-3,6,N,-1.064983,-1.364761,776,-1.4982614067161104,0.1790750009004568,2.090407222,14.86444339,11.53887439
474,35-3-7,35,3,35-3,7,N,-1.05915,-1.364761,777,-1.4924723384748158,0.2092702454900715,2.000198778,14.42727939,10.73133533
475,36-1-1,36,1,36-1,1,N,0.444627,0.022022,778,-5.551115123125783e-17,-0.2425664422473377,0,8.020601128,11.30284117
476,36-1-2,36,1,36-1,2,N,0.444627,-0.251575,779,2.7755575615628914e-17,0.6079141108003576,0,13.5347644,5.729000805
477,36-1-3,36,1,36-1,3,N,-0.525269,-0.375167,780,-0.9626048859453092,0.14285439856994112,2.721275383,9.787043043,7.996730291
478,36-1-4,36,1,36-1,4,N,-1.04387,-0.723523,781,-1.4773067775099993,0.5200204244704777,2.255794067,19.89634238,9.536399257
479,36-1-5,36,1,36-1,5,N,-0.329417,-0.591614,782,-0.7682250044795363,1.5629643426650663,4.726425664,36.57012181,4.010300564
480,36-2-1,36,2,36-2,1,N,0.444627,0.11705,783,0,-0.15457300243507738,0,4.738361083,5.896096662
481,36-2-2,36,2,36-2,2,N,0.444627,-0.030267,784,0,0.9047146269722921,0,22.65342402,6.301900886
482,36-2-3,36,2,36-2,3,N,0.444627,-0.371291,785,0,0.5024342708145828,0,20.06343824,9.858655553
483,36-2-4,36,2,36-2,4,N,0.444627,-0.532329,786,0,0.7956576428225302,0,19.08473393,6.194482121
484,36-2-5,36,2,36-2,5,N,-1.51408,-0.496586,787,-1.9439827017799138,0.7927290466554864,1.420314783,26.90482003,8.768951858
485,36-3-1,36,3,36-3,1,N,0.444627,-0.105499,788,0,0.15943522712241756,0,3.843204707,3.067402515
486,36-3-2,36,3,36-3,2,N,0.444627,-0.251575,789,0,0.09860449104942831,0,13.29605604,11.56542038
487,36-3-3,36,3,36-3,3,N,-2.247445,-0.545821,790,-2.6718345551321674,0.5038440658248708,0.560964662,21.12569047,10.35994312
488,36-3-4,36,3,36-3,4,N,-2.296456,-0.762121,791,-2.7204763917051538,0.7384596208248587,0.453545897,21.40020509,7.531248975
489,36-3-5,36,3,36-3,5,N,-0.817676,-0.719135,792,-1.2528137439460787,0.8897619372897221,2.601921199,22.6414886,6.433190488
490,37-1-1,37,1,37-1,1,N,0.444627,0.022022,793,-2.7755575615628914e-17,-0.4888422527804064,0,3.282240045,6.552544671
491,37-1-2,37,1,37-1,2,N,0.444627,-0.251575,794,4.5319650809894085e-17,0.004206477372618001,0,10.06155766,10.00188057
492,37-1-3,37,1,37-1,3,N,-1.36091,-0.375167,795,-1.7919639697036782,0.5040528621650013,1.670958568,21.42407593,10.50316814
493,37-1-4,37,1,37-1,4,N,-0.685248,-0.723523,796,-1.1213814634591865,0.4901290715505698,2.757081638,15.39668966,7.698344832
494,37-1-5,37,1,37-1,5,N,-1.839552,-0.591614,797,-2.267007979678299,0.571495375111362,0.775802192,18.66699429,8.318986586
495,37-2-1,37,2,37-2,1,N,0.444627,0.11705,798,-2.7755575615628914e-17,-0.3066973430736982,0,4.439975624,6.85093013
496,37-2-2,37,2,37-2,2,N,0.444627,-0.030267,799,2.7755575615628914e-17,-0.5634887912738393,0,6.659963436,14.77604791
497,37-2-3,37,2,37-2,3,N,0.444627,-0.371291,800,0,-0.27365411702559994,0,10.65832858,15.69507512
498,37-2-4,37,2,37-2,4,N,-0.804737,-0.532329,801,-1.2399717083250166,0.23328881568672521,2.697404546,14.52540413,10.44349105
499,37-2-5,37,2,37-2,5,N,0.444627,-0.496586,802,0,0.347709485456052,0,16.10087935,9.846720134
500,37-3-1,37,3,37-3,1,N,0.444627,-0.105499,803,0,-1.152234371682734,0,1.766441915,9.01124085
501,37-3-2,37,3,37-3,2,N,0.444627,-0.251575,804,-5.551115123125783e-17,-0.6204798241808058,0,5.896096662,14.17927699
502,37-3-3,37,3,37-3,3,N,-2.061637,-0.545821,805,-2.4874233997687174,0.10890376056053508,0.716125101,16.27394291,13.95101212
503,37-3-4,37,3,37-3,4,N,0.444627,-0.762121,806,4.163336342344337e-17,0.22601513737280177,0,16.44700648,11.94735376
504,37-3-5,37,3,37-3,5,N,-1.675278,-0.719135,807,-2.103968942663186,0.5462206408988611,1.002575141,19.40699023,8.963499177
505,38-2-1,38,2,38-2,1,N,0.444627,0.115809,813,0,0.16871034794323517,0,7.590926067,5.979644591
506,38-2-2,38,2,38-2,2,N,-2.222816,-0.030267,814,-2.6473904611747767,0.5033039447716983,0.513222989,18.75054222,9.202207544
507,38-2-3,38,2,38-2,3,N,-0.548861,-0.507428,815,-0.9860187969512626,1.3380963774117762,2.995790004,25.81630988,3.89094638
508,38-2-4,38,2,38-2,4,N,0.444627,-0.465892,816,0,1.0982464034276753,0,28.03629769,5.931902917
509,38-2-5,38,2,38-2,5,N,0.444627,-0.497828,817,5.551115123125783e-17,0.8506333952885115,0,23.96632004,7.197057262
510,38-3-1,38,3,38-3,1,N,0.444627,-0.105499,818,4.163336342344337e-17,-0.37380738033697647,0,4.249008931,7.20899268
511,38-3-2,38,3,38-3,2,N,-2.141987,-0.251575,819,-2.567168528219106,0.6384777888736117,0.572900081,20.87504668,8.462211606
512,38-3-3,38,3,38-3,3,N,0.444627,-0.686213,820,-5.551115123125783e-17,0.5657837254429998,0,19.52634441,8.772532483
513,38-3-4,38,3,38-3,4,N,-1.460562,-0.81441,821,-1.890866313088021,0.6302166856055391,1.145800161,18.12990047,7.435765629
514,38-3-5,38,3,38-3,5,N,0.444627,-0.719135,822,0,1.026424553901229,0,27.57081638,6.457061324
515,46-1-1,46,1,46-1,1,NPK,0.444627,0.444627,1087,-2.7755575615628914e-17,-0.8207700030129632,0,1.288181818,4.112272727
516,46-1-2,46,1,46-1,2,NPK,0.444627,0.349292,1088,0,0.38200702039621964,0,11.938095240000001,6.955238095
517,46-1-3,46,1,46-1,3,NPK,0.444627,0.444627,1089,0,-0.14761194447061265,0,5.549090909,6.837272727
518,46-1-4,46,1,46-1,4,NPK,0.444627,0.444627,1090,2.7755575615628914e-17,0.38012863619392034,0,10.24093023,5.982325581
519,46-1-5,46,1,46-1,5,NPK,0.444627,0.349292,1091,0,0.7301968729237206,0,20.07627907,7.148372093
520,46-1-6,46,1,46-1,6,NPK,0.444627,0.131505,1092,0,0.05701383196342337,0,7.035454545,6.490454545
521,46-1-7,46,1,46-1,7,NPK,0.444627,0.444627,1093,-4.5102810375396984e-17,0.04747465627615929,0,8.834736842,8.261052632
522,46-1-8,46,1,46-1,8,NPK,0.444627,0.444627,1094,-4.5102810375396984e-17,0.08039987057321998,0,10.84930233,9.683255814
523,46-1-9,46,1,46-1,9,NPK,0.444627,0.444627,1095,-4.5319650809894085e-17,0.005218523916033278,0,7.412,7.3575
524,46-1-10,46,1,46-1,10,NPK,0.444627,0.444627,1096,-5.551115123125783e-17,0.9162550750589598,0,29.58571429,8.097142857
525,46-1-11,46,1,46-1,11,NPK,0.444627,0.444627,1097,0,0.2123539378433669,0,11.08553191,8.209787234
526,46-2-1,46,2,46-2,1,NPK,0.444627,0.444627,1098,2.7755575615628914e-17,-0.4983038075830585,0,2.18,4.410697674
527,46-2-2,46,2,46-2,2,NPK,0.444627,0.349292,1099,4.5102810375396984e-17,0.10524975263061723,0,9.531162791,8.213023256
528,46-2-3,46,2,46-2,3,NPK,0.444627,0.444627,1100,5.551115123125783e-17,-0.8820859518708055,0,1.308,4.553777778
529,46-2-4,46,2,46-2,4,NPK,0.444627,0.444627,1101,-2.7755575615628914e-17,0.6349405896653855,0,16.4808,6.7144
530,46-2-5,46,2,46-2,5,NPK,0.444627,0.349292,1102,4.163336342344337e-17,0.3416947795169215,0,13.89116279,8.567906977
531,46-2-6,46,2,46-2,6,NPK,0.444627,0.19473,1103,-5.551115123125783e-17,0.8524769104157919,0,22.01268293,6.593170732
532,46-2-7,46,2,46-2,7,NPK,0.444627,0.444627,1104,-5.551115123125783e-17,1.01786368404428,0,25.45023256,6.033023256
533,46-2-8,46,2,46-2,8,NPK,0.444627,0.444627,1105,2.7755575615628914e-17,0.3062044140868744,0,11.84136364,7.679545455
534,46-2-9,46,2,46-2,9,NPK,0.444627,0.444627,1106,0,0.25350352631239476,0,17.004,11.881
535,46-2-10,46,2,46-2,10,NPK,0.444627,0.444627,1107,0,0.1343117384780422,0,12.01534884,9.936744186
536,46-2-11,46,2,46-2,11,NPK,0.444627,0.444627,1108,0,0.2636158748427896,0,11.94045455,8.224545455
537,46-3-1,46,3,46-3,1,NPK,0.444627,0.444627,1109,0,0,0,0,2.535918367
538,46-3-2,46,3,46-3,2,NPK,0.444627,0.349292,1110,0,0.6377970134789277,0,20.9187234,8.488085106
539,46-3-3,46,3,46-3,3,NPK,0.444627,0.444627,1111,0,-0.15883310868351247,0,6.006122449,7.51877551
540,46-3-4,46,3,46-3,4,NPK,0.444627,0.444627,1112,0,0.3578127850798179,0,13.1273913,7.914347826
541,46-3-5,46,3,46-3,5,NPK,0.444627,0.349292,1113,-5.551115123125783e-17,1.5557369452373533,0,37.387,4.142
542,46-3-6,46,3,46-3,6,NPK,0.444627,0.108927,1114,0,0.36227078235941557,0,10.99909091,6.589545455
543,46-3-7,46,3,46-3,7,NPK,0.444627,0.444627,1115,0,1.0768316304152945,0,24.5904,5.3628
544,46-3-8,46,3,46-3,8,NPK,0.444627,0.444627,1116,0,0.6518693991710256,0,13.63767442,5.424651163
545,46-3-9,46,3,46-3,9,NPK,0.444627,0.444627,1117,5.551115123125783e-17,0.8745232402766181,0,23.93458333,6.94875
546,46-3-10,46,3,46-3,10,NPK,0.444627,0.444627,1118,0,0.5909077981463299,0,19.76863636,8.571363636
547,46-3-11,46,3,46-3,11,NPK,0.444627,0.444627,1119,0,0.23430487803289263,0,11.08956522,7.96173913
548,47-1-1,47,1,47-1,1,NPK,0.444627,0.444627,1120,0,-1.1296762362571662,0,2.058888889,10.17333333
549,47-1-12,47,1,47-1,12,NPK,0.444627,0.444627,1121,5.551115123125783e-17,-0.5419821121578459,0,3.255844156,7.007142857
550,47-1-2,47,1,47-1,2,NPK,0.444627,0.349292,1122,4.163336342344337e-17,-0.260020685636944,0,13.48875,19.48375
551,47-1-13,47,1,47-1,13,NPK,0.444627,0.349292,1123,2.7755575615628914e-17,0.5615298274367195,0,18.37428571,8.304761905
552,47-1-3,47,1,47-1,3,NPK,0.444627,0.444627,1124,0,-0.73641909718399845,0,4.905,13.8975
553,47-1-14,47,1,47-1,14,NPK,0.444627,0.444627,1125,-5.551115123125783e-17,-0.7336406781649196,0,3.892857143,10.98650794
554,47-1-4,47,1,47-1,4,NPK,0.444627,0.444627,1126,0,-0.5522564321028816,0,4.855454545,10.60272727
555,47-1-15,47,1,47-1,15,NPK,0.444627,0.444627,1127,-4.5102810375396984e-17,0.0725874484420771,0,7.093650794,6.401587302
556,47-1-5,47,1,47-1,5,NPK,0.444627,0.349292,1128,0,-0.26534275950444336,0,11.62666667,16.92095238
557,47-1-16,47,1,47-1,16,NPK,0.444627,0.349292,1129,0,0.02910315250219803,0,10.16240602,9.752631579
558,47-1-6,47,1,47-1,6,NPK,0.444627,0.108927,1130,-4.5102810375396984e-17,-0.06848316877933376,0,11.69272727,12.88181818
559,47-1-17,47,1,47-1,17,NPK,0.444627,0.108927,1131,0,-0.08240185174794878,0,7.699206349,8.650793651
560,47-1-7,47,1,47-1,7,NPK,0.444627,0.444627,1132,-2.7755575615628914e-17,-0.5379709606292682,0,4.954545455,10.60272727
561,47-1-18,47,1,47-1,18,NPK,0.444627,0.444627,1133,4.163336342344337e-17,-0.1396754924836331,0,10.42087912,12.6967033
562,47-1-8,47,1,47-1,8,NPK,0.444627,0.444627,1134,-5.551115123125783e-17,0.25945971241686616,0,16.06315789,11.12947368
563,47-1-19,47,1,47-1,19,NPK,0.444627,0.444627,1135,2.7755575615628914e-17,0.4513254484503928,0,23.35714286,12.33736264
564,47-1-9,47,1,47-1,9,NPK,0.444627,0.444627,1136,0,-0.3117400702666484,0,7.681904762,11.938095240000001
565,47-1-20,47,1,47-1,20,NPK,0.444627,0.444627,1137,-4.163336342344337e-17,-0.37424285799134893,0,4.184821429,7.104464286
566,47-1-10,47,1,47-1,10,NPK,0.444627,0.444627,1138,0,-0.20772047920006373,0,7.772173913,10.42608696
567,47-1-21,47,1,47-1,21,NPK,0.444627,0.444627,1139,0,-0.841162960309535,0,4.015789474,13.19473684
568,47-1-11,47,1,47-1,11,NPK,0.444627,0.444627,1140,4.5102810375396984e-17,-0.047795674522527226,0,12.4696,13.3416
569,47-1-22,47,1,47-1,22,NPK,0.444627,0.444627,1141,0,-0.05240224967205907,0,9.109285714,9.81
570,47-2-1,47,2,47-2,1,NPK,0.444627,0.444627,1142,0,-1.8989899521806597,0,0.688421053,10.09684211
571,47-2-12,47,2,47-2,12,NPK,0.444627,0.444627,1143,0,-1.7270001510906194,0,0.83047619,9.55047619
572,47-2-2,47,2,47-2,2,NPK,0.444627,0.349292,1144,2.7755575615628914e-17,0.8239114729854233,0,32.155,10.028
573,47-2-13,47,2,47-2,13,NPK,0.444627,0.349292,1145,-2.7755575615628914e-17,0.6959358640057958,0,25.69285714,9.602380952
574,47-2-3,47,2,47-2,3,NPK,0.444627,0.444627,1146,-4.5102810375396984e-17,-0.02800789039589216,0,9.81,10.20636364
575,47-2-14,47,2,47-2,14,NPK,0.444627,0.444627,1147,-4.5102810375396984e-17,0.013598626454175627,0,11.67857143,11.45612245
576,47-2-4,47,2,47-2,4,NPK,0.444627,0.444627,1148,0,-0.8527501357549129,0,5.19047619,17.33619048
577,47-2-15,47,2,47-2,15,NPK,0.444627,0.444627,1149,0,-0.7677121140172661,0,4.76302521,14.10588235
578,47-2-5,47,2,47-2,5,NPK,0.444627,0.349292,1150,4.163336342344337e-17,-0.2827678041062601,0,11.37391304,16.96608696
579,47-2-16,47,2,47-2,16,NPK,-1.36674,0.349292,1151,-1.797750195748175,0.6116455538983514,1.557142857,21.69619048,9.135238095
580,47-2-6,47,2,47-2,6,NPK,0.444627,0.237612,1152,-4.163336342344337e-17,0.1559939046934699,0,17.89416667,14.35166667
581,47-2-17,47,2,47-2,17,NPK,0.444627,0.237612,1153,0,-0.1901336403331232,0,10.45510204,13.68061224
582,47-2-7,47,2,47-2,7,NPK,0.444627,0.444627,1154,4.163336342344337e-17,0.17838900128352836,0,17.92444444,13.92777778
583,47-2-18,47,2,47-2,18,NPK,0.444627,0.444627,1155,0,-0.14189560917975405,0,10.51071429,12.84642857
584,47-2-8,47,2,47-2,8,NPK,0.444627,0.349292,1156,0,-1.389608616626322,0,2.283809524,16.29809524
585,47-2-19,47,2,47-2,19,NPK,0.444627,0.349292,1157,0,-0.5719302947063394,0,4.854621849,10.9
586,47-2-9,47,2,47-2,9,NPK,0.444627,0.444627,1158,0,-0.6369522748628644,0,4.723333333,11.62666667
587,47-2-20,47,2,47-2,20,NPK,0.444627,0.444627,1159,0,-0.3094456391809,0,6.108791209,9.462637363
588,47-2-10,47,2,47-2,10,NPK,0.444627,0.444627,1160,4.5102810375396984e-17,-0.03320360116542464,0,11.336,11.881
589,47-2-21,47,2,47-2,21,NPK,0.444627,0.444627,1161,0,-0.09516961072954196,0,10.80840336,12.36554622
590,47-2-11,47,2,47-2,11,NPK,0.444627,0.349292,1162,-2.7755575615628914e-17,0.5283603705002557,0,23.01111111,10.9
591,47-2-22,47,2,47-2,22,NPK,0.444627,0.349292,1163,-5.551115123125783e-17,1.201279472745441,0,29.32619048,5.363492063
592,49-2-1,49,2,49-2,1,NPK,0.444627,0.26731,1230,0,0.5428869195651361,0,12.82846154,5.953076923
593,49-2-2,49,2,49-2,2,NPK,0.444627,0.295492,1231,0,0.9774905987582352,0,23.1625,5.813333333
594,49-2-3,49,2,49-2,3,NPK,0.444627,-0.068137,1232,0,0.687825423842921,0,14.89666667,5.631666667
595,49-2-4,49,2,49-2,4,NPK,0.444627,0.289692,1233,-5.551115123125783e-17,1.2000616725534634,0,24.83304348,4.549565217
596,49-2-5,49,2,49-2,5,NPK,0.444627,0.137445,1234,0,1.1406585378862688,0,23.6312,4.7088
597,49-2-6,49,2,49-2,6,NPK,0.444627,-0.113933,1235,-5.551115123125783e-17,1.0679766125182812,0,21.8,4.814166667
598,49-2-7,49,2,49-2,7,NPK,0.444627,0.233077,1236,0,1.129507857566742,0,22.43583333,4.541666667
599,49-2-8,49,2,49-2,8,NPK,0.444627,0.363522,1237,0,1.1725443177202832,0,22.89,4.36
600,49-2-9,49,2,49-2,9,NPK,0.444627,0.385086,1238,5.551115123125783e-17,1.053089604156359,0,20.492,4.6216
601,49-2-10,49,2,49-2,10,NPK,0.444627,0.363522,1239,0,0.9457582875291368,0,20.928,5.4936
602,49-2-11,49,2,49-2,11,NPK,0.444627,0.363522,1240,0,0.6863197658814187,0,19.03307692,7.210769231
603,49-3-1,49,3,49-3,1,NPK,0.444627,0.206,1241,0,0.8707739909699848,0,18.2248,5.3192
604,49-3-2,49,3,49-3,2,NPK,0.444627,0.363522,1242,5.551115123125783e-17,1.1954795212048959,0,25.615,4.723333333
605,49-3-3,49,3,49-3,3,NPK,0.444627,0.444627,1243,0,0.997380209587021,0,18.2248,4.4472
606,49-3-4,49,3,49-3,4,NPK,0.444627,0.363522,1244,0,1.1675115080467462,0,22.25416667,4.269166667
607,49-3-5,49,3,49-3,5,NPK,-1.096371,0.268187,1245,-1.52941321343309,1.1866202448973637,1.3952,21.0152,3.924
608,49-3-6,49,3,49-3,6,NPK,0.444627,0.045942,1246,5.551115123125783e-17,1.1108446937115524,0,23.1625,4.814166667
609,49-3-7,49,3,49-3,7,NPK,0.444627,0.290505,1247,-5.551115123125783e-17,0.9548780141757851,0,26.2472,6.8016
610,49-3-8,49,3,49-3,8,NPK,0.444627,0.23691,1248,0,1.0393249737183585,0,24.06384615,5.533846154
611,49-3-9,49,3,49-3,9,NPK,0.444627,0.363522,1249,5.551115123125783e-17,0.910250666391956,0,20.07416667,5.540833333
612,49-3-10,49,3,49-3,10,NPK,0.444627,0.363522,1250,0,0.8334349405925833,0,24.7975,7.63
613,49-3-11,49,3,49-3,11,NPK,0.444627,0.363522,1251,-5.551115123125783e-17,1.3235640122592818,0,26.16,4.024615385
614,50-2-1,50,2,50-2,1,NPK,0.444627,0.295726,1274,0,0.12620638407097573,0,16.19428571,13.54714286
615,50-2-12,50,2,50-2,12,NPK,0.444627,0.295726,1275,0,0,0,5.579761905,5.579761905
616,50-2-2,50,2,50-2,2,NPK,0.444627,0.444627,1276,2.7755575615628914e-17,0.5353041919846515,0,25.74076923,12.07384615
617,50-2-13,50,2,50-2,13,NPK,0.444627,0.444627,1277,0,0,0,8.359398496,8.359398496
618,50-2-3,50,2,50-2,3,NPK,-1.17115,0.295726,1278,-1.6036298853845714,0.8639364522531712,2.279090909,29.92545455,8.819090909
619,50-2-14,50,2,50-2,14,NPK,-0.768717,0.295726,1279,-1.204222319388978,1.1930211322267872,2.433035714,24.71964286,4.574107143
620,50-2-4,50,2,50-2,4,NPK,0.444627,0.295726,1280,0,0.33841237668635965,0,22.17913043,13.74347826
621,50-2-15,50,2,50-2,15,NPK,0.444627,0.295726,1281,5.551115123125783e-17,0.832646199026442,0,21.8,6.715178571
622,50-2-5,50,2,50-2,5,NPK,0.444627,0.444627,1282,2.7755575615628914e-17,0.6610508782551581,0,28.4272,11.1616
623,50-2-16,50,2,50-2,16,NPK,0.444627,0.444627,1283,0,0,0,7.94962406,7.94962406
624,50-2-6,50,2,50-2,6,NPK,0.444627,0.444627,1284,-4.163336342344337e-17,0.27168456690795995,0,15.44956522,10.52086957
625,50-2-17,50,2,50-2,17,NPK,0.444627,0.444627,1285,0,0,0,6.594957983,6.594957983
626,50-2-7,50,2,50-2,7,NPK,0.444627,0.444627,1286,0,0.305259933989002,0,22.79916667,14.80583333
627,50-2-18,50,2,50-2,18,NPK,0.444627,0.444627,1287,0,0.8565558581062612,0,24.91428571,7.419327731
628,50-2-8,50,2,50-2,8,NPK,0.444627,0.444627,1288,0,0.3478662293782182,0,22.44117647,13.72117647
629,50-2-19,50,2,50-2,19,NPK,0.444627,0.444627,1289,2.7755575615628914e-17,0.6858899793762552,0,29.78035714,11.28928571
630,50-2-9,50,2,50-2,9,NPK,0.444627,0.444627,1290,-4.5102810375396984e-17,0.09368399976574818,0,11.9464,10.464
631,50-2-20,50,2,50-2,20,NPK,0.444627,0.444627,1291,0,-0.26075534202680445,0,6.401587302,9.256349206
632,50-2-10,50,2,50-2,10,NPK,0.444627,0.444627,1292,5.551115123125783e-17,0.8793598308083903,0,32.30363636,9.314545455
633,50-2-21,50,2,50-2,21,NPK,0.444627,0.444627,1293,0,0,0,4.854621849,4.854621849
634,50-2-11,50,2,50-2,11,NPK,0.444627,0.335442,1294,5.551115123125783e-17,1.0766850747639813,0,32.06416667,6.994166667
635,50-2-22,50,2,50-2,22,NPK,0.444627,0.335442,1295,0,1.342145989603598,0,33.77053571,5.060714286
636,50-3-1,50,3,50-3,1,NPK,0.444627,0.444627,1296,-5.551115123125783e-17,0.6105814348677137,0,17.23238095,7.266666667
637,50-3-12,50,3,50-3,12,NPK,0.444627,0.444627,1297,0,0.8032731769379199,0,13.05604396,4.192307692
638,50-3-2,50,3,50-3,2,NPK,0.444627,0.335442,1298,0,1.105367046925041,0,28.05565217,5.876521739
639,50-3-13,50,3,50-3,13,NPK,0.444627,0.335442,1299,0,0.7169562139592058,0,19.69327731,7.144537815
640,50-3-3,50,3,50-3,3,NPK,0.444627,0.186541,1300,-5.551115123125783e-17,0.7230378844333718,0,30.64111111,11.02111111
641,50-3-14,50,3,50-3,14,NPK,0.444627,0.186541,1301,0,0.7329023956541245,0,21.43361345,7.602521008
642,50-3-4,50,3,50-3,4,NPK,0.444627,0.186541,1302,0,0.9427736945734853,0,34.58272727,9.116363636
643,50-3-15,50,3,50-3,15,NPK,0.444627,0.186541,1303,5.551115123125783e-17,0.9972976856317384,0,26.16,6.384285714
644,50-3-5,50,3,50-3,5,NPK,0.444627,0.335442,1304,-5.551115123125783e-17,0.7176019471714299,0,29.28782609,10.61565217
645,50-3-16,50,3,50-3,16,NPK,0.444627,0.335442,1305,0,1.2870739279435837,0,27.76904762,4.498412698
646,50-3-6,50,3,50-3,6,NPK,0.444627,0.047067,1306,2.7755575615628914e-17,0.5494422378730186,0,22.7592,10.464
647,50-3-17,50,3,50-3,17,NPK,0.444627,0.047067,1307,2.7755575615628914e-17,0.6678352080637731,0,20.55428571,7.993333333
648,50-3-7,50,3,50-3,7,NPK,0.444627,0.335442,1308,2.7755575615628914e-17,0.48717663829595015,0,20.8408,10.464
649,50-3-18,50,3,50-3,18,NPK,0.444627,0.335442,1309,2.7755575615628914e-17,0.6190498809140135,0,19.85357143,8.272321429
650,50-3-8,50,3,50-3,8,NPK,0.444627,0.335442,1310,5.551115123125783e-17,0.9243811606978478,0,34.24416667,9.265
651,50-3-19,50,3,50-3,19,NPK,0.444627,0.335442,1311,1.1102230246251565e-16,1.548169594104321,0,35.17310924,3.938655462
652,50-3-9,50,3,50-3,9,NPK,0.444627,0.444627,1312,2.7755575615628914e-17,0.6584432287712685,0,21.07333333,8.304761905
653,50-3-20,50,3,50-3,20,NPK,0.444627,0.444627,1313,0,0.31010226772793914,0,14.61984127,9.429365079
654,50-3-10,50,3,50-3,10,NPK,0.444627,0.444627,1314,5.551115123125783e-17,1.3397808110153009,0,35.13153846,5.282307692
655,50-3-21,50,3,50-3,21,NPK,0.444627,0.444627,1315,-5.551115123125783e-17,0.9321370780560958,0,27.63928571,7.396428571
656,50-3-11,50,3,50-3,11,NPK,0.444627,0.335442,1316,-5.551115123125783e-17,1.0574737033177626,0,37.932,8.502
657,50-3-22,50,3,50-3,22,NPK,-1.629885,0.335442,1317,-2.0589170009568516,1.536632856187157,0.778571429,28.72928571,3.27
658,51-1-1,51,1,51-1,1,N,-0.810944,-0.485593,1318,-1.2461319421631856,-1.3769185944859226,1.57014,2.72844,19.12482
659,51-1-2,51,1,51-1,2,N,0.444627,-0.474062,1319,0,-1.4140504460814012,0,3.25611,24.05403
660,51-1-3,51,1,51-1,3,N,0.444627,-0.481258,1320,0,0,0,0,22.71555
661,51-1-4,51,1,51-1,4,N,-1.158712,-0.315968,1321,-1.591285851235024,-1.7759298002360044,0.91377,1.82754,22.5225
662,51-1-5,51,1,51-1,5,N,0.224645,-0.315968,1322,-0.2183284502681192,-2.5545233420334776,2.81853,0.60489,22.41954
663,51-1-6,51,1,51-1,6,N,-1.102319,-0.33066,1323,-1.5353162146598731,-1.1550460671675467,1.64307,4.759755,24.377925
664,51-1-7,51,1,51-1,7,N,-1.263874,-0.33066,1324,-1.695656907052731,-1.8390750140050323,0.7882875,1.71331875,23.08717125
665,51-1-8,51,1,51-1,8,N,-0.772948,-0.395002,1325,-1.2084212908826628,-1.3965801483816092,1.55727,2.54826,18.36549
666,51-1-9,51,1,51-1,9,N,-0.222218,-0.395002,1326,-0.6618313357459163,-2.1407969642920763,2.574,1.27413,26.30628
667,51-1-10,51,1,51-1,10,N,0.444627,-0.398754,1327,-1.1102230246251565e-16,-1.717492349424289,0,1.96911,22.34232
668,51-2-1,51,2,51-2,1,N,-0.603255,-0.388426,1328,-1.0400047133319978,-1.766384408754809,2.057055,2.108535,25.63704
669,51-2-2,51,2,51-2,2,N,0.444627,-0.467478,1329,0,-1.9046139574972867,0,1.90476,28.15956
670,51-2-3,51,2,51-2,3,N,-0.977845,-0.338379,1330,-1.4117781901853372,-2.1119098333989097,1.01673,1.287,25.50834
671,51-2-4,51,2,51-2,4,N,-0.506753,-0.352612,1331,-0.9442274241413721,-1.5706654053712694,2.47104,2.58687,23.84811
672,51-2-5,51,2,51-2,5,N,-1.139078,-0.352612,1332,-1.5717992109740084,-2.0358243549870356,0.82368,1.33848,23.82237
673,51-2-6,51,2,51-2,6,N,0.444627,-0.220613,1333,0,-1.7816613171237174,0,2.12355,26.3835
674,51-2-7,51,2,51-2,7,N,-1.830367,-0.220613,1334,-2.2578912412769596,-1.0762445318728262,0.73359,5.44401,24.94206
675,51-2-8,51,2,51-2,8,N,0.444627,-0.224347,1335,-1.1102230246251565e-16,-1.3389598986786626,0,4.18275,27.78633
676,51-2-9,51,2,51-2,9,N,0.444627,-0.224347,1336,-1.1102230246251565e-16,-1.3210872785121106,0,3.96396,25.67565
