NtotDose,PtotDose,KtotDose,Prediction,benefit,P
164.9964502446524,56.290392531082034,214.99555500712793,31.91226336596879,7524.654669908009,24.542611143551767
164.9964502446524,197.28330365614966,214.99555500712793,32.306137075222026,7468.030894983744,86.01552039408125
164.9964502446524,14.669033174868673,214.99555500712793,30.241279225509274,7152.692130084965,6.3956984642427415
164.9964502446524,176.67656322009861,214.99555500712793,32.30428792621161,7490.2360222107955,77.030981563963
164.9964502446524,64.48155554244295,214.99555500712793,32.022091551254725,7543.101436916996,28.113958216505125
164.9964502446524,58.189045754261315,214.99555500712793,31.940990658182145,7529.747974415851,25.370423948857933
164.9964502446524,25.090754323173314,214.99555500712793,30.94189501714786,7316.382184731477,10.939568884903565
164.9964502446524,110.24582129903138,214.99555500712793,32.26126311369767,7552.553635195486,48.06717808637768
164.9964502446524,241.24931951519102,214.99555500712793,32.307341428403134,7419.969365834076,105.18470330862328
164.9964502446524,226.57531552249566,214.99555500712793,32.307140196254466,7436.060462188873,98.7868375678081
164.9964502446524,139.05078527750447,214.99555500712793,32.29284483581131,7528.763605347574,60.62614238099195
164.9964502446524,230.87430786108598,214.99555500712793,32.3072117160821,7431.349450573332,100.66119822743349
164.9964502446524,216.85224625980482,214.99555500712793,32.30692540432504,7446.702140395478,94.5475793692749
164.9964502446524,175.96125084673986,214.99555500712793,32.30419256337704,7490.999025112849,76.71910536917858
164.9964502446524,52.55329224746674,214.99555500712793,31.848977587843745,7512.944035688724,22.9132354198955
164.9964502446524,55.256226973142475,214.99555500712793,31.895680040777076,7521.646420723814,24.09171496029012
164.9964502446524,1.637032546568662,214.99555500712793,28.83957118117786,6816.6003196932415,0.7137461903039366
164.9964502446524,156.56485763611272,214.99555500712793,32.30024059663704,7511.347065959538,68.26227792934515
164.9964502446524,88.50476087536663,214.99555500712793,32.19768027673073,7560.5730924197815,38.58807574165985
164.9964502446524,125.87678019190207,214.99555500712793,32.282698365433674,7540.718393347328,54.8822761636693
164.9964502446524,184.93591155856848,214.99555500712793,32.305213320097586,7481.382087509974,80.63205743953586
164.9964502446524,215.60906909871846,214.99555500712793,32.30689146422493,7448.061150247645,94.00555412704125
164.9964502446524,96.76783444592729,214.99555500712793,32.22844261512639,7559.17429609108,42.1907758184243
164.9964502446524,48.534992965869606,214.99555500712793,31.769582973514453,7497.515511316159,21.161256933119148
164.9964502446524,237.6656787819229,214.99555500712793,32.30730252247803,7423.901644159395,103.62223594891839
164.9964502446524,50.89315789518878,214.99555500712793,31.817705072233647,7506.952054573706,22.189416842302307
164.9964502446524,18.229560344479978,214.99555500712793,30.513874325266492,7216.924325137697,7.9480883101932704
164.9964502446524,185.7589719002135,214.99555500712793,32.30528997146082,7480.495883974973,80.99091174849309
164.9964502446524,60.00732531538233,214.99555500712793,31.96654300171035,7534.135952780669,26.163193837506697
164.9964502446524,86.65735420072451,214.99555500712793,32.18930837721397,7560.512264882697,37.78260643151589
164.9964502446524,96.2255482445471,214.99555500712793,32.2267185674465,7559.339798992624,41.954339034622535
164.9964502446524,174.8506540316157,214.99555500712793,32.30403902577241,7492.182297208327,76.23488515778445
164.9964502446524,98.41968881664798,214.99555500712793,32.233471023613966,7558.614358405181,42.91098432405852
164.9964502446524,15.299061895348132,214.99555500712793,30.29236479250474,7164.770490241303,6.670390986371785
164.9964502446524,94.10160325933248,214.99555500712793,32.21959677650479,7559.895690740933,41.02829902106896
164.9964502446524,88.19127205060795,214.99555500712793,32.19630257905945,7560.573505709195,38.451394614065066
164.9964502446524,35.36878782324493,214.99555500712793,31.399788240212064,7419.549653647448,15.42079149093479
164.9964502446524,238.82895382121205,214.99555500712793,32.30731576372541,7422.625351928022,104.12942386604846
164.9964502446524,9.212760487571359,214.99555500712793,29.741029784425876,7033.631669770142,4.016763572581112
164.9964502446524,62.07520153839141,214.99555500712793,31.993445450507405,7538.586901134623,27.064787870738655
164.9964502446524,161.143027653452,214.99555500712793,32.301463921057305,7506.616910045531,70.25836005690508
164.9964502446524,239.84995862701908,214.99555500712793,32.30732689177373,7421.5050286537125,104.57458196138032
164.9964502446524,75.39176102727652,214.99555500712793,32.12252329906486,7556.208147836212,32.87080780789256
164.9964502446524,221.8874691752717,214.99555500712793,32.3070469410343,7441.193779365778,96.74293656041846
164.9964502446524,158.2432589493692,214.99555500712793,32.300715108580206,7509.619452500748,68.99406090192497
164.9964502446524,243.24681580765173,214.99555500712793,32.307360826952795,7417.776969549784,106.05561169213615
164.9964502446524,68.7458596075885,214.99555500712793,32.06659076999516,7549.535507130445,29.973194788908586
164.9964502446524,223.79731602268293,214.99555500712793,32.30708704099918,7439.102972824845,97.57562978588976
164.9964502446524,193.90588690293953,214.99555500712793,32.30592759142295,7471.693682462506,84.54296668968163
164.9964502446524,244.55001985188574,214.99555500712793,32.307372677847525,7416.346407824809,106.62380865542218
164.9964502446524,195.60451671713963,214.99555500712793,32.30603646087098,7469.852407028893,85.28356928867288
164.9964502446524,194.41079761600122,214.99555500712793,32.305960723324354,7471.1465636534895,84.76310776057653
164.9964502446524,229.6047299169004,214.99555500712793,32.30719185060745,7432.741019943274,100.10766224376857
164.9964502446524,234.65594690060243,214.99555500712793,32.30726528331349,7427.2030394377125,102.30999284866266
164.9964502446524,238.60710149165243,214.99555500712793,32.30731328544497,7422.8687699204265,104.03269625036046
164.9964502446524,28.162105998490006,214.99555500712793,31.098793959765313,7352.228433542991,12.278678215341642
164.9964502446524,179.57749433116987,214.99555500712793,32.30464804431192,7487.135027513695,78.29578752839006
164.9964502446524,99.39785144524649,214.99555500712793,32.23629672938788,7558.244805957202,43.33746323012747
164.9964502446524,23.815657186787575,214.99555500712793,30.87091881864311,7300.040741955313,10.383626533439383
164.9964502446524,214.44855339359492,214.99555500712793,32.306858231574736,7449.329409360732,93.49956927960739
164.9964502446524,9.284284024033695,214.99555500712793,29.74831345229758,7035.37391084796,4.047947834478691
164.9964502446524,82.2374033741653,214.99555500712793,32.166598466910685,7559.696733216091,35.85550787113607
164.9964502446524,106.1446174280718,214.99555500712793,32.253062814278024,7555.01488459863,46.2790531986393
164.9964502446524,47.933471971191466,214.99555500712793,31.756569015540123,7494.9236949167225,20.89899377943948
164.9964502446524,153.88248697854578,214.99555500712793,32.29941337709052,7514.090868796231,67.09276432264596
164.9964502446524,85.73203906416893,214.99555500712793,32.184878397740725,7560.422616664598,37.37916903197765
164.9964502446524,166.07949847821146,214.99555500712793,32.30255603877094,7501.459821566704,72.4106613365002
164.9964502446524,145.61035425867885,214.99555500712793,32.29622929125047,7522.394193328073,63.48611445678398
164.9964502446524,52.250053675379604,214.99555500712793,31.843418284756375,7511.887772346178,22.781023402465507
164.9964502446524,227.25385683588684,214.99555500712793,32.3071523122561,7435.317095744552,99.08268158044666
164.9964502446524,177.78459313558415,214.99555500712793,32.30443039613856,7489.052806785498,77.51408260711469
164.9964502446524,153.00927788484842,214.99555500712793,32.29912449891634,7514.979179255754,66.71204515779391
164.9964502446524,18.087244243361056,214.99555500712793,30.50370239830959,7214.537891109702,7.88603849010542
164.9964502446524,94.8516841745004,214.99555500712793,32.22218079276394,7559.716605799037,41.35533430008218
164.9964502446524,65.59399521211162,214.99555500712793,32.03443656436666,7544.9640065583435,28.598981912480667
164.9964502446524,161.26880672527477,214.99555500712793,32.30149448950076,7506.48619517739,70.3131997322198
164.9964502446524,219.0080220461823,214.99555500712793,32.3069804274769,7444.344542818427,95.48749761213548
164.9964502446524,182.4052250594832,214.99555500712793,32.30496130477699,7484.102838828818,79.52867812593468
164.9964502446524,189.28252556361258,214.99555500712793,32.305591203353174,7476.695282918322,82.527181145735085
