RendVendable,NoEssai,NoBloc,NoTraitement,ID,ID_bl,DensitePlants,PrecCropFiveClasses,Cultivar,Maturity5,growing.season,temp_moy_5years,prec_tot_5years,sdi_5years,gdd_5years,NtotDose,PtotDose,KtotDose,soilTextIlr1,soilTextIlr2,soilTextIlr3,soilTypeIlr1_3,soilTypeIlr2_3,soil_pH,soil_P1_Fv.AlP,soil_P1_Al.P,soil_K2_FvMgCa.K,soil_K2_Fv.MgCa,soil_K2_Mg.Ca,soil_P,soil_K,soil_Al,ISP1,test_type
9.8427,2,3,1,2-3-1,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,0,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
37.3325,2,3,2,2-3-2,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,70,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
28.4163,2,3,3,2-3-3,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,100,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
44.8317,2,3,4,2-3-4,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,130,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
34.0189,2,3,5,2-3-5,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,160,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
40.8532,2,3,6,2-3-6,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,190,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
46.5321,2,3,7,2-3-7,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,220,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
36.2316,2,3,8,2-3-8,2-3,31226,Cereal,Eramosa,early,121,17.10193087192588,394.12,-0.7266141706720602,1951.7,250,190,270,1.7012050538343186,2.686286879289708,0.7540243247706642,-0.272357335846828,-1.0272606698480418,5.3726199999999995,-6.498187255709646,2.4668368691989957,-2.933631896127071,-6.963411100030616,1.6755889408894467,60.97795322,114.619883,1996.491228,3.054256004975545,N
36.5763125,3,1,1,3-1-1,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,0,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
60.944625,3,1,2,3-1-2,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,70,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
45.2895,3,1,3,3-1-3,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,100,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
51.1414375,3,1,4,3-1-4,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,130,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
43.3070625,3,1,5,3-1-5,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,160,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
54.5749375,3,1,6,3-1-6,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,190,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
58.3081875,3,1,7,3-1-7,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,220,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
60.713,3,1,8,3-1-8,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,250,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
61.898375,3,1,9,3-1-9,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,190,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
57.2999375,3,1,10,3-1-10,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,220,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
62.470625,3,1,11,3-1-11,3-1,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,250,190,270,1.6819466410122408,1.8015100391393322,0.11962742817348826,3.208586307461761,0.773738770334201,4.966799999999999,-6.600213980078497,2.484204535560858,-2.1894752492903504,-7.375342489612093,1.3414664061138144,53.17006042,193.4138973,1784.138973,2.98015239982093,N
46.093375,3,2,1,3-2-1,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,0,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
36.8965,3,2,2,3-2-2,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,70,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
44.55375,3,2,3,3-2-3,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,100,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
36.733,3,2,4,3-2-4,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,130,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
44.948875,3,2,5,3-2-5,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,160,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
48.25975,3,2,6,3-2-6,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,190,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
45.112375,3,2,7,3-2-7,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,220,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
50.044625,3,2,8,3-2-8,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,250,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
55.658125,3,2,9,3-2-9,3-2,31226,HRC,Goldrush,mid-season,120,16.987582996732804,377.3,-0.7335358610445225,1947.44,190,190,270,1.613710119368326,1.8015100391393317,0.11962742817348826,3.208586307461761,0.773738770334201,4.99255,-6.523737334166734,2.3451340476276474,-1.5261869457037665,-8.00115954576983,1.6281735335151475,64.42453846,249.6,1775.815385,3.627884914399477,N
